gpsTOW,gloTOW,bdsTOW,qzssTOW,gpsTOWacc,gloTOWacc,bdsTOWacc,qzssTOWacc,towSet,gnssId,svId,cNo,mpathIndic,dopplerMS,dopplerHz,wholeChips,fracChips,codePhase,intCodePhase,pseuRangeRMS
423010000,433792000,422996000,423010000,0,0,0,0,0,0,11,18,1,19977,20996,952,556,1952716,0,39
423010000,433792000,422996000,423010000,0,0,0,0,0,0,17,50,1,1798,1889,887,90,1818534,0,0
423010000,433792000,422996000,423010000,0,0,0,0,0,0,22,45,1,7759,8155,591,477,1212508,0,0
423010000,433792000,422996000,423010000,0,0,0,0,0,0,3,26,1,7316,7689,663,170,1359492,0,19
423010000,433792000,422996000,423010000,0,0,0,0,0,0,30,19,2,-11724,-12322,215,184,441119,0,31
423010000,433792000,422996000,423010000,0,0,0,0,0,0,19,51,1,8329,8754,416,579,853962,0,0
423010000,433792000,422996000,423010000,0,0,0,0,0,0,7,20,1,-13836,-14542,197,641,405135,0,27
423010000,433792000,422996000,423010000,0,0,0,0,0,0,6,26,1,15143,15916,502,989,1031083,0,11
423020000,433802000,423006000,423020000,0,0,0,0,0,2,12,33,1,4886,5135,1792,712,1577877,1,0
423020000,433802000,423006000,423020000,0,0,0,0,0,2,33,29,1,-7504,-7886,1562,495,1105943,1,9
423020000,433802000,423006000,423020000,0,0,0,0,0,2,25,36,1,14227,14953,186,253,381808,0,0
423020000,433802000,423006000,423020000,0,0,0,0,0,2,5,27,2,-5402,-5678,3161,682,189966,3,16
423020000,433802000,423006000,423020000,0,0,0,0,0,2,31,24,2,-507,-533,911,712,1868979,0,19
423020000,433802000,423006000,423020000,0,0,0,0,0,2,10,25,2,10930,11488,481,297,986647,0,18
423020000,433802000,423006000,423020000,0,0,0,0,0,0,11,18,1,19953,20970,925,350,1896953,0,27
423020000,433802000,423006000,423020000,0,0,0,0,0,0,17,49,1,1796,1887,884,650,1813504,0,0
423020000,433802000,423006000,423020000,0,0,0,0,0,0,22,45,1,7748,8143,580,904,1190812,0,0
423020000,433802000,423006000,423020000,0,0,0,0,0,0,3,27,2,7291,7663,653,274,1339201,0,12
423020000,433802000,423006000,423020000,0,0,0,0,0,0,30,14,2,-11716,-12313,231,128,473808,0,31
423020000,433802000,423006000,423020000,0,0,0,0,0,0,1,8,1,-11570,-12160,780,744,1600493,0,33
423020000,433802000,423006000,423020000,0,0,0,0,0,0,19,51,1,8325,8749,405,204,830660,0,0
423020000,433802000,423006000,423020000,0,0,0,0,0,0,7,15,1,-13905,-14614,216,584,443971,0,31
423020000,433802000,423006000,423020000,0,0,0,0,0,0,6,26,1,15124,15896,482,253,988608,0,11
423030000,433812000,423016000,423030000,0,0,0,0,0,2,12,34,1,4863,5111,1786,43,1564238,1,0
423030000,433812000,423016000,423030000,0,0,0,0,0,2,33,30,1,-7521,-7905,1572,747,1126948,1,2
423030000,433812000,423016000,423030000,0,0,0,0,0,2,25,36,1,14228,14954,166,846,341995,0,0
423030000,433812000,423016000,423030000,0,0,0,0,0,2,5,27,2,-5405,-5681,3169,33,205067,3,15
423030000,433812000,423016000,423030000,0,0,0,0,0,2,31,25,2,-521,-547,912,379,1870363,0,19
423030000,433812000,423016000,423030000,0,0,0,0,0,2,10,25,2,10917,11473,466,437,956177,0,19
423030000,433812000,423016000,423030000,0,0,0,0,0,0,11,10,1,19955,20973,898,89,1841082,0,33
423030000,433812000,423016000,423030000,0,0,0,0,0,0,17,49,1,1790,1881,882,192,1808486,0,0
423030000,433812000,423016000,423030000,0,0,0,0,0,0,22,45,1,7732,8127,570,325,1169152,0,0
423030000,433812000,423016000,423030000,0,0,0,0,0,0,3,21,1,7228,7597,643,336,1318825,0,29
423030000,433812000,423016000,423030000,0,0,0,0,0,0,19,51,1,8316,8740,393,862,807377,0,0
423030000,433812000,423016000,423030000,0,0,0,0,0,0,24,22,1,13295,13973,405,205,830662,0,35
423030000,433812000,423016000,423030000,0,0,0,0,0,0,6,27,1,15102,15872,461,642,946338,0,12
423040000,433822000,423026000,423040000,0,0,0,0,0,2,12,33,1,4839,5086,1779,429,1550662,1,0
423040000,433822000,423026000,423040000,0,0,0,0,0,2,33,30,1,-7530,-7914,1582,1020,1147995,1,1
423040000,433822000,423026000,423040000,0,0,0,0,0,2,25,35,1,14232,14958,147,411,302175,0,0
423040000,433822000,423026000,423040000,0,0,0,0,0,2,5,27,2,-5411,-5687,3176,432,220217,3,13
423040000,433822000,423026000,423040000,0,0,0,0,0,2,31,25,2,-538,-566,913,100,1871852,0,16
423040000,433822000,423026000,423040000,0,0,0,0,0,2,10,24,1,10899,11455,451,500,925552,0,17
423040000,433822000,423026000,423040000,0,0,0,0,0,0,17,49,1,1782,1873,879,767,1803488,0,0
423040000,433822000,423026000,423040000,0,0,0,0,0,0,22,45,1,7716,8110,559,791,1147536,0,0
423040000,433822000,423026000,423040000,0,0,0,0,0,0,3,25,1,7234,7603,633,412,1298477,0,17
423040000,433822000,423026000,423040000,0,0,0,0,0,0,30,18,1,-11723,-12321,262,1011,539125,0,27
423040000,433822000,423026000,423040000,0,0,0,0,0,0,1,20,1,-11573,-12163,812,493,1665590,0,33
423040000,433822000,423026000,423040000,0,0,0,0,0,0,19,51,1,8307,8731,382,508,784119,0,0
423040000,433822000,423026000,423040000,0,0,0,0,0,0,24,20,1,13261,13937,387,83,793518,0,34
423040000,433822000,423026000,423040000,0,0,0,0,0,0,6,29,1,15080,15849,441,83,904218,0,11
423050000,433832000,423036000,423050000,0,0,0,0,0,2,12,32,1,4820,5066,1772,846,1537145,1,0
423050000,433832000,423036000,423050000,0,0,0,0,0,2,33,29,1,-7540,-7924,1593,267,1169038,1,2
423050000,433832000,423036000,423050000,0,0,0,0,0,2,25,35,1,14236,14962,127,997,262346,0,0
423050000,433832000,423036000,423050000,0,0,0,0,0,2,5,27,2,-5410,-5686,3183,822,235346,3,15
423050000,433832000,423036000,423050000,0,0,0,0,0,2,31,27,2,-545,-573,913,895,1873445,0,15
423050000,433832000,423036000,423050000,0,0,0,0,0,2,10,25,2,10876,11431,436,585,894974,0,18
423050000,433832000,423036000,423050000,0,0,0,0,0,0,17,49,1,1778,1869,877,326,1798506,0,0
423050000,433832000,423036000,423050000,0,0,0,0,0,0,22,45,1,7703,8096,549,254,1125960,0,0
423050000,433832000,423036000,423050000,0,0,0,0,0,0,3,25,1,7208,7576,623,537,1278228,0,17
423050000,433832000,423036000,423050000,0,0,0,0,0,0,30,16,1,-11723,-12320,279,63,572078,0,27
423050000,433832000,423036000,423050000,0,0,0,0,0,0,1,23,2,-11627,-12220,828,283,1697969,0,32
423050000,433832000,423036000,423050000,0,0,0,0,0,0,19,51,1,8301,8725,371,165,760883,0,0
423050000,433832000,423036000,423050000,0,0,0,0,0,0,7,10,2,-13864,-14571,272,1019,559642,0,42
423050000,433832000,423036000,423050000,0,0,0,0,0,0,24,25,1,13263,13940,369,156,756764,0,49
423050000,433832000,423036000,423050000,0,0,0,0,0,0,6,29,1,15057,15825,420,482,861967,0,9
423060000,433842000,423046000,423060000,0,0,0,0,0,2,12,34,1,4796,5041,1766,272,1523697,1,0
423060000,433842000,423046000,423060000,0,0,0,0,0,2,33,29,1,-7554,-7939,1603,571,1190145,1,0
423060000,433842000,423046000,423060000,0,0,0,0,0,2,25,34,1,14236,14962,108,551,222504,0,0
423060000,433842000,423046000,423060000,0,0,0,0,0,2,5,25,2,-5414,-5690,3191,189,250480,3,13
423060000,433842000,423046000,423060000,0,0,0,0,0,2,10,25,2,10858,11411,421,814,864681,0,17
423060000,433842000,423046000,423060000,0,0,0,0,0,0,17,49,1,1770,1861,874,918,1793541,0,0
423060000,433842000,423046000,423060000,0,0,0,0,0,0,22,45,1,7687,8079,538,762,1104428,0,0
423060000,433842000,423046000,423060000,0,0,0,0,0,0,3,24,1,7180,7546,613,720,1258094,0,19
423060000,433842000,423046000,423060000,0,0,0,0,0,0,30,10,3,-11751,-12350,294,978,604659,0,42
423060000,433842000,423046000,423060000,0,0,0,0,0,0,1,26,2,-11616,-12208,844,77,1730358,0,12
423060000,433842000,423046000,423060000,0,0,0,0,0,0,19,51,1,8292,8715,359,857,737668,0,0
423060000,433842000,423046000,423060000,0,0,0,0,0,0,7,19,2,-13831,-14536,292,75,598751,0,29
423060000,433842000,423046000,423060000,0,0,0,0,0,0,24,26,1,13231,13906,351,79,719709,0,49
423060000,433842000,423046000,423060000,0,0,0,0,0,0,6,30,1,15030,15796,399,959,819871,0,1
423070000,433852000,423056000,423070000,0,0,0,0,0,2,12,34,2,4777,5021,1759,752,1510307,1,0
423070000,433852000,423056000,423070000,0,0,0,0,0,2,33,29,1,-7563,-7949,1613,901,1211306,1,1
423070000,433852000,423056000,423070000,0,0,0,0,0,2,25,33,1,14242,14969,89,101,182653,0,0
423070000,433852000,423056000,423070000,0,0,0,0,0,2,5,25,2,-5419,-5696,3198,577,265606,3,12
423070000,433852000,423056000,423070000,0,0,0,0,0,2,10,26,2,10838,11390,407,48,834448,0,17
423070000,433852000,423056000,423070000,0,0,0,0,0,0,17,50,1,1767,1857,872,494,1788592,0,0
423070000,433852000,423056000,423070000,0,0,0,0,0,0,22,45,1,7675,8066,528,267,1082937,0,0
423070000,433852000,423056000,423070000,0,0,0,0,0,0,3,17,1,7174,7540,603,926,1238005,0,27
423070000,433852000,423056000,423070000,0,0,0,0,0,0,30,21,1,-11752,-12352,311,115,637783,0,28
423070000,433852000,423056000,423070000,0,0,0,0,0,0,1,28,2,-11627,-12220,859,916,1762787,0,11
423070000,433852000,423056000,423070000,0,0,0,0,0,0,19,51,1,8287,8709,348,536,714474,0,0
423070000,433852000,423056000,423070000,0,0,0,0,0,0,7,23,1,-13859,-14566,311,106,637764,0,27
423070000,433852000,423056000,423070000,0,0,0,0,0,0,6,31,1,15014,15780,379,443,777840,0,0
423080000,433862000,423066000,423080000,0,0,0,0,0,2,12,34,1,4750,4992,1753,234,1496972,1,0
423080000,433862000,423066000,423080000,0,0,0,0,0,2,33,29,1,-7580,-7967,1624,209,1232471,1,0
423080000,433862000,423066000,423080000,0,0,0,0,0,2,25,34,1,14243,14969,69,674,142800,0,0
423080000,433862000,423066000,423080000,0,0,0,0,0,2,5,26,2,-5427,-5704,3205,991,280786,3,13
423080000,433862000,423066000,423080000,0,0,0,0,0,2,10,26,2,10814,11366,392,290,804182,0,17
423080000,433862000,423066000,423080000,0,0,0,0,0,0,17,49,1,1757,1847,870,79,1783661,0,0
423080000,433862000,423066000,423080000,0,0,0,0,0,0,22,45,1,7655,8046,517,817,1061488,0,0
423080000,433862000,423066000,423080000,0,0,0,0,0,0,3,24,2,7092,7454,594,241,1218185,0,27
423080000,433862000,423066000,423080000,0,0,0,0,0,0,30,20,2,-11730,-12328,327,306,670963,0,28
423080000,433862000,423066000,423080000,0,0,0,0,0,0,1,32,1,-11641,-12235,875,766,1795287,0,6
423080000,433862000,423066000,423080000,0,0,0,0,0,0,19,51,1,8275,8697,337,224,691301,0,0
423080000,433862000,423066000,423080000,0,0,0,0,0,0,7,26,1,-13851,-14558,330,28,676557,0,15
423080000,433862000,423066000,423080000,0,0,0,0,0,0,6,30,1,14989,15753,358,981,735865,0,5
423090000,433872000,423076000,423090000,0,0,0,0,0,2,12,33,1,4732,4974,1746,771,1483696,1,0
423090000,433872000,423076000,423090000,0,0,0,0,0,2,33,30,1,-7588,-7975,1634,567,1253688,1,2
423090000,433872000,423076000,423090000,0,0,0,0,0,2,25,35,1,14246,14973,50,217,102936,0,0
423090000,433872000,423076000,423090000,0,0,0,0,0,2,5,26,2,-5425,-5702,3213,403,296009,3,18
423090000,433872000,423076000,423090000,0,0,0,0,0,2,10,26,1,10804,11355,377,474,773800,0,12
423090000,433872000,423076000,423090000,0,0,0,0,0,0,17,50,1,1753,1843,867,695,1778744,0,0
423090000,433872000,423076000,423090000,0,0,0,0,0,0,22,45,1,7643,8033,507,363,1040079,0,0
423090000,433872000,423076000,423090000,0,0,0,0,0,0,3,18,1,7098,7460,584,545,1198293,0,47
423090000,433872000,423076000,423090000,0,0,0,0,0,0,30,20,1,-11776,-12377,343,478,704109,0,27
423090000,433872000,423076000,423090000,0,0,0,0,0,0,1,32,1,-11648,-12242,891,657,1827868,0,0
423090000,433872000,423076000,423090000,0,0,0,0,0,0,19,51,1,8269,8691,325,948,668149,0,0
423090000,433872000,423076000,423090000,0,0,0,0,0,0,7,28,1,-13844,-14551,348,958,715320,0,10
423090000,433872000,423076000,423090000,0,0,0,0,0,0,6,31,1,14966,15729,338,521,693944,0,5
423100000,433882000,423086000,423100000,0,0,0,0,0,2,12,33,1,4708,4949,1740,317,1470486,1,0
423100000,433882000,423086000,423100000,0,0,0,0,0,2,33,32,2,-7598,-7985,1644,979,1275013,1,2
423100000,433882000,423086000,423100000,0,0,0,0,0,2,25,34,1,14253,14980,30,778,63058,0,0
423100000,433882000,423086000,423100000,0,0,0,0,0,2,10,26,2,10782,11332,362,738,743579,0,12
423100000,433882000,423086000,423100000,0,0,0,0,0,0,17,50,1,1748,1837,865,293,1773840,0,0
423100000,433882000,423086000,423100000,0,0,0,0,0,0,22,46,1,7627,8016,496,955,1018714,0,0
423100000,433882000,423086000,423100000,0,0,0,0,0,0,3,22,1,7062,7422,574,853,1178409,0,27
423100000,433882000,423086000,423100000,0,0,0,0,0,0,30,23,1,-11785,-12386,359,528,737010,0,28
423100000,433882000,423086000,423100000,0,0,0,0,0,0,1,33,1,-11659,-12254,907,556,1860467,0,0
423100000,433882000,423086000,423100000,0,0,0,0,0,0,19,51,1,8261,8682,314,657,645017,0,0
423100000,433882000,423086000,423100000,0,0,0,0,0,0,7,28,1,-13848,-14555,367,854,754061,0,11
423100000,433882000,423086000,423100000,0,0,0,0,0,0,6,32,1,14941,15703,318,95,652092,0,0
423110000,433892000,423096000,423110000,0,0,0,0,0,2,12,33,1,4688,4927,1733,916,1457336,1,0
423110000,433892000,423096000,423110000,0,0,0,0,0,2,33,31,2,-7612,-8001,1655,358,1296320,1,2
423110000,433892000,423096000,423110000,0,0,0,0,0,2,25,35,1,14255,14982,11,312,23176,0,0
423110000,433892000,423096000,423110000,0,0,0,0,0,2,5,25,2,-5437,-5714,3228,211,326373,3,18
423110000,433892000,423096000,423110000,0,0,0,0,0,2,10,27,1,10761,11309,348,32,713466,0,14
423110000,433892000,423096000,423110000,0,0,0,0,0,0,17,50,1,1742,1831,862,926,1768957,0,0
423110000,433892000,423096000,423110000,0,0,0,0,0,0,22,45,1,7613,8001,486,544,997390,0,0
423110000,433892000,423096000,423110000,0,0,0,0,0,0,3,18,1,7019,7377,565,174,1158600,0,28
423110000,433892000,423096000,423110000,0,0,0,0,0,0,1,33,1,-11671,-12267,923,474,1893101,0,1
423110000,433892000,423096000,423110000,0,0,0,0,0,0,19,51,1,8253,8674,303,378,621909,0,0
423110000,433892000,423096000,423110000,0,0,0,0,0,0,7,28,1,-13842,-14548,386,733,792769,0,10
423110000,433892000,423096000,423110000,0,0,0,0,0,0,6,33,1,14920,15681,297,730,610314,0,0
423120000,433902000,423106000,423120000,0,0,0,0,0,2,12,34,1,4666,4904,1727,520,1444244,1,0
423120000,433902000,423106000,423120000,0,0,0,0,0,2,33,31,1,-7621,-8010,1665,755,1317613,1,3
423120000,433902000,423106000,423120000,0,0,0,0,0,2,25,35,2,14259,14986,4083,867,2080439,3,0
423120000,433902000,423106000,423120000,0,0,0,0,0,2,5,26,2,-5434,-5712,3235,635,341572,3,18
423120000,433902000,423106000,423120000,0,0,0,0,0,2,10,27,2,10743,11291,333,353,683358,0,14
423120000,433902000,423106000,423120000,0,0,0,0,0,0,17,50,1,1737,1826,860,540,1764085,0,0
423120000,433902000,423106000,423120000,0,0,0,0,0,0,22,45,1,7598,7986,476,151,976105,0,0
423120000,433902000,423106000,423120000,0,0,0,0,0,0,3,23,1,7029,7388,555,646,1139045,0,28
423120000,433902000,423106000,423120000,0,0,0,0,0,0,30,16,1,-11802,-12404,391,547,802647,0,34
423120000,433902000,423106000,423120000,0,0,0,0,0,0,1,33,1,-11680,-12276,939,411,1925775,0,0
423120000,433902000,423106000,423120000,0,0,0,0,0,0,19,51,1,8247,8667,292,110,598823,0,0
423120000,433902000,423106000,423120000,0,0,0,0,0,0,7,29,1,-13839,-14545,405,627,831506,0,6
423120000,433902000,423106000,423120000,0,0,0,0,0,0,6,33,1,14902,15662,277,374,568600,0,0
423130000,433912000,423116000,423130000,0,0,0,0,0,2,12,34,1,4641,4878,1721,154,1431212,1,0
423130000,433912000,423116000,423130000,0,0,0,0,0,2,33,31,1,-7635,-8024,1676,144,1338940,1,2
423130000,433912000,423116000,423130000,0,0,0,0,0,2,25,35,1,14261,14988,4064,391,2040535,3,0
423130000,433912000,423116000,423130000,0,0,0,0,0,2,5,27,2,-5441,-5719,3243,35,356771,3,14
423130000,433912000,423116000,423130000,0,0,0,0,0,2,10,27,2,10722,11268,318,670,653242,0,13
423130000,433912000,423116000,423130000,0,0,0,0,0,0,17,49,1,1730,1818,858,164,1759230,0,0
423130000,433912000,423116000,423130000,0,0,0,0,0,0,22,45,1,7582,7968,465,806,954865,0,0
423130000,433912000,423116000,423130000,0,0,0,0,0,0,3,8,1,7035,7394,546,83,1119469,0,32
423130000,433912000,423116000,423130000,0,0,0,0,0,0,1,34,1,-11695,-12292,955,365,1958483,0,0
423130000,433912000,423116000,423130000,0,0,0,0,0,0,19,51,1,8237,8658,280,877,575758,0,0
423130000,433912000,423116000,423130000,0,0,0,0,0,0,7,28,1,-13843,-14550,424,514,870231,0,0
423130000,433912000,423116000,423130000,0,0,0,0,0,0,6,33,1,14873,15631,257,46,526944,0,0
423140000,433922000,423126000,423140000,0,0,0,0,0,2,12,34,1,4623,4859,1714,846,1418245,1,0
423140000,433922000,423126000,423140000,0,0,0,0,0,2,33,33,1,-7644,-8033,1686,576,1360306,1,1
423140000,433922000,423126000,423140000,0,0,0,0,0,2,25,34,2,14266,14994,4044,931,2000617,3,0
423140000,433922000,423126000,423140000,0,0,0,0,0,2,5,27,2,-5444,-5722,3250,463,371979,3,15
423140000,433922000,423126000,423140000,0,0,0,0,0,2,10,28,1,10702,11248,304,71,623345,0,14
423140000,433922000,423126000,423140000,0,0,0,0,0,0,17,50,1,1724,1812,855,819,1754393,0,0
423140000,433922000,423126000,423140000,0,0,0,0,0,0,22,45,1,7567,7953,455,456,933665,0,0
423140000,433922000,423126000,423140000,0,0,0,0,0,0,3,19,1,6979,7335,536,580,1099963,0,27
423140000,433922000,423126000,423140000,0,0,0,0,0,0,1,35,1,-11706,-12303,971,336,1991225,0,0
423140000,433922000,423126000,423140000,0,0,0,0,0,0,19,51,1,8231,8650,269,631,552714,0,0
423140000,433922000,423126000,423140000,0,0,0,0,0,0,7,28,1,-13841,-14547,443,398,908949,0,0
423140000,433922000,423126000,423140000,0,0,0,0,0,0,6,34,1,14852,15609,236,775,485353,0,0
423150000,433932000,423136000,423150000,0,0,0,0,0,2,12,34,1,4604,4839,1708,539,1405331,1,0
423150000,433932000,423136000,423150000,0,0,0,0,0,2,33,32,1,-7655,-8045,1696,1017,1381689,1,1
423150000,433932000,423136000,423150000,0,0,0,0,0,2,25,34,1,14271,14999,4025,442,1960688,3,0
423150000,433932000,423136000,423150000,0,0,0,0,0,2,5,25,2,-5448,-5726,3257,892,387187,3,12
423150000,433932000,423136000,423150000,0,0,0,0,0,2,10,28,2,10686,11231,289,469,593391,0,12
423150000,433932000,423136000,423150000,0,0,0,0,0,0,11,10,1,19893,20907,571,518,1171589,0,34
423150000,433932000,423136000,423150000,0,0,0,0,0,0,17,50,1,1722,1810,853,457,1749568,0,0
423150000,433932000,423136000,423150000,0,0,0,0,0,0,14,29,1,3163,3324,898,500,1841903,0,19
423150000,433932000,423136000,423150000,0,0,0,0,0,0,22,45,1,7555,7940,445,127,912505,0,0
423150000,433932000,423136000,423150000,0,0,0,0,0,0,3,15,1,6939,7293,527,140,1080632,0,27
423150000,433932000,423136000,423150000,0,0,0,0,0,0,30,21,1,-11818,-12421,439,885,901724,0,36
423150000,433932000,423136000,423150000,0,0,0,0,0,0,1,33,1,-11711,-12308,987,317,2023988,0,0
423150000,433932000,423136000,423150000,0,0,0,0,0,0,19,51,1,8225,8644,258,393,529689,0,0
423150000,433932000,423136000,423150000,0,0,0,0,0,0,7,29,1,-13838,-14544,462,278,947659,0,1
423150000,433932000,423136000,423150000,0,0,0,0,0,0,6,35,1,14832,15589,216,507,443816,0,0
423160000,433942000,423146000,423160000,0,0,0,0,0,2,12,34,1,4582,4816,1702,263,1392478,1,0
423160000,433942000,423146000,423160000,0,0,0,0,0,2,33,31,1,-7665,-8056,1707,447,1403097,1,3
423160000,433942000,423146000,423160000,0,0,0,0,0,2,25,34,1,14271,14999,4005,976,1920756,3,0
423160000,433942000,423146000,423160000,0,0,0,0,0,2,5,26,2,-5444,-5722,3265,339,402480,3,17
423160000,433942000,423146000,423160000,0,0,0,0,0,2,18,36,1,11391,11972,1729,384,1448071,1,0
423160000,433942000,423146000,423160000,0,0,0,0,0,2,10,28,2,10665,11209,274,926,563555,0,14
423160000,433942000,423146000,423160000,0,0,0,0,0,0,17,50,1,1714,1802,851,104,1744760,0,0
423160000,433942000,423146000,423160000,0,0,0,0,0,0,14,31,1,3137,3297,894,189,1833081,0,2
423160000,433942000,423146000,423160000,0,0,0,0,0,0,22,45,1,7538,7922,434,842,891388,0,0
423160000,433942000,423146000,423160000,0,0,0,0,0,0,3,20,1,6919,7272,517,681,1061216,0,27
423160000,433942000,423146000,423160000,0,0,0,0,0,0,1,33,1,-11726,-12324,1003,313,2056779,0,0
423160000,433942000,423146000,423160000,0,0,0,0,0,0,19,51,1,8216,8635,247,167,506686,0,0
423160000,433942000,423146000,423160000,0,0,0,0,0,0,7,29,1,-13836,-14542,481,156,986365,0,1
423160000,433942000,423146000,423160000,0,0,0,0,0,0,6,34,1,14809,15565,196,269,402340,0,0
423170000,433952000,423156000,423170000,0,0,0,0,0,2,12,34,1,4557,4790,1696,19,1379690,1,0
423170000,433952000,423156000,423170000,0,0,0,0,0,2,33,30,1,-7682,-8074,1717,921,1424545,1,2
423170000,433952000,423156000,423170000,0,0,0,0,0,2,25,34,1,14270,14997,3986,480,1880813,3,0
423170000,433952000,423156000,423170000,0,0,0,0,0,2,5,27,1,-5455,-5733,3272,784,417721,3,13
423170000,433952000,423156000,423170000,0,0,0,0,0,2,18,36,1,11400,11982,1713,836,1416177,1,0
423170000,433952000,423156000,423170000,0,0,0,0,0,2,10,27,2,10644,11187,260,400,533802,0,15
423170000,433952000,423156000,423170000,0,0,0,0,0,0,17,50,1,1706,1793,848,783,1739970,0,0
423170000,433952000,423156000,423170000,0,0,0,0,0,0,14,31,1,3115,3274,889,943,1824340,0,2
423170000,433952000,423156000,423170000,0,0,0,0,0,0,22,45,1,7520,7904,424,557,870317,0,0
423170000,433952000,423156000,423170000,0,0,0,0,0,0,3,8,1,6911,7263,508,252,1041907,0,29
423170000,433952000,423156000,423170000,0,0,0,0,0,0,1,32,1,-11740,-12338,1019,326,2089605,0,0
423170000,433952000,423156000,423170000,0,0,0,0,0,0,19,51,1,8205,8624,235,977,483708,0,0
423170000,433952000,423156000,423170000,0,0,0,0,0,0,7,29,1,-13837,-14543,500,34,1025071,0,0
423170000,433952000,423156000,423170000,0,0,0,0,0,0,6,34,1,14781,15535,176,66,360933,0,0
423180000,433962000,423166000,423180000,0,0,0,0,0,2,12,34,1,4535,4767,1689,833,1366971,1,0
423180000,433962000,423166000,423180000,0,0,0,0,0,2,33,30,1,-7690,-8082,1728,390,1446034,1,3
423180000,433962000,423166000,423180000,0,0,0,0,0,2,25,34,1,14277,15005,3966,1007,1840870,3,0
423180000,433962000,423166000,423180000,0,0,0,0,0,2,5,27,2,-5459,-5737,3280,204,432960,3,13
423180000,433962000,423166000,423180000,0,0,0,0,0,2,18,36,1,11416,11998,1698,249,1384250,1,0
423180000,433962000,423166000,423180000,0,0,0,0,0,2,10,28,1,10626,11168,245,861,503976,0,14
423180000,433962000,423166000,423180000,0,0,0,0,0,0,17,50,1,1701,1788,846,447,1735199,0,0
423180000,433962000,423166000,423180000,0,0,0,0,0,0,14,31,1,3090,3248,885,703,1815661,0,0
423180000,433962000,423166000,423180000,0,0,0,0,0,0,22,45,1,7505,7888,414,294,849291,0,0
423180000,433962000,423166000,423180000,0,0,0,0,0,0,3,16,2,6870,7221,498,796,1022496,0,34
423180000,433962000,423166000,423180000,0,0,0,0,0,0,1,31,1,-11751,-12351,12,354,25311,0,2
423180000,433962000,423166000,423180000,0,0,0,0,0,0,19,51,1,8198,8616,224,774,460752,0,0
423180000,433962000,423166000,423180000,0,0,0,0,0,0,7,29,1,-13832,-14537,518,935,1063774,0,0
423180000,433962000,423166000,423180000,0,0,0,0,0,0,6,34,1,14761,15514,155,921,319595,0,0
423190000,433972000,423176000,423190000,0,0,0,0,0,2,12,34,1,4513,4743,1683,650,1354304,1,0
423190000,433972000,423176000,423190000,0,0,0,0,0,2,33,31,1,-7697,-8090,1738,916,1467586,1,2
423190000,433972000,423176000,423190000,0,0,0,0,0,2,25,35,1,14281,15009,3947,506,1800916,3,0
423190000,433972000,423176000,423190000,0,0,0,0,0,2,5,26,2,-5450,-5728,3287,655,448213,3,14
423190000,433972000,423176000,423190000,0,0,0,0,0,2,18,35,1,11431,12014,1682,662,1352278,1,0
423190000,433972000,423176000,423190000,0,0,0,0,0,2,10,27,1,10609,11151,231,363,474279,0,14
423190000,433972000,423176000,423190000,0,0,0,0,0,0,17,50,1,1697,1784,844,119,1730442,0,0
423190000,433972000,423176000,423190000,0,0,0,0,0,0,14,29,1,3068,3225,881,486,1807026,0,1
423190000,433972000,423176000,423190000,0,0,0,0,0,0,22,44,1,7492,7874,404,50,828302,0,0
423190000,433972000,423176000,423190000,0,0,0,0,0,0,3,23,1,6843,7192,489,653,1003759,0,51
423190000,433972000,423176000,423190000,0,0,0,0,0,0,1,31,1,-11756,-12356,28,400,58201,0,0
423190000,433972000,423176000,423190000,0,0,0,0,0,0,19,51,1,8193,8610,213,582,437816,0,0
423190000,433972000,423176000,423190000,0,0,0,0,0,0,7,30,1,-13830,-14536,537,813,1102480,0,0
423190000,433972000,423176000,423190000,0,0,0,0,0,0,6,34,1,14741,15493,135,783,278319,0,0
423200000,433982000,423186000,423200000,0,0,0,0,0,2,12,34,1,4494,4723,1677,498,1341699,1,0
423200000,433982000,423186000,423200000,0,0,0,0,0,2,33,31,1,-7709,-8103,1749,426,1489155,1,3
423200000,433982000,423186000,423200000,0,0,0,0,0,2,25,36,1,14284,15013,3927,1023,1760951,3,0
423200000,433982000,423186000,423200000,0,0,0,0,0,2,5,24,2,-5465,-5744,3295,94,463490,3,19
423200000,433982000,423186000,423200000,0,0,0,0,0,2,18,35,1,11449,12033,1667,32,1320267,1,0
423200000,433982000,423186000,423200000,0,0,0,0,0,2,10,25,1,10589,11129,216,874,444550,0,17
423200000,433982000,423186000,423200000,0,0,0,0,0,0,17,50,1,1692,1778,841,823,1725700,0,0
423200000,433982000,423186000,423200000,0,0,0,0,0,0,14,29,1,3047,3202,877,300,1798453,0,1
423200000,433982000,423186000,423200000,0,0,0,0,0,0,22,44,1,7477,7858,393,852,807357,0,0
423200000,433982000,423186000,423200000,0,0,0,0,0,0,30,20,1,-11877,-12483,520,732,1067468,0,36
423200000,433982000,423186000,423200000,0,0,0,0,0,0,1,31,1,-11771,-12372,44,459,91121,0,2
423200000,433982000,423186000,423200000,0,0,0,0,0,0,19,51,1,8185,8602,202,400,414902,0,0
423200000,433982000,423186000,423200000,0,0,0,0,0,0,7,30,1,-13830,-14536,556,688,1141179,0,2
423200000,433982000,423186000,423200000,0,0,0,0,0,0,6,35,1,14716,15467,115,676,237105,0,0
