iTOW,clkB,clkD,tAcc,fAcc
431759000,-643187,-423,14,895
431769000,-647420,-423,14,884
431779000,-651651,-423,14,751
431789000,-655880,-423,13,725
431799000,-660109,-423,13,694
431809000,-664336,-423,13,659
431819000,-668562,-423,12,683
431829000,-672790,-423,12,707
431839000,-677018,-423,12,710
431849000,-681247,-423,12,776
431859000,-685475,-423,12,764
431869000,-689700,-423,12,685
431879000,-693925,-423,12,741
431889000,-698152,-423,12,697
431899000,-702377,-423,12,713
431909000,-706604,-423,12,752
431919000,-710832,-423,12,751
431929000,-715059,-423,12,741
431939000,-719286,-423,12,894
431949000,-723514,-423,13,898
431959000,-727741,-423,13,870
431969000,-731968,-423,13,707
431979000,-736195,-423,12,735
431989000,-740418,-423,12,717
431999000,-744641,-423,12,705
432009000,-748864,-423,12,714
432019000,-753088,-423,12,743
432029000,-757315,-423,12,744
432039000,-761541,-423,12,700
432049000,-765766,-423,11,677
432059000,-769989,-423,11,665
432069000,-774212,-423,11,686
432079000,-778437,-423,11,701
432089000,-782664,-423,11,712
432099000,-786893,-423,11,693
432109000,-791121,-423,11,667
432119000,-795348,-423,11,658
432129000,-799576,-423,11,681
432139000,-803804,-423,11,716
432149000,-808033,-423,11,726
432159000,-812263,-423,11,745
432169000,-816493,-423,11,719
432179000,-820721,-423,11,708
432189000,-824948,-423,11,707
432199000,-829176,-423,11,722
432209000,-833404,-423,11,713
432219000,-837635,-423,11,706
432229000,-841864,-423,11,699
432239000,-846093,-423,11,710
432249000,-850321,-423,11,699
432259000,-854551,-423,11,713
432269000,-858783,-423,11,832
432279000,-863013,-423,11,679
432289000,-867241,-423,11,675
432299000,-871469,-423,11,677
432309000,-875699,-423,11,674
432319000,-879928,-423,11,667
432329000,-884156,-423,11,651
432339000,-888383,-423,11,642
432349000,-892608,-423,11,651
432359000,-896832,-423,11,656
432369000,-901058,-423,11,652
432379000,-905283,-423,11,661
432389000,-909508,-423,10,677
432399000,-913732,-423,10,689
432409000,-917957,-422,11,690
432419000,-922181,-423,11,684
432429000,-926406,-423,11,688
432439000,-930632,-423,11,691
432449000,-934858,-423,11,706
432459000,-939084,-423,11,715
432469000,-943310,-423,11,719
432479000,-947535,-423,11,711
432489000,-951761,-423,11,794
432499000,-955986,-423,11,804
432509000,-960211,-423,12,792
432519000,-964436,-422,12,788
432529000,-968661,-423,12,782
432539000,-972884,-422,12,788
432549000,-977109,-423,12,684
432559000,-981335,-423,12,736
432569000,-985561,-423,12,677
432579000,-989785,-423,12,664
432589000,-994009,-422,12,664
432599000,-998234,-422,12,676
432609000,-2458,-423,11,661
432619000,-6682,-422,11,659
432629000,-10906,-422,11,659
432639000,-15129,-422,11,663
432649000,-19353,-422,11,668
432659000,-23577,-423,11,673
432669000,-27802,-422,11,594
432679000,-32029,-422,10,682
432689000,-36254,-422,10,719
432699000,-40478,-422,10,703
432709000,-44703,-422,10,725
432719000,-48929,-422,10,746
432729000,-53155,-422,10,693
432739000,-57379,-422,11,725
432749000,-61603,-422,11,724
432759000,-65826,-422,11,692
432769000,-70049,-422,11,714
432779000,-74273,-422,11,702
432789000,-78496,-422,11,736
432799000,-82718,-422,11,734
432809000,-86939,-422,10,614
432819000,-91161,-422,10,688
432829000,-95384,-422,10,701
432839000,-99607,-422,10,790
432849000,-103828,-422,11,797
432859000,-108051,-422,11,733
432869000,-112274,-422,10,735
432879000,-116497,-422,11,739
432889000,-120721,-422,11,734
432899000,-124944,-422,11,691
432909000,-129167,-422,10,707
432919000,-133389,-422,10,738
432929000,-137613,-422,10,750
432939000,-141835,-422,11,759
432949000,-146056,-422,11,751
432959000,-150277,-422,10,743
432969000,-154498,-422,10,738
432979000,-158719,-422,10,745
432989000,-162941,-422,10,749
432999000,-167162,-422,9,744
433009000,-171382,-422,9,731
433019000,-175604,-422,9,732
433029000,-179826,-422,9,734
433039000,-184047,-422,9,761
433049000,-188268,-422,9,759
433059000,-192489,-422,10,839
433069000,-196711,-422,10,830
433079000,-200933,-422,10,728
433089000,-205156,-422,9,737
433099000,-209378,-422,9,759
433109000,-213601,-422,9,745
433119000,-217823,-422,9,746
433129000,-222044,-422,9,750
433139000,-226265,-422,10,754
433149000,-230486,-422,10,754
433159000,-234706,-422,10,764
433169000,-238925,-422,10,754
433179000,-243145,-422,11,754
433189000,-247366,-422,11,820
433199000,-251584,-422,11,873
433209000,-255803,-422,12,880
433219000,-260021,-422,12,782
433229000,-264240,-422,12,854
433239000,-268458,-422,12,771
433249000,-272677,-422,12,784
433259000,-276894,-422,12,877
433269000,-281113,-422,13,885
433279000,-285330,-422,13,799
433289000,-289549,-422,13,878
433299000,-293768,-422,12,858
433309000,-297987,-422,12,851
433319000,-302206,-422,12,854
433329000,-306424,-422,12,836
433339000,-310640,-422,11,828
433349000,-314858,-422,11,827
433359000,-319074,-422,11,827
433369000,-323291,-422,9,822
433379000,-327506,-422,8,830
433389000,-331720,-422,8,805
433399000,-335936,-422,8,801
433409000,-340149,-421,8,822
433419000,-344363,-422,8,800
433429000,-348578,-422,8,802
433439000,-352791,-421,8,813
433449000,-357005,-422,7,789
433459000,-361219,-421,7,801
433469000,-365433,-422,7,789
433479000,-369648,-421,7,759
433489000,-373861,-421,7,741
433499000,-378073,-421,7,765
433509000,-382286,-421,7,756
433519000,-386499,-421,8,759
433529000,-390712,-421,7,755
433539000,-394924,-422,7,736
433549000,-399137,-421,7,739
433559000,-403351,-421,7,735
433569000,-407565,-422,7,749
433579000,-411780,-422,7,741
433589000,-415994,-421,7,734
433599000,-420207,-421,7,674
433609000,-424420,-421,7,665
433619000,-428632,-421,7,657
433629000,-432844,-421,7,658
433639000,-437057,-421,7,652
433649000,-441270,-421,7,668
433659000,-445483,-421,7,679
433669000,-449697,-421,7,682
433679000,-453911,-422,7,719
433689000,-458124,-421,7,730
433699000,-462338,-421,7,733
433709000,-466550,-421,7,732
433719000,-470762,-421,7,730
433729000,-474974,-421,7,728
433739000,-479185,-421,8,729
433749000,-483397,-421,8,727
433759000,-487609,-421,8,735
433769000,-491822,-421,8,751
433779000,-496035,-421,7,744
433789001,-500248,-421,7,746
433799000,-504460,-421,7,749
433809000,-508674,-421,7,756
433819000,-512888,-421,7,799
433829000,-517101,-421,7,799
433839000,-521315,-421,8,795
433849000,-525529,-421,8,784
433859000,-529745,-421,7,799
433869000,-533960,-421,7,806
433879000,-538175,-421,7,793
433889000,-542388,-421,7,794
433899000,-546600,-421,8,793
433909000,-550810,-421,8,812
433919000,-555021,-421,8,803
433929000,-559234,-421,9,825
433939000,-563447,-421,9,816
433949000,-567659,-421,9,823
433959000,-571870,-421,9,821
433969000,-576081,-421,9,770
433979000,-580292,-421,9,821
433989000,-584502,-421,9,772
433999000,-588713,-421,9,811
434009000,-592924,-421,9,763
434019000,-597134,-421,9,770
434029000,-601344,-421,9,768
434039000,-605555,-421,9,831
434049000,-609766,-421,9,827
434059000,-613976,-421,9,819
434069000,-618186,-421,9,768
434079000,-622396,-421,9,824
434089000,-626606,-421,9,808
434099000,-630816,-421,9,813
434109000,-635026,-421,9,792
434119000,-639237,-421,9,793
434129000,-643446,-421,9,787
434139000,-647656,-421,9,785
434149000,-651866,-421,9,788
434159000,-656075,-421,9,828
434169000,-660284,-421,9,833
434179000,-664493,-421,9,802
434189000,-668701,-421,9,740
434199000,-672908,-421,9,738
434209000,-677116,-421,8,774
434219000,-681323,-421,8,759
434229000,-685530,-421,8,716
434239000,-689738,-421,8,718
434249000,-693946,-421,8,719
434259000,-698153,-421,7,715
434269000,-702360,-421,7,710
434279000,-706568,-421,7,709
434289000,-710773,-421,7,706
434299000,-714980,-421,7,694
434309000,-719187,-421,7,699
434319000,-723393,-421,7,692
434329000,-727600,-421,7,680
434339000,-731807,-421,7,699
434349000,-736015,-421,7,682
434359000,-740222,-421,7,684
434369000,-744430,-421,7,686
434379000,-748637,-421,7,685
434389000,-752844,-421,7,689
434399000,-757051,-421,7,689
434409000,-761260,-421,7,692
434419000,-765467,-421,7,698
434429000,-769674,-421,7,741
434439000,-773880,-421,7,702
434449000,-778085,-421,7,698
434459000,-782290,-421,8,700
434469000,-786498,-421,8,682
434479000,-790705,-421,8,704
434489000,-794912,-421,8,675
434499000,-799119,-421,8,682
434509000,-803328,-421,8,701
434519000,-807536,-421,8,710
434529000,-811745,-421,8,706
434539000,-815954,-421,8,707
434549000,-820162,-421,8,770
434559000,-824370,-421,8,777
434569000,-828577,-421,8,781
434579000,-832784,-421,8,810
434589000,-836990,-421,8,774
434599000,-841197,-421,8,749
434609000,-845402,-420,8,739
434619000,-849610,-421,8,752
434629000,-853816,-421,8,755
434639000,-858023,-421,8,797
434649000,-862230,-421,8,773
434659000,-866437,-421,8,765
434669000,-870640,-421,8,758
434679000,-874844,-420,8,729
434689000,-879047,-420,8,732
434699000,-883252,-421,8,760
434709000,-887456,-421,8,731
434719000,-891660,-420,8,719
434729000,-895863,-420,8,707
434739000,-900067,-420,8,733
434749000,-904269,-420,8,716
434759000,-908472,-420,9,721
434769000,-912675,-420,8,747
434779000,-916877,-420,8,745
434789000,-921079,-420,8,736
434799000,-925282,-420,8,741
434809000,-929483,-420,8,728
434819000,-933686,-420,8,738
434829000,-937889,-420,8,765
434839000,-942091,-420,8,815
434849000,-946292,-420,8,730
434859000,-950492,-420,8,730
434869000,-954692,-420,8,727
434879000,-958893,-420,8,726
434889000,-963094,-420,8,735
434899000,-967294,-420,8,727
434909000,-971494,-420,8,747
434919000,-975695,-420,8,749
434929000,-979895,-420,8,740
434939000,-984094,-420,9,715
434949000,-988292,-420,8,684
434959000,-992489,-420,8,689
434969000,-996687,-420,8,724
434979000,-885,-420,9,738
434989000,-5084,-420,9,777
434999000,-9284,-420,9,788
435009000,-13482,-420,9,787
435019000,-17678,-420,9,772
435029000,-21873,-420,9,723
435039000,-26071,-420,8,703
435049000,-30269,-420,9,742
435059000,-34467,-420,9,737
435069000,-38667,-420,9,706
435079000,-42865,-420,9,708
435089000,-47064,-420,9,704
435099000,-51262,-420,9,697
435109000,-55461,-420,9,690
435119000,-59660,-420,9,691
435129000,-63859,-420,10,693
435139000,-68054,-420,10,731
435149000,-72250,-420,10,680
435159000,-76447,-420,10,680
435169000,-80645,-420,10,691
435179000,-84842,-420,10,704
435189000,-89039,-420,10,694
435199000,-93236,-420,10,675
435209000,-97434,-420,9,718
435219000,-101631,-420,9,709
435229000,-105827,-420,9,717
435239000,-110022,-420,9,717
435249000,-114216,-419,9,724
435259000,-118410,-419,9,720
435269000,-122605,-420,9,712
435279000,-126801,-420,9,698
435289000,-130996,-419,9,710
435299000,-135192,-420,9,689
435309000,-139387,-420,9,694
435319000,-143582,-419,9,703
435329000,-147778,-420,9,693
435339000,-151974,-420,10,680
435349000,-156169,-420,10,691
435359000,-160365,-419,10,686
435369000,-164560,-420,10,702
435379000,-168756,-420,10,697
435389000,-172951,-419,10,696
435399000,-177147,-419,10,749
435409000,-181343,-419,10,738
435419000,-185539,-420,10,736
435429000,-189735,-420,10,793
435439000,-193931,-420,10,740
435449000,-198126,-419,11,760
435459000,-202321,-420,11,772
435469000,-206515,-419,11,763
435479000,-210709,-419,11,810
435489000,-214904,-419,11,727
435499000,-219099,-419,11,751
435509000,-223293,-419,11,768
435519000,-227488,-419,11,726
435529000,-231683,-419,11,731
435539000,-235879,-419,11,720
435549000,-240073,-419,10,724
435559000,-244268,-419,10,714
435569000,-248463,-419,10,686
435579000,-252658,-419,9,701
435589000,-256851,-419,9,740
435599000,-261044,-419,9,760
435609000,-265239,-419,9,763
435619000,-269432,-419,9,810
435629000,-273625,-419,10,809
435639000,-277818,-419,10,803
435649000,-282012,-419,10,725
435659000,-286205,-419,10,814
435669000,-290395,-419,10,811
435679000,-294585,-419,10,834
435689000,-298776,-419,10,840
435699000,-302968,-419,10,843
435709000,-307159,-419,10,833
435719000,-311349,-419,9,833
435729000,-315539,-419,8,830
435739000,-319729,-419,8,837
435749000,-323918,-419,8,811
435759000,-328108,-419,8,830
435769000,-332297,-419,8,833
435779000,-336485,-419,8,819
435789000,-340673,-419,8,832
435799000,-344861,-419,8,823
435809000,-349049,-419,8,831
435819000,-353237,-419,8,830
435829000,-357425,-419,8,788
435839000,-361614,-419,8,807
435849000,-365805,-419,8,820
435859000,-369996,-419,8,815
435869000,-374185,-419,8,789
435879000,-378373,-419,8,820
435889000,-382562,-419,8,825
435899000,-386752,-419,8,834
435909000,-390940,-419,8,824
435919000,-395127,-419,9,838
435929000,-399316,-419,9,831
435939000,-403506,-419,8,826
435949000,-407693,-419,8,826
435959000,-411880,-419,8,818
435969000,-416065,-419,8,823
435979000,-420251,-419,8,812
435989000,-424436,-419,8,822
435999000,-428622,-419,8,829
436009000,-432807,-419,8,823
436019000,-436994,-419,8,832
436029000,-441183,-419,8,840
436039000,-445371,-419,8,799
436049000,-449559,-419,8,801
436059000,-453746,-419,8,810
436069000,-457934,-419,9,824
436079000,-462122,-419,9,840
436089000,-466310,-419,9,838
436099000,-470497,-418,9,862
436109000,-474684,-419,9,866
436119000,-478872,-419,9,862
436129000,-483059,-418,9,879
436139000,-487244,-418,9,860
436149000,-491430,-419,9,780
436159000,-495615,-418,9,858
436169000,-499799,-419,9,849
436179000,-503984,-418,9,862
436189000,-508169,-418,9,860
436199000,-512356,-418,9,865
436209000,-516542,-419,10,846
436219000,-520726,-418,10,849
436229000,-524909,-418,10,852
436239000,-529093,-418,10,857
436249000,-533277,-418,11,840
436259000,-537462,-418,11,843
436269000,-541646,-418,11,769
436279000,-545828,-418,10,768
436289000,-550011,-418,10,774
436299000,-554192,-418,10,779
436309000,-558376,-418,10,764
436319000,-562560,-418,10,768
436329000,-566744,-418,10,778
436339000,-570927,-418,10,756
436349000,-575108,-418,10,754
436359000,-579290,-418,10,760
436369000,-583472,-418,10,733
436379000,-587655,-418,10,737
436389000,-591839,-418,10,783
436399000,-596022,-418,10,779
436409000,-600206,-418,10,745
436419000,-604390,-418,10,743
436429000,-608573,-418,10,739
436439000,-612756,-418,10,779
436449000,-616940,-418,10,817
436459000,-621123,-418,11,817
436469000,-625306,-418,11,819
436479000,-629490,-418,11,815
436489000,-633676,-418,11,815
436499000,-637860,-418,11,828
436509000,-642044,-418,11,831
436519000,-646225,-418,11,833
436529000,-650410,-418,10,831
436539000,-654594,-418,10,832
436549000,-658777,-418,10,852
436559000,-662960,-418,10,838
436569000,-667143,-418,10,834
436579000,-671325,-418,10,829
436589000,-675507,-418,10,805
436599000,-679689,-418,10,794
436609000,-683870,-418,10,797
436619000,-688052,-418,10,820
436629000,-692232,-418,9,820
436639000,-696413,-418,9,821
436649000,-700592,-418,8,806
436659000,-704773,-418,8,779
436669000,-708953,-418,8,780
436679000,-713133,-418,8,779
436689000,-717313,-418,8,786
436699000,-721494,-418,8,789
436709000,-725674,-418,8,783
436719000,-729856,-418,8,782
436729000,-734036,-418,8,782
436739000,-738216,-418,8,771
436749000,-742394,-418,8,772
436759000,-746572,-418,9,759
436769000,-750751,-418,9,776
436779000,-754930,-418,9,762
436789000,-759111,-418,9,777
436799000,-763292,-418,9,763
436809000,-767473,-418,9,782
436819000,-771651,-418,9,784
436829000,-775830,-418,9,788
436839000,-780010,-418,10,785
436849000,-784191,-418,10,775
436859000,-788373,-418,10,776
436869000,-792553,-418,10,791
436879000,-796734,-418,10,779
436889000,-800914,-418,10,792
436899000,-805098,-418,11,797
436909000,-809279,-418,11,784
436919000,-813460,-418,11,781
436929000,-817641,-418,11,770
436939000,-821823,-418,11,791
436949000,-826003,-418,11,789
436959000,-830184,-418,11,789
436969000,-834365,-418,11,816
436979000,-838547,-418,11,836
436989000,-842728,-418,12,824
436999000,-846908,-418,12,833
437009000,-851088,-418,12,809
437019000,-855269,-418,12,822
437029000,-859448,-418,12,826
437039000,-863627,-418,12,844
437049000,-867807,-418,12,852
437059000,-871988,-418,12,841
437069000,-876167,-418,12,846
437079000,-880346,-418,12,845
437089000,-884525,-418,12,826
437099000,-888701,-417,12,824
437109000,-892878,-418,12,778
437119000,-897054,-418,12,832
437129000,-901230,-418,12,814
437139000,-905405,-418,11,735
437149000,-909580,-418,11,740
437159000,-913755,-418,11,695
437169000,-917931,-418,11,755
437179000,-922108,-418,11,743
437189000,-926284,-418,11,790
437199000,-930459,-418,11,768
437209000,-934636,-417,11,805
437219000,-938811,-418,12,802
437229000,-942988,-418,12,812
437239000,-947164,-418,12,836
437249000,-951339,-418,12,884
437259000,-955515,-418,12,844
437269000,-959690,-417,13,892
437279000,-963865,-417,13,794
437289000,-968040,-418,13,930
437299000,-972215,-418,13,804
437309000,-976390,-418,13,802
437319000,-980565,-418,13,806
437329000,-984741,-417,13,926
437339000,-988915,-417,13,835
437349000,-993088,-417,13,788
437359000,-997262,-417,13,923
437369000,-1437,-417,13,830
437379000,-5608,-417,13,804
437389000,-9781,-417,12,759
437399000,-13955,-417,12,904
437409000,-18131,-417,12,908
437419000,-22305,-417,12,891
437429000,-26478,-417,12,892
437439000,-30650,-417,11,889
437449000,-34826,-417,11,825
437459000,-39000,-417,11,813
437469000,-43173,-417,11,705
437479000,-47344,-417,11,783
437489000,-51515,-417,11,813
437499000,-55686,-417,11,701
437509000,-59856,-417,11,797
437519000,-64027,-417,10,794
437529000,-68197,-417,10,801
437539000,-72366,-417,10,798
437549000,-76535,-417,10,802
437559000,-80703,-417,10,811
437569000,-84874,-417,11,824
437579000,-89043,-417,11,814
437589000,-93213,-417,11,773
437599000,-97383,-417,11,751
437609000,-101552,-417,11,854
437619000,-105721,-417,11,865
437629000,-109890,-417,12,888
437639000,-114061,-417,12,889
437649000,-118230,-417,12,880
437659000,-122398,-417,13,885
437669000,-126565,-417,13,914
437679000,-130732,-417,13,920
437689000,-134901,-417,13,973
437699000,-139070,-417,13,991
437709000,-143237,-417,14,1005
437719000,-147402,-417,14,1029
437729000,-151568,-417,14,1047
437739000,-155734,-417,14,1030
437749000,-159899,-417,15,1061
437759000,-164066,-417,15,1030
437769000,-168230,-417,15,1035
437779000,-172394,-417,14,943
437789000,-176559,-417,14,842
437799000,-180725,-417,13,843
437809000,-184889,-417,13,843
437819000,-189052,-417,13,840
437829000,-193217,-417,13,821
437839000,-197385,-417,13,767
437849000,-201554,-417,13,753
437859000,-205723,-417,13,731
437869000,-209893,-417,12,730
437879000,-214064,-417,12,748
437889000,-218233,-417,12,714
437899000,-222405,-417,12,745
437909000,-226577,-417,12,750
437919000,-230747,-417,12,703
437929000,-234920,-417,11,746
437939000,-239089,-417,11,737
437949000,-243256,-417,11,761
437959000,-247420,-417,10,719
437969000,-251585,-417,10,711
437979000,-255751,-416,10,754
437989000,-259915,-416,10,764
437999000,-264081,-416,10,796
438009000,-268247,-417,10,794
438019000,-272414,-417,10,811
438029000,-276580,-417,10,747
438039000,-280746,-417,10,751
438049000,-284911,-417,10,799
438059000,-289075,-417,10,804
438069000,-293239,-417,11,809
438079000,-297402,-416,11,816
438089000,-301565,-416,11,783
438099000,-305731,-416,12,775
438109000,-309895,-416,12,765
438119000,-314060,-417,12,750
438129000,-318224,-416,12,764
438139000,-322388,-416,12,736
438149000,-326551,-416,12,756
438159000,-330714,-416,12,755
438169000,-334877,-416,12,736
438179000,-339041,-417,12,736
438189000,-343205,-416,12,728
438199000,-347367,-416,12,747
438209000,-351532,-416,12,739
438219000,-355697,-416,11,697
438229000,-359860,-416,11,731
438239000,-364022,-416,11,682
438249000,-368182,-416,11,682
438259000,-372343,-416,11,687
438269000,-376504,-416,11,723
438279000,-380666,-416,11,691
438289000,-384828,-416,11,706
438299000,-388991,-416,11,706
438309000,-393153,-416,11,731
438319000,-397314,-416,11,738
438329000,-401476,-416,10,698
438339000,-405640,-416,10,672
438349000,-409802,-416,10,693
438359000,-413964,-416,10,693
438369000,-418126,-416,10,694
438379000,-422288,-416,10,694
438389000,-426451,-416,10,692
438399000,-430613,-416,10,684
438409000,-434774,-416,9,688
438419000,-438935,-416,9,688
438429000,-443095,-416,9,690
438439000,-447255,-416,9,692
438449000,-451414,-416,9,694
438459000,-455573,-416,9,692
438469000,-459733,-416,9,673
438479000,-463895,-416,9,793
438489000,-468055,-416,9,860
438499000,-472216,-416,10,889
438509000,-476379,-416,10,892
438519000,-480542,-416,10,889
438529000,-484703,-416,10,936
438539000,-488865,-416,11,933
438549000,-493024,-416,11,807
438559000,-497186,-416,10,817
438569000,-501345,-416,10,822
438579000,-505505,-416,10,781
438589000,-509664,-416,10,809
438599000,-513824,-416,10,822
438609000,-517983,-416,10,781
438619000,-522142,-416,10,780
438629000,-526300,-416,10,776
438639000,-530459,-416,10,844
438649000,-534618,-416,11,844
438659000,-538776,-416,11,936
438669000,-542934,-416,11,891
438679000,-547092,-416,11,966
438689000,-551251,-416,11,945
438699000,-555409,-416,11,851
438709000,-559568,-416,11,852
438719000,-563728,-416,11,941
438729000,-567889,-416,12,973
438739000,-572048,-416,12,873
438749000,-576209,-416,12,995
438759000,-580366,-416,13,934
438769000,-584524,-416,13,880
438779000,-588682,-416,12,860
438789000,-592841,-416,12,981
438799000,-596998,-416,12,847
438809000,-601157,-416,12,872
438819000,-605316,-416,12,839
438829000,-609475,-416,12,845
438839000,-613633,-416,12,843
438849000,-617791,-416,12,923
438859000,-621948,-416,12,929
438869000,-626103,-416,12,855
438879000,-630257,-416,12,997
438889000,-634412,-416,13,956
438899000,-638567,-415,12,947
438909000,-642722,-416,12,967
438919000,-646877,-416,13,912
438929000,-651032,-415,13,1071
438939000,-655186,-416,14,985
438949000,-659342,-415,14,930
438959000,-663497,-415,14,925
438969000,-667653,-416,14,908
438979000,-671809,-415,14,900
438989000,-675964,-416,14,903
438999000,-680116,-415,14,884
439009000,-684269,-415,14,870
439019000,-688422,-415,14,888
439029000,-692575,-415,14,899
439039000,-696729,-415,14,882
439049000,-700883,-416,14,872
439059000,-705038,-415,14,873
439069000,-709192,-415,13,881
439079000,-713344,-415,12,884
439089000,-717496,-415,11,881
439099000,-721649,-415,11,868
439109000,-725803,-415,11,842
439119000,-729955,-415,10,855
439129000,-734109,-415,10,871
439139000,-738261,-415,10,881
439149000,-742414,-415,10,985
439159000,-746566,-415,11,994
439169000,-750717,-415,11,989
439179000,-754870,-415,11,987
439189000,-759024,-415,11,1000
439199000,-763176,-415,12,1023
439209000,-767329,-415,13,1022
439219000,-771481,-415,13,904
439229000,-775633,-415,13,963
439239000,-779784,-415,13,964
439249000,-783935,-415,14,955
439259000,-788085,-415,14,943
439269000,-792234,-415,14,938
439279000,-796383,-415,13,931
439289000,-800533,-415,13,934
439299000,-804683,-415,13,834
439309000,-808834,-415,13,886
439319000,-812984,-415,12,928
439329000,-817134,-415,12,932
439339000,-821282,-415,11,947
439349000,-825428,-415,11,942
439359000,-829575,-415,11,884
439369000,-833722,-415,11,870
439379000,-837868,-415,10,869
439389000,-842015,-415,10,874
439399000,-846161,-415,10,873
439409000,-850307,-415,10,891
439419000,-854455,-415,10,890
439429000,-858604,-415,10,890
439439000,-862752,-415,10,879
439449000,-866899,-415,10,866
439459000,-871046,-415,10,864
439469000,-875190,-415,10,866
439479000,-879335,-415,10,859
439489000,-883482,-414,10,857
439499000,-887629,-414,9,852
439509000,-891776,-415,9,838
439519000,-895922,-415,9,787
439529000,-900067,-414,9,848
439539000,-904212,-414,9,795
439549000,-908358,-414,9,849
439559000,-912504,-414,9,864
439569000,-916647,-414,10,864
439579000,-920792,-414,10,864
439589000,-924935,-414,10,854
439599000,-929075,-414,10,868
439609000,-933217,-414,9,889
439619000,-937359,-414,9,942
439629000,-941502,-414,10,944
439639000,-945647,-415,10,926
439649000,-949792,-414,9,858
439659000,-953936,-414,9,842
439669000,-958079,-414,9,910
439679000,-962221,-414,9,923
439689000,-966364,-414,9,906
439699000,-970508,-414,10,910
439709000,-974652,-414,10,907
439719000,-978796,-414,10,901
439729000,-982941,-414,9,902
439739000,-987084,-414,9,889
439749000,-991227,-414,9,899
439759000,-995369,-414,9,906
439769000,-999511,-414,9,901
439779000,-3653,-414,10,895
439789000,-7794,-414,10,900
439799000,-11935,-414,9,834
439809000,-16077,-414,9,827
439819000,-20220,-414,10,822
439829000,-24360,-414,10,836
439839000,-28497,-414,10,839
439849000,-32637,-414,10,843
439859000,-36776,-414,11,830
439869000,-40916,-414,11,820
439879000,-45056,-414,11,874
439889000,-49197,-414,11,809
439899000,-53336,-414,11,828
439909000,-57477,-414,11,895
439919000,-61617,-414,11,893
439929000,-65757,-414,11,884
439939000,-69899,-414,10,824
439949000,-74045,-414,9,817
439959000,-78186,-414,9,813
439969000,-82327,-414,9,879
439979000,-86465,-414,8,818
439989000,-90603,-414,9,813
439999000,-94740,-414,9,809
440009000,-98876,-414,8,816
440019000,-103008,-413,8,876
440029000,-107140,-414,8,890
440039000,-111275,-414,9,897
440049000,-115412,-414,9,901
440059000,-119550,-414,9,838
440069000,-123690,-414,9,846
440079000,-127829,-414,9,840
440089000,-131967,-414,9,829
440099000,-136104,-414,9,827
440109000,-140240,-414,8,812
440119000,-144375,-414,8,870
440129000,-148510,-414,8,901
440139000,-152645,-413,9,891
440149000,-156781,-414,9,885
440159000,-160921,-414,9,811
440169000,-165061,-414,9,876
440179000,-169200,-414,9,869
440189000,-173336,-413,9,873
440199000,-177472,-414,9,875
440209000,-181606,-414,9,877
440219000,-185741,-414,9,878
440229000,-189876,-413,9,865
440239000,-194009,-413,9,866
440249000,-198141,-413,9,770
440259000,-202274,-413,8,781
440269000,-206410,-413,8,785
440279000,-210545,-413,8,780
440289000,-214680,-413,8,887
440299000,-218813,-413,9,884
440309000,-222947,-413,8,879
440319000,-227081,-413,8,870
440329000,-231214,-413,8,864
440339000,-235347,-413,8,861
440349000,-239480,-413,8,843
440359000,-243614,-413,8,851
440369000,-247748,-413,8,849
440379000,-251882,-413,8,848
440389000,-256015,-413,8,834
440399000,-260147,-413,8,847
440409000,-264278,-413,8,838
440419000,-268409,-413,8,781
440429000,-272538,-413,8,788
440439000,-276670,-413,8,788
440449000,-280802,-413,8,720
440459000,-284935,-413,8,694
440469000,-289067,-413,8,700
440479000,-293198,-413,9,695
440489000,-297329,-413,9,693
440499000,-301460,-413,9,702
440509000,-305590,-413,9,698
440519000,-309721,-413,9,714
440529000,-313851,-413,10,712
440539000,-317979,-413,9,715
440549000,-322106,-413,9,713
440559000,-326235,-413,9,722
440569000,-330363,-413,9,729
440579000,-334490,-413,9,735
440589000,-338618,-413,9,745
440599000,-342747,-413,9,790
440609000,-346874,-413,9,815
440619000,-351001,-413,9,822
440629000,-355130,-413,9,816
440639000,-359259,-413,10,822
440649000,-363387,-413,10,823
440659000,-367517,-413,10,832
440669000,-371648,-413,11,845
440679000,-375777,-413,11,853
440689000,-379907,-413,11,853
440699000,-384036,-413,12,840
440709000,-388165,-413,12,835
440719000,-392294,-413,12,824
440729000,-396422,-413,12,833
440739000,-400550,-413,13,827
440749000,-404679,-413,13,814
440759000,-408808,-413,13,822
440769000,-412936,-413,12,750
440779000,-417064,-413,12,738
440789000,-421193,-413,12,809
440799000,-425321,-413,12,825
440809000,-429448,-413,12,746
440819000,-433575,-413,11,743
440829000,-437703,-413,11,736
440839000,-441831,-413,11,735
440849000,-445960,-413,11,824
440859000,-450088,-413,11,737
440869000,-454218,-413,11,792
440879000,-458348,-413,11,801
440889000,-462478,-413,11,806
440899000,-466607,-413,11,808
440909000,-470737,-413,11,821
440919000,-474866,-413,11,820
440929000,-478995,-413,11,739
440939000,-483123,-413,11,748
440949000,-487247,-413,10,688
440959000,-491372,-413,10,744
440969000,-495499,-413,10,746
440979000,-499627,-413,10,752
440989000,-503756,-413,9,790
440999000,-507884,-413,10,825
441009000,-512009,-413,10,767
441019000,-516134,-413,10,713
441029000,-520259,-412,10,709
441039000,-524383,-412,10,765
441049000,-528507,-413,11,720
441059000,-532632,-412,11,726
