epoch,constellation,prn,sat_id,C1,C2,C5,C7,C8,D1,D2,D5,D7# /,D8,L1,L1_LLI,L1_SSI,L2,L2_LLI,L2_SSI,L5,L7,L8,P2,S1,S2# /,S5,S7,S8
2025-09-30 04:48:30,R,13,R13,22970358.460,,,,,4006.152,,,,,122660441.496,,6,,,,,,,,36.400,,,,
2025-09-30 04:48:30,R,21,R21,22617480.440,22617480.380,,,,-3618.309,-2814.242,,,,121030785.550,,7,94135088.155,,7,,,,22617480.640,43.800,43.850,,,
2025-09-30 04:48:30,R,22,R22,19432836.240,19432835.560,,,,-887.816,-690.523,,,,103733845.363,,9,80681913.808,,8,,,,19432835.320,55.300,52.200,,,
2025-09-30 04:48:30,R,23,R23,20785968.240,,,,,2001.925,,,,,111190953.553,,8,,,,,,,,49.550,,,,
2025-09-30 04:49:00,R,11,R11,20239588.400,20239588.140,,,,-2425.597,-1886.576,,,,108154255.050,,8,84120037.961,,8,,,,20239588.240,53.100,52.100,,,
2025-09-30 04:49:00,R,12,R12,19617676.740,19617677.420,,,,1904.513,1481.286,,,,104794149.478,,9,81506557.660,,8,,,,19617677.400,55.350,53.850,,,
2025-09-30 04:49:00,R,13,R13,22947861.820,,,,,4002.673,,,,,122540311.265,,6,,,,,,,,38.450,,,,
2025-09-30 04:49:00,R,21,R21,22637768.660,22637768.620,,,,-3618.865,-2814.674,,,,121139351.834,,7,94219528.570,,7,,,,22637768.900,44.300,43.650,,,
2025-09-30 04:49:00,R,22,R22,19437876.200,19437875.540,,,,-905.355,-704.165,,,,103760748.878,,9,80702838.717,,8,,,,19437875.300,55.000,52.200,,,
2025-09-30 04:49:00,R,23,R23,20774790.480,,,,,1984.605,,,,,111131159.914,,8,,,,,,,,49.150,,,,
2025-09-30 04:49:30,R,11,R11,20253264.060,20253263.820,,,,-2446.115,-1902.536,,,,108227333.467,,8,84176876.687,,8,,,,20253263.900,52.700,51.950,,,
2025-09-30 04:49:30,R,12,R12,19607036.920,19607037.600,,,,1884.608,1465.805,,,,104737313.333,,9,81462351.738,,8,,,,19607037.580,55.200,53.700,,,
2025-09-30 04:49:30,R,13,R13,22925385.280,,,,,3999.026,,,,,122420287.072,,6,,,,,,,,40.100,,,,
2025-09-30 04:49:30,R,21,R21,22658059.980,22658059.920,,,,-3619.978,-2815.537,,,,121247934.548,,7,94303981.765,,7,,,,22658060.220,43.700,43.650,,,
2025-09-30 04:49:30,R,22,R22,19443014.960,19443014.320,,,,-923.247,-718.080,,,,103788179.891,,9,80724173.932,,8,,,,19443014.080,55.200,51.900,,,
2025-09-30 04:49:30,R,23,R23,20763711.240,,,,,1966.592,,,,,111071893.534,,8,,,,,,,,49.050,,,,
2025-09-30 04:50:00,R,11,R11,20267050.020,20267049.800,,,,-2465.671,-1917.744,,,,108301001.327,,8,84234173.874,,8,,,,20267049.880,52.950,51.450,,,
2025-09-30 04:50:00,R,12,R12,19596504.560,19596505.240,,,,1865.474,1450.923,,,,104681051.223,,9,81418592.297,,8,,,,19596505.240,54.800,53.300,,,
2025-09-30 04:50:00,R,13,R13,22902927.220,,,,,3995.742,,,,,122300360.445,,6,,,,,,,,40.150,,,,
2025-09-30 04:50:00,R,21,R21,22678351.580,22678351.520,,,,-3619.830,-2815.425,,,,121356518.875,,7,94388436.225,,7,,,,22678351.840,42.450,43.950,,,
2025-09-30 04:50:00,R,22,R22,19448249.840,19448249.200,,,,-940.280,-731.329,,,,103816124.111,,9,80745908.338,,8,,,,19448248.960,55.400,51.700,,,
2025-09-30 04:50:00,R,23,R23,20752728.440,,,,,1949.464,,,,,111013143.181,,8,,,,,,,,49.600,,,,
2025-09-30 04:50:30,R,11,R11,20280946.320,20280946.140,,,,-2485.163,-1932.904,,,,108375258.868,,8,84291929.698,,8,,,,20280946.200,52.600,51.400,,,
2025-09-30 04:50:30,R,12,R12,19586080.660,19586081.340,,,,1846.218,1435.947,,,,104625368.518,,9,81375283.512,,8,,,,19586081.340,54.500,53.600,,,
2025-09-30 04:50:30,R,13,R13,22880488.520,,,,,3992.388,,,,,122180536.937,,6,,,,,,,,39.600,,,,
2025-09-30 04:50:30,R,21,R21,22698643.420,22698643.340,,,,-3619.681,-2815.307,,,,121465104.484,,7,94472891.699,,7,,,,22698643.680,42.700,44.950,,,
2025-09-30 04:50:30,R,22,R22,19453580.660,19453580.020,,,,-957.173,-744.467,,,,103844580.371,,9,80768040.985,,8,,,,19453579.780,55.550,52.250,,,
2025-09-30 04:50:30,R,23,R23,20741842.480,,,,,1932.267,,,,,110954910.697,,7,,,,,,,,47.650,,,,
2025-09-30 04:51:00,R,11,R11,20294953.060,20294952.880,,,,-2504.688,-1948.092,,,,108450106.517,,8,84350144.501,,8,,,,20294952.940,53.000,51.350,,,
2025-09-30 04:51:00,R,12,R12,19575766.300,19575766.980,,,,1826.828,1420.867,,,,104570271.197,,9,81332430.063,,8,,,,19575766.980,55.150,53.650,,,
2025-09-30 04:51:00,R,13,R13,22858070.120,,,,,3988.714,,,,,122060822.365,,6,,,,,,,,38.750,,,,
2025-09-30 04:51:00,R,21,R21,22718935.420,22718935.380,,,,-3619.705,-2815.328,,,,121573690.791,,7,94557347.682,,7,,,,22718935.720,42.600,44.800,,,
2025-09-30 04:51:00,R,22,R22,19459007.420,19459006.760,,,,-974.057,-757.602,,,,103873548.622,,9,80790571.838,,8,,,,19459006.540,55.350,52.100,,,
2025-09-30 04:51:00,R,23,R23,20731053.880,,,,,1915.100,,,,,110897199.371,,8,,,,,,,,48.650,,,,
2025-09-30 04:51:30,R,11,R11,20309070.100,20309069.940,,,,-2524.392,-1963.417,,,,108525543.589,,8,84408817.737,,8,,,,20309070.000,52.800,51.750,,,
2025-09-30 04:51:30,R,12,R12,19565562.320,19565563.000,,,,1807.114,1405.534,,,,104515763.432,,9,81290035.147,,8,,,,19565563.000,55.300,53.900,,,
2025-09-30 04:51:30,R,13,R13,22835672.760,,,,,3984.859,,,,,121941220.775,,6,,,,,,,,38.900,,,,
2025-09-30 04:51:30,R,21,R21,22739227.240,22739227.260,,,,-3619.620,-2815.262,,,,121682276.197,,7,94641802.971,,7,,,,22739227.600,42.000,45.350,,,
2025-09-30 04:51:30,R,22,R22,19464529.680,19464529.040,,,,-991.058,-770.824,,,,103903026.727,,9,80813499.224,,8,,,,19464528.800,54.600,52.250,,,
2025-09-30 04:51:30,R,23,R23,20720362.800,,,,,1897.645,,,,,110840009.808,,7,,,,,,,,47.500,,,,
2025-09-30 04:52:00,R,11,R11,20323297.260,20323297.100,,,,-2543.937,-1978.618,,,,108601569.018,,8,84467948.591,,8,,,,20323297.160,53.200,51.200,,,
2025-09-30 04:52:00,R,12,R12,19555469.400,19555470.080,,,,1787.271,1390.101,,,,104461849.070,,9,81248101.809,,8,,,,19555470.080,54.850,53.600,,,
2025-09-30 04:52:00,R,13,R13,22813297.340,,,,,3980.637,,,,,121821736.845,,6,,,,,,,,38.900,,,,
2025-09-30 04:52:00,R,21,R21,22759518.480,22759518.540,,,,-3619.394,-2815.085,,,,121790858.354,,6,94726255.714,,7,,,,22759518.900,41.350,43.700,,,
2025-09-30 04:52:00,R,22,R22,19470147.040,19470146.400,,,,-1007.874,-783.899,,,,103933012.875,,9,80836821.832,,8,,,,19470146.180,55.000,51.550,,,
2025-09-30 04:52:00,R,23,R23,20709769.420,,,,,1880.344,,,,,110783343.178,,8,,,,,,,,48.250,,,,
2025-09-30 04:52:30,R,11,R11,20337633.560,20337633.400,,,,-2563.655,-1993.955,,,,108678177.696,,8,84527533.085,,8,,,,20337633.460,52.950,51.750,,,
2025-09-30 04:52:30,R,12,R12,19545487.660,19545488.340,,,,1767.085,1374.399,,,,104408528.599,,9,81206630.371,,8,,,,19545488.340,54.300,53.600,,,
2025-09-30 04:52:30,R,13,R13,22790943.740,,,,,3976.338,,,,,121702370.859,,6,,,,,,,,38.550,,,,
2025-09-30 04:52:30,R,21,R21,22779808.040,22779808.100,,,,-3619.279,-2814.995,,,,121899431.720,,7,94810701.684,,7,,,,22779808.480,42.700,43.350,,,
2025-09-30 04:52:30,R,22,R22,19475858.520,19475857.880,,,,-1024.896,-797.144,,,,103963501.005,,9,80860534.786,,8,,,,19475857.660,55.300,51.800,,,
2025-09-30 04:52:30,R,23,R23,20699273.300,,,,,1862.540,,,,,110727196.463,,8,,,,,,,,48.100,,,,
2025-09-30 04:53:00,R,11,R11,20352079.240,20352079.080,,,,-2582.778,-2008.829,,,,108755370.846,,8,84587572.149,,8,,,,20352079.140,53.000,51.200,,,
2025-09-30 04:53:00,R,12,R12,19535618.200,19535618.900,,,,1747.429,1359.108,,,,104355807.761,,9,81165625.259,,8,,,,19535618.900,54.850,53.050,,,
2025-09-30 04:53:00,R,13,R13,22768613.460,,,,,3972.703,,,,,121583129.638,,6,,,,,,,,39.800,,,,
2025-09-30 04:53:00,R,21,R21,22800096.020,22800096.100,,,,-3618.491,-2814.382,,,,122007996.571,,7,94895140.977,,7,,,,22800096.460,42.850,43.150,,,
2025-09-30 04:53:00,R,22,R22,19481664.100,19481663.440,,,,-1041.238,-809.851,,,,103994491.590,,9,80884638.593,,8,,,,19481663.220,55.000,51.700,,,
2025-09-30 04:53:00,R,23,R23,20688874.980,,,,,1845.461,,,,,110671572.610,,8,,,,,,,,48.550,,,,
2025-09-30 04:53:30,R,11,R11,20366633.560,20366633.400,,,,-2601.986,-2023.769,,,,108833144.478,,8,84648062.709,,8,,,,20366633.460,52.850,51.050,,,
2025-09-30 04:53:30,R,12,R12,19525861.300,19525862.000,,,,1727.338,1343.486,,,,104303688.171,,9,81125087.790,,8,,,,19525861.980,55.550,53.350,,,
2025-09-30 04:53:30,R,13,R13,22746306.900,,,,,3968.590,,,,,121464014.519,,6,,,,,,,,39.550,,,,
2025-09-30 04:53:30,R,21,R21,22820381.620,22820381.680,,,,-3618.185,-2814.146,,,,122116548.519,,6,94979570.207,,7,,,,22820382.040,41.900,42.450,,,
2025-09-30 04:53:30,R,22,R22,19487562.820,19487562.180,,,,-1057.816,-822.744,,,,104025979.358,,9,80909129.065,,8,,,,19487561.960,54.350,51.900,,,
2025-09-30 04:53:30,R,23,R23,20678574.100,,,,,1828.026,,,,,110616469.992,,8,,,,,,,,49.100,,,,
2025-09-30 04:54:00,R,11,R11,20381296.800,20381296.660,,,,-2621.887,-2039.246,,,,108911500.219,,8,84709006.015,,8,,,,20381296.700,52.850,51.300,,,
2025-09-30 04:54:00,R,12,R12,19516218.300,19516219.000,,,,1706.574,1327.332,,,,104252176.849,,9,81085023.412,,8,,,,19516218.980,55.400,53.850,,,
2025-09-30 04:54:00,R,13,R13,22724025.360,,,,,3963.254,,,,,121345033.001,,6,,,,,,,,38.500,,,,
2025-09-30 04:54:00,R,21,R21,22840664.900,22840664.920,,,,-3618.069,-2814.053,,,,122225088.514,,6,95063990.208,,7,,,,22840665.260,39.600,43.700,,,
2025-09-30 04:54:00,R,22,R22,19493554.880,19493554.260,,,,-1074.733,-835.905,,,,104057965.333,,9,80934007.012,,8,,,,19493554.040,54.600,51.950,,,
2025-09-30 04:54:00,R,23,R23,20668371.420,,,,,1810.280,,,,,110561892.341,,8,,,,,,,,49.200,,,,
2025-09-30 04:54:30,R,11,R11,20396067.900,20396067.760,,,,-2640.563,-2053.772,,,,108990432.320,,8,84770397.605,,8,,,,20396067.820,53.000,51.100,,,
2025-09-30 04:54:30,R,12,R12,19506689.020,19506689.720,,,,1686.632,1311.827,,,,104201273.239,,9,81045431.741,,8,,,,19506689.680,54.850,53.700,,,
2025-09-30 04:54:30,R,13,R13,22701768.600,,,,,3959.412,,,,,121226184.338,,6,,,,,,,,39.600,,,,
2025-09-30 04:54:30,R,21,R21,22860944.700,22860944.760,,,,-3616.867,-2813.119,,,,122333610.000,,6,95148395.760,,7,,,,22860945.120,40.350,44.300,,,
2025-09-30 04:54:30,R,22,R22,19499639.020,19499638.420,,,,-1090.729,-848.345,,,,104090442.889,,9,80959267.327,,8,,,,19499638.180,55.300,51.650,,,
2025-09-30 04:54:30,R,23,R23,20658266.120,,,,,1793.292,,,,,110507835.808,,8,,,,,,,,49.900,,,,
2025-09-30 04:55:00,R,11,R11,20410946.260,20410946.140,,,,-2659.617,-2068.592,,,,109069937.612,,8,84832235.009,,8,,,,20410946.200,53.000,50.800,,,
2025-09-30 04:55:00,R,12,R12,19497273.840,19497274.540,,,,1666.302,1296.010,,,,104150978.789,,9,81006313.793,,8,,,,19497274.500,54.800,53.100,,,
2025-09-30 04:55:00,R,13,R13,22679537.300,,,,,3954.808,,,,,121107470.708,,6,,,,,,,,40.950,,,,
2025-09-30 04:55:00,R,21,R21,22881220.260,22881220.420,,,,-3616.123,-2812.543,,,,122442108.930,,7,95232783.794,,7,,,,22881220.760,42.250,44.350,,,
2025-09-30 04:55:00,R,22,R22,19505814.480,19505813.860,,,,-1106.866,-860.892,,,,104123408.082,,9,80984906.971,,8,,,,19505813.620,55.150,51.300,,,
2025-09-30 04:55:00,R,23,R23,20648258.040,,,,,1775.992,,,,,110454299.190,,8,,,,,,,,49.250,,,,
2025-09-30 04:55:30,R,11,R11,20425931.620,20425931.500,,,,-2679.357,-2083.945,,,,109150014.635,,8,84894517.099,,8,,,,20425931.540,53.400,50.750,,,
2025-09-30 04:55:30,R,12,R12,19487973.500,19487974.200,,,,1645.128,1279.541,,,,104101297.874,,9,80967673.034,,8,,,,19487974.160,55.050,53.100,,,
2025-09-30 04:55:30,R,13,R13,22657332.520,,,,,3949.497,,,,,120988897.242,,6,,,,,,,,40.250,,,,
2025-09-30 04:55:30,R,21,R21,22901491.340,22901491.600,,,,-3616.050,-2812.483,,,,122550583.986,,7,95317153.294,,7,,,,22901491.940,42.200,43.650,,,
2025-09-30 04:55:30,R,22,R22,19512080.920,19512080.280,,,,-1123.738,-874.016,,,,104156859.012,,9,81010924.424,,8,,,,19512080.060,54.600,51.550,,,
2025-09-30 04:55:30,R,23,R23,20638347.300,,,,,1757.794,,,,,110401283.467,,8,,,,,,,,49.850,,,,
2025-09-30 04:56:00,R,11,R11,20441024.620,20441024.500,,,,-2697.853,-2098.331,,,,109230666.893,,8,84957246.591,,8,,,,20441024.560,53.600,51.100,,,
2025-09-30 04:56:00,R,12,R12,19478789.580,19478790.300,,,,1624.993,1263.883,,,,104052238.899,,9,80929516.014,,8,,,,19478790.240,55.250,53.350,,,
2025-09-30 04:56:00,R,13,R13,22635155.640,,,,,3945.246,,,,,120870472.343,,6,,,,,,,,40.150,,,,
2025-09-30 04:56:00,R,21,R21,22921758.480,22921758.800,,,,-3614.722,-2811.451,,,,122659037.730,,7,95401506.207,,7,,,,22921759.140,42.750,42.900,,,
2025-09-30 04:56:00,R,22,R22,19518438.720,19518438.100,,,,-1139.256,-886.085,,,,104190797.378,,9,81037320.916,,8,,,,19518437.860,54.750,51.900,,,
2025-09-30 04:56:00,R,23,R23,20628534.860,,,,,1741.026,,,,,110348793.719,,8,,,,,,,,49.400,,,,
2025-09-30 04:56:30,R,11,R11,20456224.160,20456224.040,,,,-2717.161,-2113.349,,,,109311888.410,,8,85020418.834,,8,,,,20456224.100,53.400,50.950,,,
2025-09-30 04:56:30,R,12,R12,19469721.900,19469722.600,,,,1604.014,1247.564,,,,104003800.796,,9,80891841.906,,8,,,,19469722.560,54.800,53.750,,,
2025-09-30 04:56:30,R,13,R13,22613006.320,,,,,3939.743,,,,,120752196.058,,6,,,,,,,,40.100,,,,
2025-09-30 04:56:30,R,21,R21,22942020.340,22942020.740,,,,-3613.897,-2810.809,,,,122767463.253,,7,95485837.168,,7,,,,22942021.040,43.100,43.250,,,
2025-09-30 04:56:30,R,22,R22,19524886.580,19524885.940,,,,-1155.578,-898.777,,,,104225216.610,,9,81064091.469,,8,,,,19524885.720,55.250,52.100,,,
2025-09-30 04:56:30,R,23,R23,20618819.980,,,,,1723.268,,,,,110296825.694,,8,,,,,,,,48.800,,,,
2025-09-30 04:57:00,R,11,R11,20471529.860,20471529.740,,,,-2735.330,-2127.480,,,,109393677.214,,8,85084032.311,,8,,,,20471529.800,53.000,51.100,,,
2025-09-30 04:57:00,R,12,R12,19460771.200,19460771.880,,,,1583.685,1231.754,,,,103955987.643,,9,80854653.890,,8,,,,19460771.840,54.450,53.750,,,
2025-09-30 04:57:00,R,13,R13,22590885.300,,,,,3935.432,,,,,120634072.138,,6,,,,,,,,40.250,,,,
2025-09-30 04:57:00,R,21,R21,22962276.660,22962277.080,,,,-3612.372,-2809.623,,,,122875858.988,,7,95570144.981,,7,,,,22962277.380,43.300,43.000,,,
2025-09-30 04:57:00,R,22,R22,19531424.140,19531423.520,,,,-1170.824,-910.643,,,,104260114.407,,9,81091234.165,,8,,,,19531423.320,55.400,52.000,,,
2025-09-30 04:57:00,R,23,R23,20609202.740,,,,,1706.542,,,,,110245380.245,,8,,,,,,,,48.950,,,,
2025-09-30 04:57:30,R,11,R11,20486940.940,20486940.840,,,,-2754.463,-2142.361,,,,109476029.118,,8,85148083.731,,8,,,,20486940.900,52.250,51.350,,,
2025-09-30 04:57:30,R,12,R12,19451937.600,19451938.300,,,,1562.466,1215.248,,,,103908800.062,,9,80817952.416,,8,,,,19451938.240,54.600,53.300,,,
2025-09-30 04:57:30,R,13,R13,22568793.220,,,,,3929.796,,,,,120516101.981,,6,,,,,,,,40.850,,,,
2025-09-30 04:57:30,R,21,R21,22982526.540,22982526.960,,,,-3611.564,-2808.996,,,,122984220.186,,7,95654425.923,,7,,,,22982527.240,42.650,43.000,,,
2025-09-30 04:57:30,R,22,R22,19538050.400,19538049.800,,,,-1186.939,-923.174,,,,104295485.521,,9,81118744.948,,8,,,,19538049.600,55.000,51.450,,,
2025-09-30 04:57:30,R,23,R23,20599682.760,,,,,1688.825,,,,,110194455.036,,8,,,,,,,,48.150,,,,
2025-09-30 04:58:00,R,11,R11,20502457.380,20502457.300,,,,-2773.096,-2156.853,,,,109558944.100,,8,85212573.115,,8,,,,20502457.360,52.550,51.100,,,
2025-09-30 04:58:00,R,12,R12,19443222.080,19443222.800,,,,1541.476,1198.922,,,,103862243.102,,9,80781741.372,,8,,,,19443222.760,55.000,53.250,,,
2025-09-30 04:58:00,R,13,R13,22546731.260,,,,,3924.289,,,,,120398291.720,,6,,,,,,,,40.400,,,,
2025-09-30 04:58:00,R,21,R21,23002769.840,23002770.240,,,,-3610.074,-2807.837,,,,123092546.125,,7,95738679.438,,7,,,,23002770.500,43.050,42.150,,,
2025-09-30 04:58:00,R,22,R22,19544765.180,19544764.580,,,,-1202.540,-935.308,,,,104331329.339,,9,81146623.455,,8,,,,19544764.380,54.650,51.700,,,
2025-09-30 04:58:00,R,23,R23,20590260.320,,,,,1671.518,,,,,110144051.715,,8,,,,,,,,49.200,,,,
2025-09-30 04:58:30,R,11,R11,20518078.680,20518078.600,,,,-2791.655,-2171.289,,,,109642419.340,,8,85277498.259,,8,,,,20518078.660,52.000,51.350,,,
2025-09-30 04:58:30,R,12,R12,19434625.080,19434625.800,,,,1520.409,1182.541,,,,103816319.546,,9,80746023.059,,8,,,,19434625.760,55.050,53.550,,,
2025-09-30 04:58:30,R,13,R13,22524699.780,,,,,3918.942,,,,,120280644.395,,6,,,,,,,,39.900,,,,
2025-09-30 04:58:30,R,21,R21,23023006.120,23023006.460,,,,-3608.658,-2806.734,,,,123200834.095,,7,95822903.404,,7,,,,23023006.680,42.900,42.850,,,
2025-09-30 04:58:30,R,22,R22,19551567.820,19551567.240,,,,-1218.015,-947.348,,,,104367642.315,,9,81174866.858,,8,,,,19551567.040,54.650,51.950,,,
2025-09-30 04:58:30,R,23,R23,20580935.460,,,,,1654.271,,,,,110094170.021,,8,,,,,,,,49.800,,,,
2025-09-30 04:59:00,R,11,R11,20533804.360,20533804.300,,,,-2809.994,-2185.552,,,,109726452.499,,8,85342857.331,,8,,,,20533804.400,52.050,50.650,,,
2025-09-30 04:59:00,R,12,R12,19426147.200,19426147.920,,,,1499.296,1166.117,,,,103771032.014,,9,80710799.373,,8,,,,19426147.900,54.700,53.550,,,
2025-09-30 04:59:00,R,13,R13,22502699.220,,,,,3913.344,,,,,120163163.398,,6,,,,,,,,40.500,,,,
2025-09-30 04:59:00,R,21,R21,23043234.780,23043235.060,,,,-3607.272,-2805.657,,,,123309081.318,,7,95907095.664,,7,,,,23043235.280,42.050,42.900,,,
2025-09-30 04:59:00,R,22,R22,19558457.740,19558457.180,,,,-1233.397,-959.308,,,,104404420.917,,9,81203472.371,,8,,,,19558456.980,54.950,52.150,,,
2025-09-30 04:59:00,R,23,R23,20571708.000,,,,,1636.923,,,,,110044809.139,,8,,,,,,,,50.200,,,,
2025-09-30 04:59:30,R,11,R11,20549634.660,20549634.620,,,,-2828.766,-2200.152,,,,109811044.662,,8,85408651.190,,8,,,,20549634.720,51.300,50.650,,,
2025-09-30 04:59:30,R,12,R12,19417789.520,19417790.240,,,,1477.621,1149.262,,,,103726386.758,,9,80676075.260,,8,,,,19417790.240,55.000,53.750,,,
2025-09-30 04:59:30,R,13,R13,22480731.180,,,,,3907.377,,,,,120045855.613,,6,,,,,,,,41.000,,,,
2025-09-30 04:59:30,R,21,R21,23063455.920,23063456.160,,,,-3606.141,-2804.775,,,,123417288.519,,7,95991256.847,,7,,,,23063456.380,42.800,43.050,,,
2025-09-30 04:59:30,R,22,R22,19565434.980,19565434.420,,,,-1249.102,-971.524,,,,104441665.754,,9,81232440.546,,8,,,,19565434.260,55.150,51.800,,,
2025-09-30 04:59:30,R,23,R23,20562578.540,,,,,1619.398,,,,,109995972.342,,8,,,,,,,,50.350,,,,
2025-09-30 05:00:00,R,11,R11,20565569.300,20565569.260,,,,-2847.341,-2214.599,,,,109896194.352,,8,85474878.687,,8,,,,20565569.340,51.300,50.850,,,
2025-09-30 05:00:00,R,12,R12,19409552.760,19409553.480,,,,1456.020,1132.461,,,,103682387.425,,9,80641853.550,,8,,,,19409553.480,55.300,53.600,,,
2025-09-30 05:00:00,R,13,R13,22458796.640,,,,,3901.605,,,,,119928725.526,,6,,,,,,,,40.700,,,,
2025-09-30 05:00:00,R,21,R21,23083669.220,23083669.460,,,,-3604.487,-2803.487,,,,123525454.091,,6,96075385.692,,7,,,,23083669.680,41.950,43.150,,,
2025-09-30 05:00:00,R,22,R22,19572499.120,19572498.580,,,,-1264.451,-983.462,,,,104479374.554,,9,81261769.586,,8,,,,19572498.420,54.800,51.350,,,
2025-09-30 05:00:00,R,23,R23,20553547.100,,,,,1601.930,,,,,109947659.992,,8,,,,,,,,50.100,,,,
2025-09-30 05:00:30,R,11,R11,20581606.180,20581606.160,,,,-2865.989,-2229.104,,,,109981890.464,,8,85541531.163,,8,,,,20581606.260,51.150,51.050,,,
2025-09-30 05:00:30,R,12,R12,19401435.920,19401436.640,,,,1434.170,1115.466,,,,103639028.845,,9,80608130.246,,8,,,,19401436.640,55.200,53.300,,,
2025-09-30 05:00:30,R,13,R13,22436894.440,,,,,3895.272,,,,,119811768.383,,6,,,,,,,,39.900,,,,
2025-09-30 05:00:30,R,21,R21,23103872.740,23103873.020,,,,-3603.162,-2802.457,,,,123633567.301,,7,96159473.771,,7,,,,23103873.220,42.250,42.750,,,
2025-09-30 05:00:30,R,22,R22,19579648.040,19579647.480,,,,-1279.935,-995.504,,,,104517536.188,,9,81291450.919,,8,,,,19579647.320,54.700,51.400,,,
2025-09-30 05:00:30,R,23,R23,20544612.080,,,,,1584.317,,,,,109899863.700,,8,,,,,,,,49.650,,,,
2025-09-30 05:01:00,R,11,R11,20597747.380,20597747.400,,,,-2884.392,-2243.418,,,,110068144.082,,8,85608617.260,,8,,,,20597747.460,51.250,51.050,,,
2025-09-30 05:01:00,R,12,R12,19393441.980,19393442.720,,,,1412.379,1098.515,,,,103596326.610,,9,80574917.361,,8,,,,19393442.720,55.000,53.100,,,
2025-09-30 05:01:00,R,13,R13,22415027.400,,,,,3889.005,,,,,119695000.528,,6,,,,,,,,40.500,,,,
2025-09-30 05:01:00,R,21,R21,23124068.360,23124068.700,,,,-3601.512,-2801.175,,,,123741638.360,,6,96243529.054,,6,,,,23124068.940,41.850,41.650,,,
2025-09-30 05:01:00,R,22,R22,19586883.600,19586883.060,,,,-1295.212,-1007.387,,,,104556159.970,,9,81321491.583,,8,,,,19586882.900,55.200,51.700,,,
2025-09-30 05:01:00,R,23,R23,20535775.820,,,,,1566.809,,,,,109852595.914,,8,,,,,,,,49.450,,,,
2025-09-30 05:01:30,R,11,R11,20613989.960,20613989.980,,,,-2901.997,-2257.109,,,,110154939.459,,8,85676124.747,,8,,,,20613990.060,51.000,51.050,,,
2025-09-30 05:01:30,R,12,R12,19385569.020,19385569.740,,,,1391.262,1082.093,,,,103554270.596,,9,80542207.115,,8,,,,19385569.760,54.850,53.250,,,
2025-09-30 05:01:30,R,13,R13,22393194.140,,,,,3883.441,,,,,119578413.507,,6,,,,,,,,40.300,,,,
2025-09-30 05:01:30,R,21,R21,23144253.240,23144253.640,,,,-3598.999,-2799.217,,,,123849652.207,,6,96327539.886,,6,,,,23144253.860,41.150,40.100,,,
2025-09-30 05:01:30,R,22,R22,19594202.780,19594202.240,,,,-1309.491,-1018.489,,,,104595230.322,,9,81351879.663,,8,,,,19594202.080,55.150,51.750,,,
2025-09-30 05:01:30,R,23,R23,20527035.920,,,,,1550.090,,,,,109805843.492,,8,,,,,,,,49.200,,,,
2025-09-30 05:02:00,R,11,R11,20630334.180,20630334.220,,,,-2920.571,-2271.557,,,,110242277.708,,8,85744054.423,,8,,,,20630334.280,50.550,51.300,,,
2025-09-30 05:02:00,R,12,R12,19377818.180,19377818.920,,,,1368.938,1064.730,,,,103512866.965,,9,80510004.277,,8,,,,19377818.920,55.000,53.800,,,
2025-09-30 05:02:00,R,13,R13,22371396.040,,,,,3876.411,,,,,119462013.961,,6,,,,,,,,40.100,,,,
2025-09-30 05:02:00,R,21,R21,23164427.580,23164428.060,,,,-3598.035,-2798.471,,,,123957609.804,,6,96411506.933,,6,,,,23164428.300,39.300,40.900,,,
2025-09-30 05:02:00,R,22,R22,19601605.640,19601605.120,,,,-1324.875,-1030.463,,,,104634747.158,,9,81382614.922,,8,,,,19601604.980,54.700,52.000,,,
2025-09-30 05:02:00,R,23,R23,20518392.840,,,,,1532.247,,,,,109759609.101,,8,,,,,,,,49.250,,,,
2025-09-30 05:02:30,R,11,R11,20646781.060,20646781.120,,,,-2938.626,-2285.599,,,,110330164.821,,8,85812411.031,,8,,,,20646781.180,51.700,51.400,,,
2025-09-30 05:02:30,R,12,R12,19370191.600,19370192.340,,,,1346.983,1047.653,,,,103472127.144,,9,80478317.737,,8,,,,19370192.340,55.050,53.850,,,
2025-09-30 05:02:30,R,13,R13,22349635.440,,,,,3869.730,,,,,119345813.927,,6,,,,,,,,40.550,,,,
2025-09-30 05:02:30,R,21,R21,23184592.480,23184593.060,,,,-3595.994,-2796.881,,,,124065517.052,,6,96495434.824,,6,,,,23184593.280,40.950,41.400,,,
2025-09-30 05:02:30,R,22,R22,19609093.220,19609092.720,,,,-1339.793,-1042.063,,,,104674716.241,,9,81413701.938,,8,,,,19609092.580,54.850,51.900,,,
2025-09-30 05:02:30,R,23,R23,20509848.160,,,,,1514.926,,,,,109713901.068,,8,,,,,,,,50.200,,,,
2025-09-30 05:03:00,R,11,R11,20663328.300,20663328.380,,,,-2956.372,-2299.402,,,,110418588.031,,8,85881184.584,,8,,,,20663328.420,51.000,50.950,,,
2025-09-30 05:03:00,R,12,R12,19362687.860,19362688.620,,,,1325.046,1030.590,,,,103432043.327,,9,80447141.379,,8,,,,19362688.620,54.900,53.300,,,
2025-09-30 05:03:00,R,13,R13,22327911.040,,,,,3863.486,,,,,119229806.661,,6,,,,,,,,40.550,,,,
