svId,gpsTOW,rcvTOW,rcvTOW_sat,clkBias_ns,clkDrift_ns,t_tx,WN,geoRange,elevation,azimuth,satClockBias,relBias,rcvClockBias_m,ztd_est_m,ISB_m,pseudorange,carrierPhase,freqLabel,troposphericDelay,pwv,ztd
G18,228039.996099446,228039.997,228039.996,898885,557,228039.926763645,2386,20948498.5862492,54.7076471193009,176.734498012957,-162148.413736629,1.08847538657695,-928254.672263557,-1092.187721165,-1297.41434646926,20184118.4047941,139929842.597664,L1_L5,1727.1655471531,2370.30566727155,1410166.60111167
G18,228044.996096661,228044.997,228044.996,901670,557,228044.926753483,2386,20950710.26506,54.66391583983,176.731964163773,-162148.400103674,1.08574553573476,-927424.793491482,-1087.34895859487,-1299.14519518576,20187174.7404342,139951022.447742,L1_L5,1741.95450745686,2389.33770320607,1421473.83696347
G18,228049.996093878,228049.997,228049.996,904453,557,228049.926743314,2386,20952924.4761938,54.6201896727146,176.729438040207,-162148.386470719,1.0830150979613,-926593.52141374,-1082.53189853521,-1301.88920541392,20190235.8848044,139972220.618428,L1_L5,1757.62656867155,2409.55884700629,1433487.54074844
G18,228054.996091094,228054.997,228054.996,907237,557,228054.926733136,2386,20955141.2177657,54.5764686296151,176.7269195791,-162148.372837764,1.08028407473222,-925770.678371742,-1074.40161283554,-1300.33996257083,20193284.2789458,139993373.500549,L1_L5,1766.4469980998,2420.35488314084,1439901.63786647
G18,228059.996088311,228059.997,228059.996,910020,557,228059.92672295,2386,20957360.4878908,54.5327527221291,176.72440871759,-162148.35920481,1.07755246752073,-923776.051448726,-1955.66316822966,-316.598022405425,20196332.8570341,140014518.193289,L1_L5,601.13893974002,821.080479075698,489747.227653787
G18,228064.996085528,228064.997,228064.996,912803,557,228064.926712756,2386,20959582.2846799,54.4890419618627,176.721905393124,-162148.345571855,1.07482027780201,-924143.005768785,-1051.21197262995,-1287.77563483654,20199352.114816,79266595.7635297,L5_Q,1765.56515335466,2416.5178621663,1437622.002557
G18,228069.996082745,228069.997,228069.996,915586,557,228069.926702553,2386,20961806.6062418,54.4453363603956,176.71940954345,-162148.3319389,1.07208750705107,-923318.019310431,-1043.81948535979,-1287.18809996295,20202414.6539952,79278610.5747203,L5_Q,1778.80721243506,2433.34124823648,1447617.04432636
G18,228074.996079962,228074.997,228074.996,918369,557,228074.926692342,2386,20964033.450683,54.4016359292882,176.716921106613,-162148.318305945,1.06935415674315,-922484.985971247,-1040.50328537548,-1289.75365525334,20205493.8156311,140078079.691788,L1_L5,1798.101967489,2458.4300337718,1462522.69163908
G18,228079.996077179,228079.997,228079.996,921152,557,228079.926682123,2386,20966262.8161071,54.3579406800847,176.714440020959,-162148.30467299,1.06662022835396,-921643.464257668,-1041.30591128273,-1295.65116554867,20208587.5376166,140099477.359952,L1_L5,1820.94771436579,2488.34756632303,1480297.17450705
G18,228084.996074396,228084.997,228084.996,923935,557,228084.926671895,2386,20968494.7006152,54.31425062431,176.711966225126,-162148.291040036,1.0638857233594,-920803.639567337,-1040.47678647171,-1301.9552269104,20211685.5133199,140120910.57348,L1_L5,1847.22511772939,2522.92265028665,1500838.78289395
G18,228089.996071613,228089.997,228089.996,926718,557,228089.926661659,2386,20970729.1023059,54.2705657734717,176.70949965805,-162148.277407081,1.06115064323578,-919976.379666227,-1033.37285761024,-1303.40440464798,20214766.9833848,140142262.008088,L1_L5,1867.04448864725,2548.63030367261,1516112.1094593
G18,228094.996068831,228094.997,228094.996,929500,557,228094.926651415,2386,20972966.0192757,54.2268861390505,176.707040258955,-162148.263774126,1.05841498945915,-918010.56367711,-1891.80282002046,-319.809268733585,20217839.2009644,140163558.636744,L1_L5,736.540006669588,1002.90436751391,597771.697402352
G18,228099.996066048,228099.997,228099.996,932283,557,228099.926641162,2386,20975205.4496172,54.1832117325362,176.704587967361,-162148.250141172,1.05567876350756,-918364.357337011,-1005.64446347554,-1282.66522153297,20220836.5590498,79350901.2711867,L5_Q,1848.27230722527,2520.20404376559,1499223.61543486
G18,228104.996063268,228104.997,228104.996,935066,556,228104.926630904,2386,20977447.391423,54.1395425653477,176.70214272307,-162148.236508217,1.05294196685605,-917533.324767198,-1003.24397505109,-1284.08283462602,20223916.6185967,79362983.254279,L5_Q,1855.36837461509,2528.50084778407,1504152.87892385
G18,228109.996060486,228109.997,228109.996,937848,556,228109.926620635,2386,20979691.8427793,54.0958786489654,176.699704466176,-162148.222875262,1.05020460098499,-916705.164519576,-999.428856113489,-1283.58891504353,20226996.6939185,79375074.7524706,L5_Q,1862.84298813913,2537.3019662103,1509381.76363946
G18,228114.996057705,228114.997,228114.996,940629,556,228114.926610359,2386,20981938.8017732,54.0522199947818,176.697273137055,-162148.209242308,1.04746666737061,-915875.96387775,-995.826684105935,-1284.53275750796,20230080.3477914,79387176.759761,L5_Q,1870.34812028508,2546.13215330038,1514627.91851151
G18,228119.996054923,228119.997,228119.996,943411,556,228119.926600074,2386,20984188.2664873,54.0085666142157,176.694848676368,-162148.195609353,1.04472816749224,-914979.053485953,-1017.75984515112,-1319.58033961842,20233314.5835283,140270714.83436,L1_L5,1958.21964585909,2664.43280711461,1584912.22223508
G18,228124.996052141,228124.997,228124.996,946193,556,228124.92658978,2386,20986440.2350025,53.9649185186422,176.692431025056,-162148.181976399,1.0419891028279,-914148.738460081,-1013.82921108094,-1320.68157741476,20236413.3803903,140292191.500161,L1_L5,1974.74386053102,2685.45720114053,1597403.14978009
G18,228129.99604936,228129.997,228129.996,948974,556,228129.926579479,2386,20988694.7053978,53.9212757194186,176.69002012434,-162148.168343444,1.03924947485591,-913319.499242407,-1008.73071985912,-1322.27144558213,20239511.0490476,140313657.199443,L1_L5,1988.71379829384,2702.97948896127,1607813.42021747
G18,228134.996046579,228134.997,228134.996,951755,556,228134.926569169,2386,20990951.6757482,53.8776382279021,176.687615915718,-162148.15471049,1.03650928505597,-912572.29626837,-964.567170641248,-1291.88944243913,20242440.6069364,79435684.1752758,L5_Q,1914.10925532761,2600.01462065659,1546640.35106312
G18,228139.996043797,228139.997,228139.996,954537,556,228139.92655885,2386,20993211.1441266,53.8340060554335,176.685218340968,-162148.141077535,1.0337685349082,-911753.208594272,-960.828068853359,-1280.21373252806,20245536.6421576,79447833.8243476,L5_Q,1931.59931623959,2622.3436990488,1559906.41238219
G18,228144.996041016,228144.997,228144.996,957318,556,228144.926548524,2386,20995473.1086046,53.7903792133084,176.682827342137,-162148.127444581,1.03102722589128,-910931.117384866,-944.913154666968,-1288.178951514,20248635.3856526,79459993.7762733,L5_Q,1946.2980155173,2640.85287697147,1570903.00995664
G18,228149.996038235,228149.997,228149.996,960099,556,228149.92653819,2386,20997737.5672497,53.7467577128328,176.680442861549,-162148.113811626,1.02828535948594,-910108.458616722,-939.141517326799,-1284.09862307455,20251736.5088687,79472163.1120903,L5_Q,1960.31470939331,2658.41247738734,1581335.44840142
G18,228154.996035454,228154.997,228154.996,962880,556,228154.926527847,2386,21000004.5181278,53.7031415652856,176.678064841798,-162148.100178672,1.02554293717262,-909284.73447246,-933.044488795428,-1281.85966343894,20254839.9436802,79484341.973625,L5_Q,1973.08538912726,2674.25865196419,1590749.9132493
G18,228159.996032673,228159.997,228159.996,965661,556,228159.926517496,2386,21002273.9593019,53.659530781929,176.675693225746,-162148.086545718,1.0227999604321,-908456.860560316,-926.667404762406,-1284.5935905883,20257946.0866259,79496530.6394135,L5_Q,1981.92413859244,2684.7514119575,1596983.82917868
G18,228164.996029892,228164.997,228164.996,968442,556,228164.926507137,2386,21004545.8888326,53.6159253740077,176.673327956526,-162148.072912763,1.02005643074546,-907601.14227845,-932.594072036419,-1299.45438707612,20261115.9502692,140463602.277037,L1_L5,2024.15085870016,2740.48676799009,1630097.09242139
G18,228169.99602711,228169.997,228169.996,971224,556,228169.926496768,2386,21006820.3047778,53.5723253527579,176.670968977533,-162148.059279809,1.01731234959464,-906757.627500877,-933.510128924572,-1308.31267626544,20264263.4135377,140485361.898767,L1_L5,2053.69429327198,2778.97410292034,1652963.03145497
G18,228174.996024329,228174.997,228174.996,974005,556,228174.926486392,2386,21009097.2051939,53.5287307293734,176.668616232429,-162148.045646855,1.01456771846033,-904882.857688269,-1721.49739654813,-332.569340339793,20267379.8633425,140506962.860117,L1_L5,1018.48475771945,1375.76055618524,819291.501096229
G18,228179.996021549,228179.997,228179.996,976785,556,228179.926476009,2386,21011376.5881342,53.4851415150467,176.66626966514,-162148.0320139,1.01182253882446,-904069.189114852,-1707.88568201174,-327.728158129909,20270487.1491381,140528519.157416,L1_L5,1032.72992732481,1394.26297104416,830284.080626739
G18,228184.996018768,228184.997,228184.996,979566,556,228184.926465616,2386,21013658.4516485,53.4415577209721,176.663929219851,-162148.018380946,1.00907681217052,-903249.365018157,-1698.24943735888,-324.314261172782,20273604.0759213,140550128.884186,L1_L5,1047.97998683935,1414.10207620967,842070.809170487
G18,228189.996015988,228189.997,228189.996,982346,556,228189.926455216,2386,21015942.7937857,53.3979793582915,176.661594841006,-162148.004747992,1.00633053998007,-902432.978533531,-1685.15620431408,-320.557426821575,20276722.9842067,140571754.9841,L1_L5,1066.17053709412,1437.89189303578,856204.718472118
G18,228194.996013208,228194.997,228194.996,985126,556,228194.926444808,2386,21018229.6125914,53.354406438156,176.65926647331,-162147.991115037,1.00358372373659,-901658.629363358,-1657.09853726812,-294.936505532285,20279756.2035754,79582119.2478868,L5_Q,1038.2328160461,1399.33697138886,833298.62509308
G18,228199.996010429,228199.997,228199.996,987905,556,228199.926434393,2386,21020518.906109,53.3108389716823,176.656944061723,-162147.977482083,1.00083636492281,-900848.365086428,-1640.31245963336,-293.322049270876,20282881.9090528,79594384.1106392,L5_Q,1064.39138443803,1433.86323402354,853811.227950421
G18,228204.996007649,228204.997,228204.996,990685,556,228204.926423968,2386,21022810.6723787,53.2672769699964,176.65462755146,-162147.963849129,0.998088465023412,-900034.093568027,-1626.65003831098,-292.722076379453,20286009.9716358,79606658.6169377,L5_Q,1086.42706444755,1462.78537035558,870994.330061486
G18,228209.99600487,228209.997,228209.996,993464,556,228209.926413537,2386,21025104.9094396,53.223720444173,176.652316887989,-162147.950216175,0.995340025521185,-899212.215702207,-1617.47660392636,-294.867898678603,20289146.7749761,140658026.549631,L1_L5,1107.12636260246,1489.87078689222,887086.207671307
G18,228214.996002091,228214.997,228214.996,996243,556,228214.926403097,2386,21027401.6153272,53.1801694052945,176.650012017031,-162147.936583221,0.992591047900805,-898386.544477284,-1611.09256411414,-295.337680309006,20292296.6475018,140679837.603433,L1_L5,1134.63265975018,1526.09879231205,908609.843037048
G18,228219.995999312,228219.997,228219.996,999022,556,228219.926392648,2386,21029700.7880748,53.1366238644207,176.647712884556,-162147.922950267,0.989841533646864,-897559.649651813,-1607.63818526591,-289.618586918101,20295436.4876481,140701595.728784,L1_L5,1148.4161163402,1543.79770685016,919125.050222017
G18,228224.996996533,228224.997,228224.997,1801,556,228224.92738219,2386,21032002.8862875,53.0930751251371,176.645418978659,-162147.909314586,0.987090934180767,-896737.523945016,-1599.67537538073,-288.603701655041,20298580.6926682,140723382.927909,L1_L5,1168.40810209035,1569.83336829239,934593.251600875
G18,228229.996993754,228229.997,228229.997,4580,556,228229.927371725,2386,21034306.9873383,53.0495406144831,176.643131163177,-162147.895681632,0.984340351007681,-895914.673019613,-1591.22249598402,-289.843551086459,20301725.6248401,140745179.321588,L1_L5,1186.39918018249,1593.14537332966,948443.285304138
G18,228234.996990976,228234.997,228234.997,7358,556,228234.927361253,2386,21036613.5493348,53.0060116349007,176.640848925566,-162147.882048678,0.981589235656035,-895105.59616324,-1576.00809701612,-285.947966567171,20304852.9934544,140766883.822022,L1_L5,1198.13982341148,1608.02330686512,957282.502719008
G18,228239.996988197,228239.997,228239.997,10137,556,228239.927350772,2386,21038922.5702999,52.9624881973985,176.638572212782,-162147.868415724,0.978837589612628,-894291.35879135,-1563.81517739176,-283.319275764764,20307984.556447,140788616.64676,L1_L5,1206.45536029502,1618.27890505165,963375.517039458
G18,228244.996985419,228244.997,228244.997,12915,556,228244.927340284,2386,21041234.0482557,52.9189703129344,176.636300972026,-162147.85478277,0.976085414362396,-893477.280579262,-1549.55978268238,-284.588245236839,20311124.9786396,140810400.345636,L1_L5,1221.33226585749,1637.33460908595,974696.814486524
G18,228249.996982641,228249.997,228249.997,15693,556,228249.927329787,2386,21043547.9812205,52.8754579924743,176.634035150739,-162147.841149816,0.973332711392131,-892658.820246139,-1544.65371555511,-277.787791062162,20314277.3958881,140832250.254554,L1_L5,1241.36709663353,1663.29112155528,990117.992199232
G18,228254.996979863,228254.997,228254.997,18471,556,228254.927319283,2386,21045864.3672108,52.8319512469609,176.631774696601,-162147.827516862,0.970579482188488,-891844.533195659,-1526.82708966742,-282.451977161873,20317428.1554599,140854095.073053,L1_L5,1261.46450739598,1689.2999006917,1005570.2223718
G18,228259.996977084,228259.997,228259.997,21250,556,228259.927308769,2386,21048183.20424,52.7884500873278,176.629519557532,-162147.813883908,0.967825728238908,-891035.285832623,-1510.66862955928,-276.534040875633,20320568.5835447,140875892.029241,L1_L5,1273.81907915766,1704.89399983242,1014834.92518589
G18,228264.996974306,228264.997,228264.997,24028,556,228264.927298248,2386,21050504.4903205,52.7449545244667,176.627269681688,-162147.800250954,0.965071451029504,-890225.066690108,-1494.23615270973,-271.88988720063,20323716.6004692,140897731.930729,L1_L5,1290.34165932168,1726.05409810187,1027406.47678464
G18,228269.996971528,228269.997,228269.997,26806,556,228269.927287718,2386,21052828.2234612,52.7014645692784,176.625025017461,-162147.786618,0.962316652048308,-889412.330194354,-1484.59323515673,-263.024854220855,20326880.5066926,140919657.274939,L1_L5,1317.78912444331,1761.82078334892,1048656.03448392
G18,228274.99696875,228274.997,228274.997,29584,556,228274.927277181,2386,21055154.4016686,52.6579802326391,176.622785513477,-162147.772985046,0.95956133278312,-888589.155883898,-1472.75534467573,-267.931500770171,20330068.8184367,140941716.179225,L1_L5,1356.75922823953,1812.9688592237,1079043.92147992
G18,228279.996965972,228279.997,228279.997,32362,556,228279.927266636,2386,21057483.0229472,52.6145015254085,176.620551118595,-162147.759352092,0.956805494722032,-887776.407284465,-1456.63900047448,-268.122073722,20333237.4506471,140963652.424516,L1_L5,1384.03243773547,1848.40681800647,1100098.17754804
G18,228284.996963194,228284.997,228284.997,35140,556,228284.927256082,2386,21059814.0852988,52.5710284584302,176.618321781906,-162147.745719138,0.954049139353433,-886964.687214659,-1444.91907256093,-261.676751161022,20336392.0904505,140985605.621013,L1_L5,1395.90069631487,1863.20374108016,1108889.26535656
G18,228289.99696042,228289.997,228289.997,37917,555,228289.927245524,2386,21062147.5867249,52.5275610424967,176.616097452727,-162147.732086185,0.951292268163805,-886148.926313457,-1435.75058484814,-257.185979239708,20339530.2712552,141007373.340378,L1_L5,1384.83004984679,1847.32763433206,1099457.01732872
G18,228294.996957643,228294.997,228294.997,40694,555,228294.927234955,2386,21064483.5252194,52.4840992884792,176.613878080611,-162147.718453231,0.948534882645943,-885332.142305864,-1427.96541476206,-253.996523307851,20342673.2923636,141029359.039576,L1_L5,1375.13953179738,1833.31100006577,1091129.51153571
G18,228299.996954866,228299.997,228299.997,43471,555,228299.927224378,2386,21066821.8987783,52.4406432071471,176.611663615332,-162147.704820277,0.94577698428749,-884495.321811843,-1424.00230595521,-264.210083526941,20345884.6617894,141051362.328111,L1_L5,1411.32577962545,1880.54328681068,1119190.96580587
G18,228304.996952089,228304.997,228304.997,46248,555,228304.927213793,2386,21069162.7053941,52.3971928092785,176.609454006894,-162147.691187323,0.943018574577972,-883646.559788033,-1426.85055831282,-277.026054617772,20349111.064862,141073381.634869,L1_L5,1448.17108718166,1928.59758764285,1147740.79174526
G18,228309.996949312,228309.997,228309.997,49025,555,228309.9272032,2386,21071505.9430568,52.3537481056364,176.607249205521,-162147.67755437,0.940259655007268,-882823.46742814,-1420.06765957483,-273.920648385333,20352283.0325182,141095417.161766,L1_L5,1453.81959475239,1935.00168699376,1151545.56922825
G18,228314.996946535,228314.997,228314.997,51802,555,228314.927192599,2386,21073851.6097541,52.3103091069665,176.605049161664,-162147.663921416,0.937500227065465,-882025.210626093,-1393.73120319937,-269.025094379978,20355464.0085684,141117469.436808,L1_L5,1490.88301917631,1983.25430973814,1180213.22137622
G18,228319.996943758,228319.997,228319.997,54579,555,228319.927181989,2386,21076199.7034711,52.2668758239997,176.602853825995,-162147.650288462,0.93474029224302,-881228.960195243,-1367.81720872574,-262.797667599467,20358647.7879363,141139537.79726,L1_L5,1530.32911231625,2034.62109899316,1210731.04947693
G18,228324.996940982,228324.997,228324.997,57355,555,228324.927171373,2386,21078550.2221912,52.2234482674415,176.600663149405,-162147.636655509,0.931979852030083,-880437.755014814,-1336.4830678325,-260.309409588328,20361834.50093,141161622.698144,L1_L5,1575.32907792053,2093.31688072492,1245603.14880619
G18,228329.996938205,228329.997,228329.997,60132,555,228329.927160747,2386,21080903.1638942,52.1800264480073,176.598477083006,-162147.623022555,0.92921890791873,-879631.942666527,-1316.88377430302,-259.805859943743,20365021.8752432,141183725.094047,L1_L5,1603.96021194651,2130.1693274004,1267497.7746733
G18,228334.996935428,228334.997,228334.997,62909,555,228334.927150113,2386,21083258.5265585,52.1366103763712,176.596295578128,-162147.609389601,0.926457461399714,-878833.65899323,-1289.33560478066,-261.639346360402,20368211.5935259,141205843.416513,L1_L5,1640.04302853683,2176.88161589535,1295250.28969623
G18,228339.996932652,228339.997,228339.997,65685,555,228339.927139473,2386,21085616.3081605,52.0932000631903,176.594118586316,-162147.595756648,0.923695513964011,-878027.12402739,-1270.76058792256,-260.631784085539,20371401.5232103,141227977.83876,L1_L5,1665.66701602587,2209.64155357909,1314713.49075127
G18,228344.996929876,228344.997,228344.997,68461,555,228344.927128824,2386,21087976.5066733,52.0497955191252,176.591946059332,-162147.582123694,0.920933067104101,-878089.593259917,-595.281992430738,-1240.88405895394,20374593.7305241,141250129.297932,L1_L5,2560.15592017758,3395.99382989236,2019544.28435346
G18,228349.996927099,228349.997,228349.997,71238,555,228349.927118166,2386,21090339.1200674,52.0063967548178,176.589777949152,-162147.568490741,0.918170122312587,-876415.205863955,-1231.78049575544,-249.291989048654,20377792.5132184,141272297.095861,L1_L5,1721.94869433681,2281.71738829557,1357534.8927893
G18,228354.996924323,228354.997,228354.997,74014,555,228354.927107501,2386,21092704.1463127,51.9630037808706,176.587614207964,-162147.554857787,0.91540668108083,-875604.579049378,-1215.92060830653,-244.490959981729,20380992.075546,141294481.047153,L1_L5,1745.86883161485,2312.09008231174,1375579.79433725
G18,228359.996921547,228359.997,228359.997,76790,555,228359.927096828,2386,21095071.5833751,51.9196166078949,176.585454788167,-162147.541224834,0.912642744902059,-874795.975054198,-1198.76249623537,-240.317804127189,20384193.7136939,141316681.771225,L1_L5,1771.47679092281,2344.66115390363,1394930.78703727
G18,228364.996918771,228364.997,228364.997,79566,555,228364.927086147,2386,21097441.4292187,51.8762352464786,176.583299642372,-162147.52759188,0.909878315269274,-873976.114182891,-1188.73899050003,-241.395437885723,20387400.048459,141338889.177809,L1_L5,1788.11570962099,2365.31038306736,1407198.82315886
G18,228369.996915995,228369.997,228369.997,82342,555,228369.927075458,2386,21099813.6818055,51.8328597071927,176.581148723399,-162147.513958927,0.907113393675704,-873032.500204389,-1275.03532117533,-258.684936317132,20390608.4782567,141361125.903729,L1_L5,1680.68981004437,2221.69215498489,1321872.94509027
G18,228374.99691322,228374.997,228374.997,85117,555,228374.927064762,2386,21102188.3390953,51.7894900005848,176.579001984274,-162147.500325973,0.904347981614361,-872321.895874464,-1185.56104537945,-242.245202859211,20393819.4079668,141383376.926574,L1_L5,1806.3687679068,2386.6485319486,1419876.15746356
G18,228379.996910445,228379.997,228379.997,87892,555,228379.927054058,2386,21104565.3990449,51.7461261372038,176.576859378233,-162147.48669302,0.901582080579593,-871489.181864059,-1188.05900971783,-244.455791985899,20397031.3100299,141405645.708535,L1_L5,1808.5077380864,2388.05500036615,1420711.76276454
G18,228384.99690767,228384.997,228384.997,90667,555,228384.927043346,2386,21106944.8596091,51.7027681275739,176.574720858713,-162147.473060066,0.898815692065483,-870661.269723872,-1184.90113282789,-244.581833704993,20400240.4961727,141427913.524208,L1_L5,1810.33204303391,2389.04110846029,1421297.62529833
G18,228389.996904895,228389.997,228389.997,93442,555,228389.927032626,2386,21109326.7187405,51.6594159822048,176.572586379358,-162147.459427113,0.896048817566436,-869828.977620721,-1183.46435803484,-243.690737689772,20403456.2730957,141450209.7873,L1_L5,1811.96859757765,2389.77521136394,1421733.76753239
G18,228394.996902121,228394.997,228394.997,96216,555,228394.927021899,2386,21111710.9743898,51.6160697115811,176.570455894016,-162147.44579416,0.893281458576521,-868991.670775757,-1190.21855053382,-242.271753217774,20406674.8990101,141472526.267769,L1_L5,1809.04288334143,2384.48388337851,1418590.10525126
G18,228399.996899347,228399.997,228399.997,98990,555,228399.927011164,2386,21114097.6245045,51.5727293261894,176.568329356734,-162147.432161206,0.890513616591227,-868137.445093398,-1201.25139583201,-254.656923102791,20409895.5070164,141494859.349671,L1_L5,1788.78595774807,2356.33445829303,1401866.08320605
G18,228404.996896573,228404.997,228404.997,101764,555,228404.927000421,2386,21116486.6670302,51.5293948364919,176.566206721762,-162147.418528253,0.887745293105736,-867323.121021254,-1190.29537164925,-251.095352522494,20413113.2750475,141517194.557277,L1_L5,1803.19825558935,2373.92055253461,1412314.26205489
G18,228409.996893798,228409.997,228409.997,104539,555,228409.926989669,2386,21118878.0999098,51.4860662529445,176.564087943549,-162147.4048953,0.884976489616067,-866509.55123239,-1177.55795641446,-249.732957620467,20416338.2146908,141539566.555218,L1_L5,1823.14609458286,2398.77585750941,1427081.19484576
G18,228414.996891024,228414.997,228414.997,107313,555,228414.92697891,2386,21121271.9210854,51.4427435859613,176.56197297674,-162147.391262346,0.882207207616868,-865693.130095659,-1169.42054934274,-244.630081949052,20419563.7336713,141561940.071637,L1_L5,1838.43362638424,2417.46208268088,1438182.97901224
G18,228419.99688825,228419.997,228419.997,110087,555,228419.926968143,2386,21123668.1284953,51.3994268459667,176.559861776182,-162147.377629393,0.879437448604671,-864864.654921999,-1164.86805591046,-249.109561163474,20422792.9486204,141584335.215782,L1_L5,1842.97685515345,2421.98414463197,1440869.608083
G18,228424.996885476,228424.997,228424.997,112861,555,228424.926957368,2386,21126066.7200759,51.3561160433621,176.557754296912,-162147.36399644,0.87666721407581,-864062.744379084,-1142.25165563599,-247.210695589918,20426025.4839828,141606741.848856,L1_L5,1875.02095671347,2462.66528961828,1465038.92463243
G18,228429.996882701,228429.997,228429.997,115636,555,228429.926946584,2386,21128467.6937611,51.3128111885409,176.555650494168,-162147.350363487,0.87389650552734,-863225.650379343,-1143.9048628322,-252.263778921678,20429263.8247719,141629176.745862,L1_L5,1875.30492315465,2461.55061398952,1464376.67807741
G18,228434.996879927,228434.997,228434.997,118410,555,228434.926935793,2386,21130871.0474838,51.2695122918561,176.553550323378,-162147.336730534,0.871125324455007,-862420.394315118,-1122.01354600869,-252.69056975355,20432501.5799542,141651617.343482,L1_L5,1904.46118038497,2498.35951899367,1486245.43514367
G18,228439.996877153,228439.997,228439.997,121184,555,228439.926924994,2386,21133276.7791732,51.2262193636709,176.551453740162,-162147.32309758,0.868353672356436,-861610.275495066,-1105.47906286553,-250.647243429458,20435743.9480926,141674080.487331,L1_L5,1930.98967058712,2531.67126171656,1506036.47236628
G18,228444.996874379,228444.997,228444.997,123958,555,228444.926914188,2386,21135684.8867567,51.1829324143254,176.549360700334,-162147.309464627,0.865581550729018,-860798.390749732,-1091.03410574334,-248.373591140985,20438989.5938074,141696564.343391,L1_L5,1956.65391736617,2563.80573296738,1525128.07384581
G18,228449.996871605,228449.997,228449.997,126732,555,228449.926903373,2386,21138095.3681595,51.1396514541431,176.547271159898,-162147.295831674,0.862808961070333,-859990.40211908,-1073.73889787869,-244.01265394796,20442237.6091137,141719070.229551,L1_L5,1986.21005052782,2601.00101773815,1547226.38528894
G18,228454.996868832,228454.997,228454.997,129505,555,228454.926892552,2386,21140508.2213052,51.0963764934247,176.545185075045,-162147.282198721,0.860035904877741,-859176.381064225,-1061.45949645313,-241.339538157262,20445481.9235434,141741566.036049,L1_L5,2003.6611396519,2622.28590059341,1559872.07339873
G18,228459.996866058,228459.997,228459.997,132279,555,228459.926881721,2386,21142923.4441133,51.053107542481,176.543102402158,-162147.268565768,0.85726238365048,-858353.810927485,-1055.84993913238,-240.739752537446,20448732.9732507,141764097.671196,L1_L5,2016.92876156326,2638.06314807963,1569245.58756362
G18,228464.996863285,228464.997,228464.997,135052,555,228464.926870884,2386,21145341.0345033,51.0098446115737,176.541023097804,-162147.254932815,0.854488398885873,-857527.965639889,-1052.62221186193,-229.99716939948,20451985.296376,141786642.170331,L1_L5,2025.82706812932,2648.09951116316,1575208.35081556
G18,228469.996860511,228469.997,228469.997,137826,555,228469.926860038,2386,21147760.9903904,50.9665877109837,176.538947118736,-162147.241299862,0.851713952083718,-856717.968293357,-1037.65172593244,-246.918952648726,20455236.8101677,141809199.01182,L1_L5,2047.39848467556,2674.69648476067,1591010.03669119
G18,228474.996857739,228474.997,228474.997,140598,555,228474.926849186,2386,21150183.3096901,50.9233368509333,176.536874421895,-162147.227666909,0.848939044741267,-855911.660772725,-1019.48502989625,-242.595684175811,20458491.3256721,141831774.297871,L1_L5,2073.29802678828,2706.91531352126,1610151.75631163
G18,228479.996854965,228479.997,228479.997,143372,555,228479.926838324,2386,21152607.9903122,50.880092041691,176.534804964404,-162147.214033956,0.846163678359987,-855102.087396318,-1003.94517344848,-239.334463538698,20461746.5740463,141854365.319396,L1_L5,2094.30326021416,2732.69761605206,1625469.43312357
G18,228484.996852192,228484.997,228484.997,146145,555,228484.926827455,2386,21155035.0301675,50.8368532934491,176.532738703567,-162147.200401003,0.843387854437668,-854296.125461687,-985.644663450326,-236.384842497555,20465004.8618376,141876972.166267,L1_L5,2119.60011856561,2764.04801880789,1644095.20701496
G18,228489.996849419,228489.997,228489.997,148918,555,228489.926816579,2386,21157464.427163,50.7936206164187,176.530675596873,-162147.18676805,0.840611574474521,-853481.318140389,-973.766822877928,-235.479650853179,20468267.1288953,141899597.743846,L1_L5,2137.67371613556,2785.93185505268,1657096.74287866
G18,228494.996846649,228494.997,228494.997,151691,554,228494.926805697,2386,21159896.1792052,50.7503940207635,176.528615601989,-162147.173135097,0.83783483996895,-852658.089964023,-966.86003732267,-237.388769536482,20471534.7633031,141922244.587797,L1_L5,2150.33876172116,2800.73278192387,1665890.20940708
G18,228499.996843877,228499.997,228499.997,154463,554,228499.926794806,2386,21162330.2841944,50.7071735166993,176.526558676766,-162147.159502144,0.835057652423914,-851833.644656064,-962.993001788964,-221.356782224516,20474798.3929076,141944881.531463,L1_L5,2155.42892476369,2805.64069208688,1668806.07704959
G18,228504.996841104,228504.997,228504.997,157236,554,228504.926783906,2386,21164766.7400319,50.663959114377,176.524504779229,-162147.145869191,0.832280013339414,-851025.423037093,-946.741896835635,-233.538213583438,20478070.1598978,141967551.351063,L1_L5,2182.52931386244,2839.20445215663,1688746.84179423
G18,228509.996838332,228509.997,228509.997,160008,554,228509.926772999,2386,21167205.5446169,50.6207508239217,176.522453867583,-162147.132236238,0.829501924215029,-850215.644745916,-931.050663368804,-230.743008792838,20481348.7363109,141990485.582057,L1_L5,2212.53370552231,2876.50304767128,1710906.53179671
G18,228514.99683556,228514.997,228514.997,162780,554,228514.926762084,2386,21169646.6958454,50.5775486554714,176.520405900209,-162147.118603285,0.826723386552352,-849440.272407589,-900.491910368618,-197.765851688937,20484600.7916768,142013107.617345,L1_L5,2248.07635902439,2920.9559571841,1737316.71375987
