svId,iTOW,gpsTOW,rcvTOW,t_tx,WN,geoRange,elevation,azimuth,satClockBias,relBias,rcvClockBias_m,ztd_est_m,ISB_m,pseudorange,carrierPhase,freqLabel,raw_residual,troposphericDelay,pwv,ztd
G26,227711,227711.000077185,227710.993,227710.930006488,2394,21092106.0754218,50.6599093522553,181.757641312149,-85439.6845456729,4.79068974128709,-2121641.90010781,-4.560706528559,2.16418782346812,19055899.60637,132108297.293254,L1_L5,-2121643.09843505,-1.19832724379376,-4.80810900421585,-926.344257199854
G26,227712,227712.000076696,227711.993,227711.930007689,2394,21091599.6405737,50.6683212324941,181.756202865121,-85439.6861816328,4.78985947393101,-2121495.29686303,-4.55970647121935,2.16397951804417,19055539.7785183,132105802.595857,L1_L5,-2121496.49390491,-1.19704188313335,-4.80662310894213,-925.461463137842
G26,227713,227713.000076207,227712.993,227712.930008889,2394,21091093.2960683,50.6767333561437,181.754763862744,-85439.6878175927,4.78902910212044,-2121348.64201581,-4.55875224013517,2.16387352856664,19055179.9832657,132103308.510866,L1_L5,-2121349.94711849,-1.30510268500075,-4.94757147302233,-1009.20113245453
G26,227714,227714.000075718,227713.993,227713.930010088,2394,21090587.0419237,50.6851457231041,181.753324304408,-85439.6894535526,4.78819862587323,-2121202.08154701,-4.55784274995621,2.16371609833813,19054820.3424367,132100814.930809,L1_L5,-2121203.33626934,-1.25472233910114,-4.88214283865529,-970.328938076876
G26,227715,227715.000075229,227714.993,227714.930011288,2394,21090080.8781579,50.693558333276,181.751884189501,-85439.6910895124,4.78736804520713,-2121055.57063452,-4.55678991542785,2.16358453636332,19054460.3069329,132098321.861272,L1_L5,-2121057.21047378,-1.63983926549554,-5.38411483628475,-1268.55850152049
G26,227716,227716.000074741,227715.993,227715.930012488,2394,21089574.8047883,50.7019711865678,181.75044351741,-85439.6927254723,4.78653736013914,-2120908.94246329,-4.55577503719113,2.16349941497049,19054100.8185968,132095829.425318,L1_L5,-2120910.62790694,-1.68544365372509,-5.44379776508136,-1304.01708065261
G26,227717,227717.000074252,227716.993,227716.930013687,2394,21089068.8218338,50.7103842828637,181.749002287525,-85439.6943614322,4.78570657068867,-2120762.596257,-4.55479169771483,2.16334204777771,19053741.1303843,132093337.666846,L1_L5,-2120764.33563176,-1.7393747670576,-5.51434653476574,-1345.93122901908
G26,227718,227718.000073763,227717.993,227717.930014885,2394,21088562.929312,50.7187976220719,181.747560499232,-85439.6959973921,4.78487567687271,-2120616.04834087,-4.55383604051565,2.16322565687684,19053381.6102615,132090846.346187,L1_L5,-2120617.96569962,-1.91735875094309,-5.74660075728766,-1483.91716392731
G26,227719,227719.000073275,227718.993,227718.930016084,2394,21088057.1272403,50.7272112041015,181.746118151917,-85439.6976333519,4.78404467870819,-2120469.57389844,-4.55297491434853,2.16305679115212,19053022.4789072,132088355.456831,L1_L5,-2120471.29744911,-1.72355067078024,-5.49426429889202,-1334.00005264695
G26,227720,227720.000072786,227719.993,227719.930017282,2394,21087551.4156376,50.7356250288358,181.744675244968,-85439.6992693118,4.7832135762146,-2120323.09029653,-4.55207008615904,2.16284502030112,19052663.3664674,132085865.279767,L1_L5,-2120324.70075339,-1.6104568624869,-5.34709423151178,-1246.56397024783
G26,227721,227721.000072297,227720.993,227720.93001848,2394,21087045.7945215,50.7440390961833,181.743231777769,-85439.7009052717,4.7823823694089,-2120176.7061223,-4.55138348347345,2.16256390000814,19052304.0842924,132083375.741702,L1_L5,-2120178.36427941,-1.65815711021423,-5.40954069215707,-1283.66440769214
G26,227722,227722.000071809,227721.993,227721.930019678,2394,21086540.2639094,50.7524534060522,181.741787749704,-85439.7025412315,4.78155105830811,-2120030.19546856,-4.55093595541065,2.16234527231944,19051945.078593,132080887.014812,L1_L5,-2120031.84183396,-1.64636539341882,-5.3944239151959,-1274.68328959174
G26,227723,227723.00007132,227722.993,227722.930020875,2394,21086034.8238202,50.7608679583267,181.740343160161,-85439.7041771914,4.78071964293159,-2119883.67603572,-4.55054073405232,2.16216914246021,19051586.0835521,132078399.122759,L1_L5,-2119885.39925302,-1.72321729315445,-5.49490938807294,-1334.38331040976
G26,227724,227724.000070831,227723.993,227723.930022072,2394,21085529.4742713,50.7692827529144,181.738898008521,-85439.7058131513,4.77988812329643,-2119737.17930799,-4.55002526806901,2.16193117944211,19051227.5066235,132075911.970004,L1_L5,-2119738.62910022,-1.44979222584516,-5.13854490243445,-1122.6614903069
G26,227725,227725.000070342,227724.993,227724.930023268,2394,21085024.2152808,50.7776977897154,181.737452294169,-85439.7074491112,4.77905649942041,-2119590.47570268,-4.5495437202658,2.16173049228463,19050868.8866793,132073425.751096,L1_L5,-2119591.99252145,-1.51681876555085,-5.226206642152,-1174.74272689009
G26,227726,227726.000069853,227725.993,227725.930024464,2394,21084519.0468665,50.7861130686305,181.736006016486,-85439.709085071,4.77822477132127,-2119443.58093439,-4.54894604008468,2.16168420660618,19050510.3289502,132070940.340713,L1_L5,-2119445.38430402,-1.80336962593719,-5.6002881631624,-1396.99052005406
G26,227727,227727.000069363,227726.993,227726.930025659,2394,21084013.9690469,50.7945285895503,181.734559174858,-85439.7107210309,4.77739293901774,-2119297.07441492,-4.54831834040906,2.16151939775682,19050151.6813611,132068455.730475,L1_L5,-2119298.95654124,-1.88212632387877,-5.70333131490161,-1458.21009864443
G26,227728,227728.000068874,227727.993,227727.930026854,2394,21083508.981839,50.8029443523915,181.733111768663,-85439.7123569908,4.77656100252599,-2119150.22591164,-4.54775098180686,2.16145119060517,19049793.5403306,132065971.752126,L1_L5,-2119152.11283173,-1.88692008238286,-5.70988135097812,-1462.1015794618
G26,227729,227729.000068385,227728.993,227728.930028049,2394,21083004.0852611,50.8113603570459,181.731663797284,-85439.7139929506,4.77572896186461,-2119003.75433016,-4.54723176979683,2.16134602935964,19049434.9810204,132063488.134054,L1_L5,-2119005.77803207,-2.02370190992951,-5.88869073604955,-1568.33508471968
G26,227730,227730.000067896,227729.993,227729.930029244,2394,21082499.2793312,50.8197766034132,181.730215260101,-85439.7156289105,4.77489681705145,-2118857.09761711,-4.54666682034952,2.1612416953225,19049076.9141616,132061004.936951,L1_L5,-2118859.04142909,-1.94381197541952,-5.78473019026404,-1506.5704677064
G26,227731,227731.000067407,227730.993,227730.930030439,2394,21081994.5640672,50.8281930913931,181.728766156495,-85439.7172648704,4.77406456810431,-2118710.35443289,-4.54603352329554,2.16126283449227,19048719.0074885,132058522.048234,L1_L5,-2118712.23530635,-1.88087345752865,-5.70287329620234,-1457.93798243599
G26,227732,227732.000066918,227731.993,227731.930031633,2394,21081489.9394871,50.8366098208852,181.727316485846,-85439.7189008302,4.77323221504107,-2118563.80831398,-4.54518754101431,2.16123190181349,19048360.7872665,132056039.836563,L1_L5,-2118565.83341655,-2.02510257437825,-5.8914685483594,-1569.98542728143
G26,227733,227733.000066429,227732.993,227732.930032827,2394,21080985.4056087,50.8450267917892,181.725866247532,-85439.7205367901,4.77239975787952,-2118417.31823908,-4.54427563251942,2.16112916466207,19048002.7254243,132053558.27992,L1_L5,-2118419.36384876,-2.04560968047008,-5.91856170904513,-1586.08190581364
G26,227734,227734.00006594,227733.993,227733.930034021,2394,21080480.9624499,50.8534440040046,181.724415440934,-85439.72217275,4.77156719663752,-2118270.63765299,-4.54334949012578,2.16105516002789,19047644.9212279,132051077.42998,L1_L5,-2118272.72735492,-2.08970192773268,-5.97646061636719,-1620.48056935675
G26,227735,227735.000065451,227734.993,227734.930035214,2394,21079976.6100288,50.8618614574308,181.722964065427,-85439.7238087098,4.7707345313329,-2118124.05998017,-4.5422942102589,2.16097041703737,19047287.2257997,132048597.490655,L1_L5,-2118126.07283068,-2.01285051228479,-5.87641626467666,-1561.04262566554
G26,227736,227736.000064962,227735.993,227735.930036407,2394,21079472.3483632,50.8702791519679,181.721512120392,-85439.7254446697,4.76990176198346,-2117977.35622449,-4.54113706704839,2.16087805814441,19046929.5887718,132046118.314505,L1_L5,-2117979.4506617,-2.09443721454591,-5.98329871676521,-1624.54319377826
G26,227737,227737.000064473,227736.993,227736.9300376,2394,21078968.1774709,50.8786970875151,181.720059605203,-85439.7270806296,4.76906888860705,-2117830.74809904,-4.5398512930652,2.1607150079112,19046572.2213587,132043639.830082,L1_L5,-2117832.64965136,-1.90155232232064,-5.73165083088246,-1475.03517440122
G26,227738,227738.000063984,227737.993,227737.930038792,2394,21078464.09737,50.8871152639712,181.718606519239,-85439.7287165894,4.76823591122158,-2117684.13024717,-4.53847022537938,2.16062252064611,19046214.4138564,132041161.932096,L1_L5,-2117686.37952167,-2.24927449692041,-6.18624855238414,-1745.11892541951
G26,227739,227739.000063495,227738.993,227738.930039984,2394,21077960.1080783,50.8955336812363,181.717152861874,-85439.7303525493,4.76740282984481,-2117537.27980204,-4.53695118629156,2.16056486430958,19045857.2085612,132038684.977587,L1_L5,-2117539.5979942,-2.31819216208532,-6.27665167843278,-1798.82886330996
G26,227740,227740.000063005,227739.993,227739.930041175,2394,21077456.2096142,50.9039523392008,181.715698632486,-85439.7319885092,4.7665696444955,-2117390.52289744,-4.53542685070969,2.16047792376939,19045500.2980875,132036208.844987,L1_L5,-2117392.61247301,-2.08957556216046,-5.9782535837937,-1621.54579987838
G26,227741,227741.000062516,227740.993,227740.930042367,2394,21076952.4019947,50.9123712377809,181.714243830448,-85439.733624469,4.76573635518978,-2117243.76776925,-4.53367378954995,2.16031334788621,19045143.245496,132033733.402847,L1_L5,-2117245.85991412,-2.09214487671852,-5.98193776254976,-1623.73462919009
G26,227742,227742.000062026,227741.993,227741.930043557,2394,21076448.6852385,50.9207903768596,181.712788455135,-85439.7352604289,4.76490296194714,-2117097.04363858,-4.53199968909298,2.16024043278559,19044786.1919676,132031258.858884,L1_L5,-2117099.19915572,-2.15551714645699,-6.06509991785763,-1673.14259096808
G26,227743,227743.000061537,227742.993,227742.930044748,2394,21075945.0593626,50.9292097563519,181.71133250592,-85439.7368963887,4.76406946478385,-2116950.24745293,-4.53014988254526,2.1602138534732,19044429.4141706,132028785.078693,L1_L5,-2116952.35354626,-2.10609332285821,-6.00082529718563,-1634.95601451752
G26,227744,227744.000061047,227743.993,227743.930045937,2394,21075441.5243859,50.9376293761407,181.709875982178,-85439.7385323486,4.76323586371938,-2116803.44518365,-4.52834701934817,2.16018856831753,19044072.7278356,132026311.779225,L1_L5,-2116805.50737409,-2.06219044653699,-5.94375354302439,-1601.04877584913
G26,227745,227745.000060558,227744.993,227744.930047128,2394,21074938.0803252,50.9460492361419,181.70841888328,-85439.7401683085,4.76240215876994,-2116656.63398904,-4.52621245272158,2.16013550812738,19043716.0716957,132023838.975757,L1_L5,-2116658.721923,-2.08793396502733,-5.97773732392332,-1621.23908166204
G26,227746,227746.000060068,227745.993,227745.930048317,2394,21074434.7271995,50.9544693362374,181.7069612086,-85439.7418042683,4.76156834995506,-2116509.99876257,-4.52426384534389,2.16002495149035,19043359.5238817,132021366.805344,L1_L5,-2116511.91908112,-1.92031855601817,-5.75886389672921,-1491.20289050045
G26,227747,227747.000059579,227746.993,227746.930049507,2394,21073931.4650256,50.9628896763435,181.705502957508,-85439.7434402282,4.76073443729091,-2116363.24454041,-4.5223507249135,2.1599855221271,19043003.0013005,132018895.147958,L1_L5,-2116365.18195826,-1.93741784989834,-5.78152768861095,-1504.66781043779
G26,227748,227748.000059089,227747.993,227747.930050695,2394,21073428.2938224,50.9713102563417,181.704044129377,-85439.745076188,4.75990042079707,-2116216.47039509,-4.52032368404275,2.16000724017373,19042646.3464083,132016423.987798,L1_L5,-2116218.66811718,-2.19772208994254,-6.12232372163471,-1707.14016473636
G26,227749,227749.0000586,227748.993,227748.930051884,2394,21072925.2136067,50.9797310761479,181.702584723575,-85439.7467121479,4.75906630048972,-2116069.83914551,-4.51823308743496,2.16003000946954,19042289.79412,132013953.241612,L1_L5,-2116072.14265991,-2.30351440934464,-6.26106558306966,-1789.56891566769
G26,227750,227750.000058111,227749.993,227749.930053073,2394,21072422.224397,50.9881521356529,181.701124739474,-85439.7483481078,4.75823207638756,-2115922.99615841,-4.51585110826162,2.16019791505708,19041933.427908,132011482.824235,L1_L5,-2115925.52213244,-2.52597403200343,-6.55248455373072,-1962.70557032147
G26,227751,227751.000057622,227750.993,227750.930054261,2394,21071919.3262111,50.996573434755,181.699664176443,-85439.7499840676,4.75739774850849,-2115776.57027486,-4.51377077649317,2.16026344676097,19041577.390124,132009013.139109,L1_L5,-2115778.66420075,-2.09392588725314,-5.98753108031894,-1627.05770841439
G26,227752,227752.000057133,227751.993,227751.930055449,2394,21071416.5190668,51.004994973353,181.698203033852,-85439.7516200275,4.75656331687037,-2115629.64153743,-4.51134427613944,2.16044350573276,19041221.1502508,132006544.201449,L1_L5,-2115632.09940011,-2.45786267751828,-6.46413531296496,-1910.21587840921
G26,227753,227753.000056643,227752.993,227752.930056636,2394,21070913.8029825,51.0134167513381,181.69674131107,-85439.7532559873,4.75572878149185,-2115483.07379823,-4.50927576368863,2.16056122743265,19040865.0422809,132004076.172245,L1_L5,-2115485.49375618,-2.4199579465203,-6.41490693346374,-1880.9685136219
G26,227754,227754.000056154,227753.993,227753.930057824,2394,21070411.1779752,51.0218387686243,181.695279007462,-85439.7548919472,4.75489414238927,-2115336.25265124,-4.5068598066992,2.16068502969165,19040509.2085462,132001608.918996,L1_L5,-2115338.70495413,-2.45230288337916,-6.45762310660774,-1906.34687283093
G26,227755,227755.000055664,227754.993,227754.93005901,2394,21069908.6440635,51.0302610250943,181.693816122399,-85439.756527907,4.7540593995821,-2115189.55118336,-4.50444936475549,2.16082542703671,19040153.375588,131999142.330217,L1_L5,-2115192.00647145,-2.45528808655217,-6.4619129966166,-1908.89556485082
G26,227756,227756.000055175,227755.993,227755.930060197,2394,21069406.2012645,51.0386835206633,181.692352655244,-85439.7581638669,4.75322455308658,-2115042.82603003,-4.50238005437874,2.16093135276062,19039797.6195241,131996676.693086,L1_L5,-2115045.32220707,-2.49617704283446,-6.51583131690242,-1940.92929819927
G26,227757,227757.000054685,227756.993,227756.930061383,2394,21068903.8495968,51.0471062552129,181.690888605367,-85439.7597998267,4.75238960292226,-2114895.98928788,-4.50026637926589,2.16100888207029,19039442.2351186,131994211.913769,L1_L5,-2114898.35741578,-2.36812789505348,-6.34854458934806,-1841.54158740256
G26,227758,227758.000054195,227757.993,227757.930062568,2394,21068401.5890779,51.0555292286504,181.689423972132,-85439.7614357866,4.75155454910617,-2114749.28602579,-4.49814637602834,2.16110484553227,19039086.7160968,131991747.755325,L1_L5,-2114751.61838973,-2.33236393518746,-6.30207612498826,-1813.93393218401
G26,227759,227759.000053705,227758.993,227758.930063753,2394,21067899.4197257,51.0639524408736,181.687958754904,-85439.7630717464,4.75071939165627,-2114602.45382859,-4.49622086596839,2.16123204230882,19038731.5017178,131989284.122921,L1_L5,-2114604.66588757,-2.21205898467451,-6.14486719526062,-1720.53360168047
G26,227760,227760.000053216,227759.993,227759.930064939,2394,21067397.3415574,51.0723758917895,181.686492953047,-85439.7647077063,4.74988413058958,-2114455.76350243,-4.49425193402701,2.16130495157112,19038376.0179037,131986821.207201,L1_L5,-2114458.07400462,-2.31050219666213,-6.27416472276129,-1797.35132331228
G26,227761,227761.000052726,227760.993,227760.930066124,2394,21066895.3545918,51.0807995812798,181.685026565927,-85439.7663436661,4.74904876592566,-2114308.82295535,-4.49246328491331,2.16146345266185,19038021.1457569,131984358.625744,L1_L5,-2114310.96165713,-2.13870178256184,-6.04945170459505,-1663.8457380918
G26,227762,227762.000052237,227761.993,227761.930067309,2394,21066393.4588459,51.0892235092593,181.683559592905,-85439.767979626,4.74821329768077,-2114161.97907399,-4.49055962318255,2.1616777906196,19037666.1710141,131981896.35665,L1_L5,-2114164.0431255,-2.06405150564387,-5.95197493536596,-1605.93323605908
G26,227763,227763.000051747,227762.993,227762.930068493,2394,21065891.6543384,51.0976476756097,181.682092033348,-85439.7696155858,4.74737772587445,-2114015.34707201,-4.48859361034739,2.16179915279017,19037311.2101715,131979434.777484,L1_L5,-2114017.20193211,-1.85486009949818,-5.67817340319113,-1443.26338236941
G26,227764,227764.000051258,227763.993,227763.930069677,2394,21065389.9410862,51.1060720802457,181.680623886614,-85439.7712515457,4.74654205052298,-2113868.56036219,-4.48655933948803,2.16195024826513,19036956.2192799,131976973.9276,L1_L5,-2113870.48204314,-1.92168095242232,-5.76603383206631,-1495.46266334754
G26,227765,227765.000050768,227764.993,227764.93007086,2394,21064888.319108,51.1144967230489,181.679155152068,-85439.7728875055,4.7457062716459,-2113721.8449962,-4.48451069652999,2.16207026873844,19036601.2796119,131974513.867902,L1_L5,-2113723.8022047,-1.9572084932588,-5.81289875025201,-1523.30585810212
G26,227766,227766.000050279,227765.993,227765.930072044,2394,21064386.7884208,51.1229216039338,181.677685829069,-85439.7745234654,4.74487038925948,-2113574.95150872,-4.48246643810436,2.16223144424808,19036246.6231274,131972054.551885,L1_L5,-2113576.93047389,-1.97896517487243,-5.84172301848819,-1540.43081521776
G26,227767,227767.000049789,227766.993,227766.930073227,2394,21063885.3490433,51.1313467227822,181.676215916981,-85439.7761594253,4.74403440338327,-2113428.16652403,-4.48032605739991,2.16237044503121,19035891.7593327,131969595.927416,L1_L5,-2113430.35736301,-2.19083897816017,-6.11979979852924,-1705.64066179703
G26,227768,227768.000049299,227767.993,227767.930074409,2394,21063384.0009929,51.1397720794999,181.674745415163,-85439.7777953851,4.74319831403437,-2113281.52784389,-4.47822734335513,2.16237892528645,19035537.2900332,131967138.000065,L1_L5,-2113283.4810841,-1.95324021298438,-5.80860865170743,-1520.75704218784
G26,227769,227769.000048809,227768.993,227768.930075591,2394,21062882.7442872,51.1481976739854,181.673274322974,-85439.7794313449,4.7423621212307,-2113134.66834671,-4.47601995841515,2.16234879462298,19035182.8396961,131964680.964034,L1_L5,-2113136.67718774,-2.00884103169665,-5.88182284571104,-1564.25476161977
G26,227770,227770.00004832,227769.993,227769.930076774,2394,21062381.5789438,51.1566235061449,181.671802639771,-85439.7810673048,4.74152582498931,-2112987.87648501,-4.47373637211917,2.16227326180957,19034828.2321918,131962224.709821,L1_L5,-2112990.12182087,-2.24533585924655,-6.19229256495426,-1748.70976960753
G26,227771,227771.00004783,227770.993,227770.930077955,2394,21061880.5049813,51.1650495758587,181.670330364916,-85439.7827032646,4.74068942532987,-2112840.9959242,-4.47152743063334,2.1622324650521,19034474.098126,131959769.336946,L1_L5,-2112843.1843965,-2.18847229843959,-6.11805729279519,-1704.60541137107
G26,227772,227772.000047339,227771.993,227771.930079135,2394,21061379.5224175,51.1734758830254,181.668857497769,-85439.7843392245,4.73985292227025,-2112694.18522562,-4.46943506748415,2.16211750690568,19034119.8746114,131957314.896981,L1_L5,-2112696.4278198,-2.24259418435395,-6.18939360544982,-1746.98745156681
G26,227773,227773.000046849,227772.993,227772.930080316,2394,21060878.6312694,51.1819024275591,181.667384037682,-85439.7859751843,4.73901631582674,-2112547.16763802,-4.46741068688595,2.16204114392864,19033766.1116862,131954861.055152,L1_L5,-2112549.30206945,-2.13443143060431,-6.04783861716108,-1662.88737714039
G26,227774,227774.000046359,227773.993,227773.930081497,2394,21060377.831555,51.1903292093499,181.665909984015,-85439.7876111442,4.73817960601802,-2112400.32293229,-4.46543208590882,2.16194506943744,19033412.2816405,131952407.81101,L1_L5,-2112402.33487341,-2.01194111770019,-5.88745091778107,-1567.59848892807
G26,227775,227775.000045869,227774.993,227774.930082677,2394,21059877.1232924,51.1987562282946,181.664435336123,-85439.789247104,4.73734279286212,-2112253.22791696,-4.4635804565038,2.16196505913388,19033058.7655019,131949955.163313,L1_L5,-2112255.14522217,-1.91730520501733,-5.76357720585612,-1494.00314256617
G26,227776,227776.000045379,227775.993,227775.930083857,2394,21059376.5064991,51.2071834842908,181.662960093363,-85439.7908830639,4.73650587637696,-2112106.40857074,-4.46172663932655,2.16187852108241,19032704.8283523,131947502.98799,L1_L5,-2112108.46805138,-2.0594806401059,-5.95046690454577,-1605.03729091614
G26,227777,227777.000044889,227776.993,227776.930085036,2394,21058875.9811931,51.2156109772363,181.66148425509,-85439.7925190237,4.73566885658047,-2111959.46928862,-4.45992914734898,2.16174753799691,19032351.2812269,131945051.362331,L1_L5,-2111961.49234378,-2.02305515948683,-5.9029759144911,-1576.82213688684
G26,227778,227778.000044399,227777.993,227777.930086216,2394,21058375.5473921,51.224038707029,181.660007820659,-85439.7941549835,4.73483173349054,-2111812.70615213,-4.45815900049109,2.16158043545142,19031997.6923733,131942600.227088,L1_L5,-2111814.64986934,-1.94371721427888,-5.79914170655113,-1515.13257920098
G26,227779,227779.000043909,227778.993,227778.930087395,2394,21057875.2051138,51.2324666735661,181.658530789423,-85439.7957909434,4.73399450712514,-2111665.92908709,-4.4564528145158,2.16129165773047,19031644.3461509,131940149.713266,L1_L5,-2111667.65628676,-1.72719966620207,-5.51518375935315,-1346.42863748885
G26,227780,227780.00004342,227779.993,227779.930088574,2394,21057374.9543756,51.2408948767532,181.657053160736,-85439.7974269032,4.73315717750141,-2111518.9970332,-4.45484626625739,2.16114089538447,19031290.8071217,131937699.745977,L1_L5,-2111520.94705106,-1.95001786015928,-5.80801791324142,-1520.40607505091
G26,227781,227781.00004293,227780.993,227780.930089753,2394,21056874.7951963,51.2493233164709,181.655574933952,-85439.7990628631,4.73231974463896,-2111372.26377987,-4.45330308669074,2.16100542497284,19030937.3344278,131935250.11933,L1_L5,-2111374.26303895,-1.99925908399746,-5.87298308369554,-1559.00291813193
G26,227782,227782.00004244,227781.993,227781.930090931,2394,21056374.7275931,51.2577519926246,181.654096108423,-85439.8006988229,4.73148220855493,-2111225.56188907,-4.45186744922098,2.16083791373542,19030584.0911414,131932801.053662,L1_L5,-2111227.44119563,-1.87930655805394,-5.71575532302042,-1465.5913998624
G26,227783,227783.000041951,227782.993,227782.930092109,2394,21055874.7515832,51.266180905121,181.652616683499,-85439.8023347827,4.73064456926634,-2111078.85998109,-4.45045338415599,2.16065680130981,19030230.8186568,131930352.963404,L1_L5,-2111080.74014392,-1.88016283744946,-5.71717155655615,-1466.43280677571
G26,227784,227784.000041461,227783.993,227783.930093287,2394,21055374.8671854,51.2746100538395,181.651136658535,-85439.8039707426,4.7298068267929,-2110931.97030217,-4.44912293810219,2.16051614911837,19029878.0563414,131927905.687397,L1_L5,-2110933.62053535,-1.65023317886516,-5.41541729424761,-1287.15579064631
G26,227785,227785.000040971,227784.993,227784.930094464,2394,21054875.0744171,51.2830394386866,181.64965603288,-85439.8056067024,4.72896898115168,-2110785.14616031,-4.4479231009721,2.16034566193693,19029525.0336898,131925459.103552,L1_L5,-2110786.85289239,-1.70673207845539,-5.48990151115469,-1331.40805092485
G26,227786,227786.000040481,227785.993,227785.930095641,2394,21054375.3732959,51.2914690595587,181.648174805884,-85439.8072426623,4.72813103236067,-2110638.28326384,-4.44674341469655,2.16011986097782,19029172.4687069,131923013.331183,L1_L5,-2110639.71922798,-1.43596413964406,-5.13438960860978,-1120.19276402504
G26,227787,227787.00003999,227786.993,227786.930096816,2394,21053875.7638401,51.2998989163444,181.646692976899,-85439.8088786221,4.72729298043869,-2110491.35071734,-4.44552831708277,2.15993535020751,19028819.5396566,131920568.398726,L1_L5,-2110493.04129643,-1.69057908793911,-5.4692040823499,-1319.11137862837
G26,227788,227788.0000395,227787.993,227787.930097993,2394,21053376.2460664,51.3083290089581,181.645210545269,-85439.8105145819,4.72645482540198,-2110344.43912252,-4.44434555492375,2.15971941631753,19028466.9476005,131918124.509191,L1_L5,-2110346.11805302,-1.67893049912527,-5.45415688960495,-1310.17160161975
G26,227789,227789.00003901,227788.993,227788.930099168,2394,21052876.8199932,51.3167593372878,181.643727510347,-85439.8121505418,4.72561656726941,-2110197.4886851,-4.44336300486165,2.1595395466314,19028114.166925,131915681.11123,L1_L5,-2110199.47512958,-1.98644448677078,-5.85861898864492,-1550.46898034967
G26,227790,227790.00003852,227789.993,227789.930100344,2394,21052377.4856381,51.325189901231,181.642243871479,-85439.8137865016,4.72477820605886,-2110050.49068103,-4.44251882816423,2.15937666301809,19027761.880446,131913238.232854,L1_L5,-2110052.42972775,-1.93904672423378,-5.79661896361083,-1513.63377741658
G26,227791,227791.00003803,227790.993,227790.930101519,2394,21051878.2430189,51.3336207006842,181.640759628012,-85439.8154224615,4.72393974178837,-2109903.66378923,-4.44172215346843,2.15910497975926,19027409.8300177,131910796.057717,L1_L5,-2109905.24001128,-1.57622204301879,-5.31990404541071,-1230.40984737013
G26,227792,227792.000037539,227791.993,227791.930102693,2394,21051379.0921539,51.342051735536,181.639274779296,-85439.8170584213,4.72310117447673,-2109756.72870518,-4.44102185609531,2.15893201966052,19027057.3975136,131908354.393783,L1_L5,-2109758.52412491,-1.79541973210871,-5.60836725426511,-1401.79043683021
G26,227793,227793.000037049,227792.993,227792.930103868,2394,21050880.0330597,51.3504830057,181.637789324674,-85439.8186943811,4.72226250414023,-2109609.85179635,-4.44026599047584,2.15873120936784,19026705.3143591,131905913.016695,L1_L5,-2109611.55065985,-1.69886350212619,-5.48167047460047,-1326.51786093448
G26,227794,227794.000036559,227793.993,227793.930105042,2394,21050381.0657546,51.3589145110643,181.636303263491,-85439.8203303409,4.72142373079772,-2109462.93086116,-4.43955418711181,2.15851121653976,19026353.2269983,131903472.429349,L1_L5,-2109464.67319024,-1.74232908105478,-5.53909912466756,-1360.63713714818
G26,227795,227795.000036069,227794.993,227794.930106217,2394,21049882.1902564,51.3673462515259,181.634816595095,-85439.8219663008,4.72058485446713,-2109316.01340928,-4.43896409404678,2.15833566729725,19026001.4322635,131901032.543586,L1_L5,-2109317.59490168,-1.58149240445346,-5.32781330618906,-1235.10886524409
G26,227796,227796.000035579,227795.993,227795.93010739,2394,21049383.4065827,51.3757782269815,181.633329318829,-85439.8236022606,4.71974587516647,-2109169.01711205,-4.43832482407482,2.15811637970681,19025649.7449746,131898593.714152,L1_L5,-2109170.5009918,-1.48387975664809,-5.19964892325266,-1158.96436285621
G26,227797,227797.000035089,227796.993,227796.930108564,2394,21048884.7147513,51.3842104373274,181.631841434038,-85439.8252382205,4.71890679291374,-2109021.89534331,-4.43765317411554,2.15790909054528,19025298.2952875,131896155.680364,L1_L5,-2109023.26132261,-1.36597929615527,-5.04476263924086,-1066.94395318718
G26,227798,227798.000034598,227797.993,227797.930109736,2394,21048386.1147804,51.3926428824515,181.630352940066,-85439.8268741803,4.71806760772778,-2108874.94515748,-4.43699212184347,2.15767068158673,19024946.8037969,131893718.247553,L1_L5,-2108876.15531745,-1.2101599634625,-4.83994598546313,-945.259115127348
G26,227799,227799.000034108,227798.993,227798.930110909,2394,21047887.6066867,51.4010755622678,181.628863836253,-85439.8285101401,4.71722831962484,-2108727.91715637,-4.43651700498709,2.15753090964434,19024595.2300501,131891281.70081,L1_L5,-2108729.22344575,-1.30628938227892,-4.96663616960812,-1020.52777251975
G26,227800,227800.000033617,227799.993,227799.93011208,2394,21047389.1904889,51.4095084766556,181.627374121944,-85439.8301460999,4.71638892862464,-2108580.83951823,-4.43605013342528,2.15740160263891,19024243.9173106,131888845.868157,L1_L5,-2108582.12246283,-1.28294459311292,-4.93611404650751,-1002.39409277137
G26,227801,227801.000033127,227800.993,227800.930113253,2394,21046890.8662038,51.4179416255281,181.625883796479,-85439.8317820598,4.71554943474348,-2108433.72121478,-4.43556902877962,2.15726346578641,19023892.439852,131886410.826377,L1_L5,-2108435.27811187,-1.556897086557,-5.29690832395103,-1216.74772278075
G26,227802,227802.000032636,227801.993,227801.930114423,2394,21046392.6338501,51.4263750087648,181.624392859201,-85439.8334180196,4.71470983800104,-2108286.63517505,-4.43519408744377,2.15720014134529,19023541.3253167,131883976.532687,L1_L5,-2108288.16276896,-1.52759391488507,-5.25857382733103,-1193.972587423
