svId,iTOW,gpsTOW,rcvTOW,rcvTOW_sat,clkBias_ns,clkDrift_ns,t_tx,WN,geoRange,elevation,azimuth,satClockBias,relBias,rcvClockBias_m,ztd_est_m,ISB_m,pseudorange,carrierPhase,freqLabel,raw_residual,troposphericDelay,pwv,ztd
G26,227717,227716.999074259,227716.993,227716.992,925745,489,227716.929013692,2394,21089069.3277683,50.7103758697,181.749003729024,-85439.6943597962,4.78570740152492,43.1229205484371,-2.46184004298416,2.64709351701858,19053741.1303843,132093337.666846,L1_L5,46.3622090267018,3.23928847826461,0.973989643773692,2508.89269570038
G26,227718,227717.99907377,227717.993,227717.992,926234,489,227717.92901489,2394,21088563.4351561,50.7187892086656,181.74756194129,-85439.6959957561,4.78487650781329,43.0507124290224,-2.46130605589495,2.64726221385071,19053381.6102615,132090846.346187,L1_L5,46.1337196598761,3.08300723085365,0.770800349162179,2388.17469765551
G26,227719,227718.999073281,227718.993,227718.992,926723,489,227718.929016088,2394,21088057.6329944,50.727202790444,181.746119594536,-85439.697631716,4.78404550975396,42.9438843685318,-2.46080667420041,2.64734311002085,19053022.4789072,132088355.456831,L1_L5,46.2035481533967,3.25966378486486,1.0015602176711,2525.27281302991
G26,227720,227719.999072793,227719.993,227719.992,927211,489,227719.929017287,2394,21087551.9213008,50.7356166149438,181.744676688145,-85439.6992676759,4.78321440736387,43.1004455188524,-2.46031904226809,2.64738375947027,19052663.3664674,132085865.279767,L1_L5,46.5016153422184,3.40116982336601,1.18654957264949,2635.1779368963
G26,227721,227720.999072304,227720.993,227720.992,927700,489,227720.929018485,2394,21087046.3000942,50.7440306820488,181.743233221507,-85439.7009036357,4.78238320066247,42.9480313960524,-2.45995757611728,2.64740437993372,19052304.0842924,132083375.741702,L1_L5,46.2396678579971,3.2916364619447,1.04426448819735,2550.64410070406
G26,227722,227721.999071815,227721.993,227721.992,928189,489,227721.929019682,2394,21086540.769392,50.7524449916671,181.741789194005,-85439.7025395956,4.78155188966676,42.9411978201615,-2.45985531037142,2.64750781053157,19051945.078593,132080887.014812,L1_L5,46.1636913768016,3.22249355664009,0.954614655364157,2497.38170631773
G26,227723,227722.999071326,227722.993,227722.992,928678,489,227722.929020879,2394,21086035.3292123,50.7608595436988,181.740344605023,-85439.7041755555,4.78072047439456,42.8623580518805,-2.45977510579992,2.6476351372002,19051586.0835521,132078399.122759,L1_L5,46.0078508593142,3.14549280743375,0.854695225583075,2438.01798072372
G26,227724,227723.999070838,227723.993,227723.992,929166,489,227723.929022077,2394,21085529.9795724,50.7692743380528,181.738899453944,-85439.7058115153,4.7798889548628,43.0302533942597,-2.4596110137607,2.64769962763856,19051227.5066235,132075911.970004,L1_L5,46.4793752157129,3.44912182145321,1.25121535005853,2673.59690579798
G26,227725,227724.999070348,227724.993,227724.992,929656,489,227724.929023272,2394,21085024.7204918,50.7776893746034,181.737453740156,-85439.7074474752,4.77905733109183,42.8364927028197,-2.45948477589774,2.64779398265198,19050868.8866793,132073425.751096,L1_L5,46.2177396388724,3.38124693605273,1.16321158984419,2621.31246938706
G26,227726,227725.999069859,227725.993,227725.992,930145,489,227725.929024468,2394,21084519.5519869,50.7861046532764,181.736007463038,-85439.7090834351,4.77822560309691,43.1033879815608,-2.4594325479647,2.6480379279871,19050510.3289502,132070940.340713,L1_L5,46.2275356827304,3.12414770116956,0.828318070806298,2422.34689271262
G26,227727,227726.99906937,227726.993,227726.992,930634,489,227726.929025664,2394,21084014.4740763,50.7945201739625,181.734560621972,-85439.710719395,4.77739377089675,43.0113283891468,-2.4591601671611,2.64815315473094,19050151.6813611,132068455.730475,L1_L5,46.0568775921129,3.04554920296611,0.726250198133782,2361.70674295826
G26,227728,227727.999068881,227727.993,227727.992,931123,489,227727.929026859,2394,21083509.4867777,50.8029359365618,181.733113216342,-85439.7123553548,4.77656183450918,43.2824810627426,-2.45897058900962,2.64838149517019,19049793.5403306,132065971.752126,L1_L5,46.3021657844074,3.01968472166482,0.692972767370993,2341.93609101796
G26,227729,227728.999068392,227728.993,227728.992,931612,489,227728.929028055,2394,21083004.5901092,50.8113519409744,181.731665245528,-85439.7139913147,4.77572979395196,43.1804244510216,-2.45883809202921,2.64859343110873,19049434.9810204,132063488.134054,L1_L5,46.038544095587,2.85811964456534,0.482584092929287,2216.94082668341
G26,227730,227729.999067903,227729.993,227729.992,932101,489,227729.929029249,2394,21082499.7840886,50.8197681871001,181.730216708912,-85439.7156272746,4.77489764924294,43.2444627316235,-2.45867482655584,2.64883076629384,19049076.9141616,132061004.936951,L1_L5,46.1767257922329,2.93226306060944,0.579805311991422,2274.70150228939
G26,227731,227730.999067414,227730.993,227730.992,932590,489,227730.929030444,2394,21081995.0687339,50.8281846748385,181.728767605872,-85439.7172632344,4.77406540039993,43.3704838033869,-2.45839343742493,2.64917175383106,19048719.0074885,132058522.048234,L1_L5,46.3844272368588,3.01394343347191,0.686888434822186,2338.32129208804
G26,227732,227731.999066925,227731.993,227731.992,933079,489,227731.929031638,2394,21081490.4440631,50.8366014040891,181.727317935791,-85439.7188991943,4.77323304744079,43.2822965553325,-2.45796562961378,2.64942836225401,19048360.7872665,132056039.836563,L1_L5,46.1878957687877,2.90559921345518,0.545906608858477,2254.56174253309
G26,227733,227732.999066436,227732.993,227732.992,933568,489,227732.929032832,2394,21080985.910094,50.8450183747518,181.725867698045,-85439.7205351542,4.77240059038333,43.1673820980343,-2.4574197572225,2.64965484749325,19048002.7254243,132053558.27992,L1_L5,46.059042298235,2.89166020020073,0.528158226602479,2244.01714578859
G26,227734,227733.999065947,227733.993,227733.992,934057,489,227733.929034026,2394,21080481.4668445,50.8534355867259,181.724416892015,-85439.722171114,4.7715680292454,43.2517823981849,-2.45684203517988,2.64990157655892,19047644.9212279,132051077.42998,L1_L5,46.097114907112,2.84533250892703,0.468109656930707,2208.34133358552
G26,227735,227734.999065458,227734.993,227734.992,934546,489,227734.929035219,2394,21079977.1143327,50.8618530399112,181.722965517078,-85439.7238070739,4.77073536404481,43.1875054065804,-2.456143330012,2.65009677878189,19047287.2257997,132048597.490655,L1_L5,46.1532179466449,2.9657125400645,0.625773082870193,2302.01168753158
G26,227736,227735.999064969,227735.993,227735.992,935035,489,227735.929036412,2394,21079472.8525763,50.870270734207,181.721513572612,-85439.7254430338,4.76990259479943,43.293717318724,-2.45523136726094,2.65028527463821,19046929.5887718,132046118.314505,L1_L5,46.1769657153636,2.88324839663962,0.518520292502223,2238.29109554517
G26,227737,227736.99906448,227736.993,227736.992,935524,489,227736.929037605,2394,21078968.6815932,50.8786886695134,181.720061057994,-85439.7270789936,4.76906972152702,43.2696423415515,-2.45415789971646,2.650383246107,19046572.2213587,132043639.830082,L1_L5,46.3795548891649,3.10991254761339,0.815071148487639,2414.47668505418
G26,227738,227737.999063991,227737.993,227737.992,936013,489,227737.929038797,2394,21078464.6014015,50.8871068457286,181.7186079726,-85439.7287149535,4.76823674424555,43.2703060840653,-2.45298436752857,2.65055717379963,19046214.4138564,132041161.932096,L1_L5,46.0512634180486,2.78095733398329,0.385773249953774,2159.42396205044
G26,227739,227738.999063501,227738.993,227738.992,936503,489,227738.929039989,2394,21077960.6120195,50.8955252627442,181.717154315809,-85439.7303509133,4.76740366297364,43.2083617511894,-2.45159513242333,2.65076247322537,19045857.2085612,132038684.977587,L1_L5,45.9345767544583,2.72621500326881,0.314675934045846,2117.18391363068
G26,227740,227739.999063012,227739.993,227739.992,936992,489,227739.92904118,2394,21077456.7134641,50.9039439204766,181.715700086992,-85439.7319868732,4.76657047772743,43.3846101101754,-2.45017703288063,2.65094244809993,19045500.2980875,132036208.844987,L1_L5,46.3216773294844,2.93706721930894,0.590644748373214,2281.14138418595
G26,227741,227740.999062522,227740.993,227740.992,937482,489,227740.929042371,2394,21076952.9057542,50.9123628188079,181.714245285528,-85439.7336228331,4.76573718852648,43.2041836361019,-2.44850551958615,2.65102631600039,19045143.245496,132033733.402847,L1_L5,46.1760221496224,2.97183851352054,0.636546348720123,2308.41225646064
G26,227742,227741.999062033,227741.993,227741.992,937971,490,227741.929043562,2394,21076449.1889066,50.9207819576547,181.712789910788,-85439.7352587929,4.76490379538692,43.3457729072304,-2.44689267815869,2.65119276965179,19044786.1919676,132031258.858884,L1_L5,46.2407583077438,2.89498540051343,0.536551369747501,2249.00364588796
G26,227743,227742.999061543,227742.993,227742.992,938461,490,227742.929044752,2394,21075945.5629403,50.9292013368983,181.711333962148,-85439.7368947528,4.76407029832837,43.207598392119,-2.44528471769668,2.65138911943583,19044429.4141706,132028785.078693,L1_L5,46.1881537539884,2.98055536186944,0.648865350633307,2315.73117181843
G26,227744,227743.999061054,227743.993,227743.992,938950,490,227743.929045943,2394,21075442.0278722,50.9376209564552,181.70987743898,-85439.7385307127,4.76323669736697,43.4465136274164,-2.44353762170342,2.65159707703337,19044072.7278356,132026311.779225,L1_L5,46.4359053545632,2.98939172714678,0.660881415533783,2322.87010746922
G26,227745,227744.999060564,227744.993,227744.992,939440,489,227744.929047132,2394,21074938.5837211,50.9460408162076,181.708420340659,-85439.7401666725,4.76240299252225,43.2652458089806,-2.44161219652021,2.65173005343704,19043716.0716957,132023838.975757,L1_L5,46.3207441051491,3.05549829616844,0.747786359408651,2374.50171958163
G26,227746,227745.999060075,227745.993,227745.992,939929,489,227745.929048322,2394,21074435.230504,50.9544609160716,181.706962666553,-85439.7418026324,4.76156918381038,43.4114147194791,-2.43957496122826,2.65185085037092,19043359.5238817,132021366.805344,L1_L5,46.5251654726453,3.11375075316625,0.824440587818063,2420.04321827599
G26,227747,227746.999059585,227746.993,227746.992,940419,489,227746.929049511,2394,21073931.9682396,50.9628812559292,181.705504416039,-85439.7434385922,4.76073527125092,43.2889058753691,-2.43752433154065,2.65204281904943,19043003.0013005,132018895.147958,L1_L5,46.3640743722208,3.07516849685168,0.774462206828334,2390.35026565199
G26,227748,227747.999059096,227747.993,227747.992,940908,489,227747.9290507,2394,21073428.7969449,50.9713018356961,181.704045588484,-85439.7450745521,4.75990125486005,43.4778855395611,-2.43521610392763,2.65227909113091,19042646.3464083,132016423.987798,L1_L5,46.2794949770905,2.80160943752945,0.417107734393267,2178.04027861641
G26,227749,227748.999058607,227748.993,227748.992,941397,489,227748.929051889,2394,21072925.7166382,50.9797226552626,181.70258618326,-85439.7467105119,4.75906713465651,43.5296946531004,-2.43281835117807,2.65249425173035,19042289.79412,132013953.241612,L1_L5,46.2065312750638,2.67683662196337,0.254312742366533,2081.32117947897
G26,227750,227749.999058118,227749.993,227749.992,941886,489,227749.929053078,2394,21072422.7273375,50.9881437145277,181.701126199738,-85439.7483464718,4.75823291065816,43.6725669796877,-2.43053533928198,2.65279073141597,19041933.427908,132011482.824235,L1_L5,46.2286377870478,2.55607080736012,0.0967215312270572,1987.69372949645
G26,227751,227750.999057629,227750.993,227750.992,942375,489,227750.929054267,2394,21071919.8290606,50.9965650133902,181.699665637286,-85439.7499824317,4.75739858288285,43.6192714439572,-2.42811329756962,2.65299617114701,19041577.390124,132009013.139109,L1_L5,46.4881485379301,2.86887709397291,0.506433753956461,2231.1102903786
G26,227752,227751.999057139,227751.993,227751.992,942865,489,227751.929055454,2394,21071417.0218257,51.0049865517407,181.698204495276,-85439.7516183915,4.75656415134928,43.5034339088337,-2.42577181491844,2.65325775508501,19041221.1502508,132006544.201449,L1_L5,46.1547353384085,2.65130142957481,0.222141315380968,2062.20762200849
G26,227753,227752.99905665,227752.993,227752.992,943354,489,227752.929056642,2394,21070914.3056499,51.0134083294945,181.696742773073,-85439.7532543514,4.75572961607369,43.6111117248826,-2.42340469219919,2.65351551174179,19040865.0422809,132004076.172245,L1_L5,46.1619588555768,2.55084713069424,0.0910741227222597,1984.33851410411
G26,227754,227753.99905616,227753.993,227753.992,943844,489,227753.929057828,2394,21070411.680552,51.0218303465334,181.695280470048,-85439.7548903112,4.75489497707563,43.3830728178911,-2.42109631458789,2.6537190109639,19040509.2085462,132001608.918996,L1_L5,46.0525470911525,2.66947427326141,0.2467518997536,2076.82916238964
G26,227755,227754.999055671,227754.993,227754.992,944333,489,227754.929059015,2394,21069909.1465487,51.0302526027726,181.693817585565,-85439.7565262711,4.75406023437133,43.4781887864052,-2.41880383849581,2.65393932609071,19040153.375588,131999142.330217,L1_L5,46.1526094065048,2.6744206200996,0.253641357422525,2080.92229898425
G26,227756,227755.999055181,227755.993,227755.992,944823,490,227755.929060201,2394,21069406.703659,51.0386750980942,181.692354118994,-85439.7581622309,4.75322538798031,43.4256257786243,-2.41651099862958,2.6541989957157,19039797.6195241,131996676.693086,L1_L5,45.9410583246499,2.51543254602568,0.0458922088638525,1957.49521904149
G26,227757,227756.999054692,227756.993,227756.992,945312,490,227756.929061388,2394,21068904.3518997,51.0470978324132,181.690890069699,-85439.7597981908,4.75239043791883,43.6641102880506,-2.41417953601482,2.65441885986819,19039442.2351186,131994211.913769,L1_L5,46.3074292959645,2.64331900791398,0.213744295808507,2057.2188188618
G26,227758,227757.999054202,227757.993,227757.992,945802,490,227757.929062573,2394,21068402.0912897,51.0555208056117,181.689425437047,-85439.7614341506,4.7515553842064,43.4652303247988,-2.41182368084606,2.65464772842764,19039086.7160968,131991747.755325,L1_L5,46.1482420600951,2.68301173529628,0.266136193452259,2088.34568019285
G26,227759,227758.999053712,227758.993,227758.992,946292,490,227758.929063759,2394,21067899.9218463,51.0639440175963,181.687960220404,-85439.7630701105,4.7507202268601,43.4591806776127,-2.409669499884,2.65487920017539,19038731.5017178,131989284.122921,L1_L5,46.2025309875608,2.74335030994801,0.345581675149421,2135.54550694813
G26,227760,227759.999053223,227759.993,227759.992,946781,490,227759.929064944,2394,21067397.8435867,51.0723674682736,181.686494419132,-85439.7647060703,4.74988496589702,43.5387372228698,-2.40751058900141,2.65507557850295,19038376.0179037,131986821.207201,L1_L5,46.1959931710735,2.65725594820368,0.233229565778213,2068.79532827685
G26,227761,227760.999052733,227760.993,227760.992,947271,490,227760.929066129,2394,21066895.85653,51.0807911575251,181.685028032597,-85439.7663420302,4.74904960133671,43.6247360185799,-2.40552838630607,2.65537517757654,19038021.1457569,131984358.625744,L1_L5,46.4101274404675,2.78539142188757,0.40150907859069,2168.77286861689
G26,227762,227761.999052244,227761.993,227761.992,947760,489,227761.929067314,2394,21066393.9606928,51.0892150852664,181.683561060162,-85439.7679779901,4.74821413319537,43.8193105351055,-2.40341994838449,2.65571993280472,19037666.1710141,131981896.35665,L1_L5,46.7278400091454,2.90852947403992,0.56328050021441,2264.88384826582
G26,227763,227762.999051754,227762.993,227762.992,948250,489,227762.929068498,2394,21065892.1560941,51.0976392513785,181.682093501191,-85439.7696139499,4.74737856149261,43.5556726658718,-2.40124145923822,2.65596646734138,19037311.2101715,131979434.777484,L1_L5,46.6708202264272,3.11514756055534,0.834481581614225,2426.00873270809
G26,227764,227763.999051265,227763.993,227763.992,948739,490,227763.929069682,2394,21065390.4427506,51.1060636557765,181.680625355044,-85439.7712499097,4.74654288624465,43.710198627262,-2.39895433537671,2.65619951827083,19036956.2192799,131976973.9276,L1_L5,46.79468685342,3.084488226158,0.794783631710116,2402.42354802564
G26,227765,227764.999050775,227764.993,227764.992,949229,490,227764.929070866,2394,21064888.8206812,51.1144882983413,181.679156621087,-85439.7728858696,4.7457071074711,43.5024838206984,-2.39668957502471,2.65639752974838,19036601.2796119,131974513.867902,L1_L5,46.5763121433556,3.07382832265723,0.781289380859659,2394.40639854492
G26,227766,227765.999050285,227765.993,227765.992,949719,490,227765.929072048,2394,21064387.2899032,51.1229131789799,181.677687298679,-85439.7745218294,4.74487122518901,43.5051078065607,-2.39438255110281,2.65661202963964,19036246.6231274,131972054.551885,L1_L5,46.5498293349519,3.04472152839121,0.743610520133524,2372.02078692022
G26,227767,227766.999049796,227766.993,227766.992,950208,490,227766.929073232,2394,21063885.8504339,51.1313382975984,181.676217387179,-85439.7761577893,4.74403523941548,43.6547322913047,-2.39195804945089,2.65682540043828,19035891.7593327,131969595.927416,L1_L5,46.5245200581849,2.86978776688019,0.514741690309242,2236.04616776481
G26,227768,227767.999049306,227767.993,227767.992,950698,490,227767.929074414,2394,21063384.5022921,51.1397636540786,181.67474688595,-85439.7777937492,4.74319915017003,43.4283601192757,-2.38957940824811,2.65690531849956,19035537.2900332,131967138.000065,L1_L5,46.5025858907029,3.07422577142724,0.783238207750224,2395.56422765799
G26,227769,227768.999048816,227768.993,227768.992,951188,490,227768.929075596,2394,21062883.2454951,51.1481892483266,181.673275794351,-85439.779429709,4.74236295746977,43.3589650865992,-2.38709057835337,2.65695395390114,19035182.8396961,131964680.964034,L1_L5,46.4082691958174,3.04930410921821,0.751033704955536,2376.4310193222
G26,227770,227769.999048326,227769.993,227769.992,951678,490,227769.929076778,2394,21062382.0800608,51.1566150802397,181.671804111742,-85439.7810656688,4.74152666133268,43.2101182931583,-2.3845582212649,2.6569334663343,19034828.2321918,131962224.709821,L1_L5,46.065422501415,2.85530420825674,0.497079205127556,2225.55260384105
G26,227771,227770.999047836,227770.993,227770.992,952168,490,227770.92907796,2394,21061881.0060069,51.165041149716,181.670331837479,-85439.7827016287,4.74069026177666,43.1851190733184,-2.38210138383312,2.65695812021893,19034474.098126,131959769.336946,L1_L5,46.1046338472515,2.91951477393312,0.581741569189101,2275.8518635476
G26,227772,227771.999047346,227771.993,227771.992,952658,490,227771.929079141,2394,21061380.0233512,51.1734674566539,181.668858970923,-85439.7843375885,4.73985375881958,43.139479282711,-2.37981883353064,2.65696325910598,19034119.8746114,131957314.896981,L1_L5,45.9629980293103,2.82351874659924,0.45626687018943,2201.30534525054
G26,227773,227772.999046856,227772.993,227772.992,953148,490,227772.929080321,2394,21060879.1321116,51.1818940009505,181.667385511429,-85439.7859735484,4.73901715247941,43.2500586496545,-2.37757179890332,2.6569892887767,19033766.1116862,131954861.055152,L1_L5,46.1905354005285,2.94047675087398,0.610145639687817,2292.72717449095
G26,227774,227773.999046366,227773.993,227773.992,953638,490,227773.929081502,2394,21060378.3323059,51.1903207825038,181.665911458356,-85439.7876095082,4.73818044277407,43.2113511941161,-2.37542960571336,2.65703326718839,19033412.2816405,131952407.81101,L1_L5,46.2595184422098,3.04816724809372,0.751900714189445,2376.94612332511
G26,227775,227774.999045876,227774.993,227774.992,954128,490,227774.929082682,2394,21059877.6239517,51.1987478012111,181.664436811059,-85439.7892454681,4.73734362972154,43.4434223412783,-2.37341685060403,2.65721255942781,19033058.7655019,131949955.163313,L1_L5,46.5509567218833,3.10753438060501,0.830276668823698,2423.51052700785
G26,227776,227775.999045386,227775.993,227775.992,954618,490,227775.929083862,2394,21059377.007067,51.2071750569706,181.662961568894,-85439.7908814279,4.73650671333967,43.3758613234274,-2.37138356763756,2.65727614403102,19032704.8283523,131947502.98799,L1_L5,46.3299145684578,2.95405324503032,0.629327504161329,2304.1234258655
G26,227777,227776.999044896,227776.993,227776.992,955108,490,227776.929085042,2394,21058876.4816695,51.2156025496795,181.661485731217,-85439.7925173877,4.73566969364646,43.438629900627,-2.36939031055909,2.65730736479399,19032351.2812269,131945051.362331,L1_L5,46.4074092675,2.96877936687306,0.64911306569518,2315.87834328438
G26,227778,227777.999044406,227777.993,227777.992,955598,490,227777.929086221,2394,21058376.0477769,51.2240302792351,181.660009297382,-85439.7941533476,4.73483257065984,43.3184291549776,-2.36742616952088,2.65733527952153,19031997.6923733,131942600.227088,L1_L5,46.3516707825474,3.03324162756982,0.734192546395387,2366.42541863332
G26,227779,227778.999043916,227778.993,227778.992,956088,490,227778.9290874,2394,21057875.7054072,51.2324582455355,181.658532266743,-85439.7957893074,4.73399534439771,43.2152519444418,-2.36555155890346,2.6572805889924,19031644.3461509,131940149.713266,L1_L5,46.4470404810272,3.23178853658544,0.995327744399432,2521.57000133571
G26,227780,227779.999043426,227779.993,227779.992,956578,490,227779.929088579,2394,21057375.4545779,51.2408864484774,181.657054638655,-85439.7974252673,4.73315801487808,43.271113179121,-2.36384847234935,2.65738691877653,19031290.8071217,131937699.745977,L1_L5,46.2580627920106,2.98694961288957,0.674347354346323,2330.87043631702
G26,227781,227780.999042937,227780.993,227780.992,957067,490,227780.929089758,2394,21056875.2953065,51.249314887967,181.655576412468,-85439.7990612271,4.73232058211803,43.4230994641935,-2.36217312614371,2.65748980186085,19030937.3344278,131935250.11933,L1_L5,46.34365500696,2.92055554276654,0.587621395800569,2279.34516224103
G26,227782,227781.999042447,227781.993,227781.992,957557,490,227781.929090936,2394,21056375.2276117,51.2577435638848,181.654097587538,-85439.800697187,4.73148304613715,43.2652888506954,-2.36065486572744,2.65761174014928,19030584.0911414,131932801.053662,L1_L5,46.2672855141573,3.00199666346191,0.695031970065393,2343.15949615508
G26,227783,227782.999041957,227782.993,227782.992,958047,490,227782.929092114,2394,21055875.2515107,51.2661724761361,181.652618163216,-85439.8023331468,4.73064540695264,43.0568916615559,-2.35917899528496,2.65770745510379,19030230.8186568,131930352.963404,L1_L5,46.0701238871552,3.01323222559933,0.710253385365033,2352.20278155993
G26,227784,227783.999041467,227783.993,227783.992,958537,490,227783.929093291,2394,21055375.3670213,51.2746016246187,181.651138138852,-85439.8039691066,4.72980766458235,43.0730510714558,-2.35781196453208,2.6578498983936,19029878.0563414,131927905.687397,L1_L5,46.2915196702816,3.21846859882577,0.980326304451798,2512.65740679312
G26,227785,227784.999040978,227784.993,227784.992,959026,490,227784.929094469,2394,21054875.5741608,51.283031009238,181.649657513796,-85439.8056050665,4.72896981904346,43.3360336414786,-2.3566696544029,2.6579990295768,19029525.0336898,131925459.103552,L1_L5,46.4607428056188,3.12470916414023,0.857642191290178,2439.76882001449
G26,227786,227785.999040488,227785.993,227785.992,959516,490,227785.929095646,2394,21054375.872948,51.2914606298741,181.648176287402,-85439.8072410263,4.72813187035559,43.2843945328868,-2.35550012505482,2.65809261517159,19029172.4687069,131923013.331183,L1_L5,46.6961944429204,3.41179991003362,1.23534854234617,2664.17018247547
G26,227787,227786.999039997,227786.993,227786.992,960007,490,227786.929096822,2394,21053876.2634005,51.2998904864239,181.646694459019,-85439.8088769861,4.72729381853674,42.9748799445156,-2.35436821421024,2.65824718234966,19028819.5396566,131920568.398726,L1_L5,46.1761207901873,3.20124084567171,0.959177798407705,2500.0927423202
G26,227788,227787.999039507,227787.993,227787.992,960497,490,227787.929097998,2394,21053376.7455352,51.3083205788016,181.645212027993,-85439.810512946,4.72645566360316,43.006008230614,-2.35329436227708,2.65836079521824,19028466.9476005,131918124.509191,L1_L5,46.2011514520273,3.19514322141325,0.951657976030202,2495.62509600645
G26,227789,227788.999039017,227788.993,227788.992,960987,490,227788.929099174,2394,21052877.3193702,51.3167509068959,181.643728993674,-85439.8121489058,4.72561740557365,43.0746504281064,-2.35249022528542,2.65854651847916,19028114.166925,131915681.11123,L1_L5,45.9458622015081,2.87121177340178,0.526369843884354,2242.95463911528
G26,227790,227789.999038527,227789.993,227789.992,961477,490,227789.929100349,2394,21052377.9849234,51.3251814706038,181.64224535541,-85439.8137848657,4.72477904446614,43.16243281821,-2.35186962897415,2.65873336240042,19027761.880446,131913238.232854,L1_L5,46.093051337637,2.93061851942697,0.604907198518218,2289.61493310993
G26,227791,227790.999038037,227790.993,227790.992,961967,490,227790.929101525,2394,21051878.7422125,51.3336122698214,181.640761112548,-85439.8154208255,4.72394058029872,43.0795588937957,-2.35134573561131,2.65878398332492,19027409.8300177,131910796.057717,L1_L5,46.3845551367849,3.30499624298924,1.09756355378106,2582.30992496527
G26,227792,227791.999037546,227791.993,227791.992,962458,490,227791.929102699,2394,21051379.5912557,51.342043304438,181.639276264438,-85439.8170567853,4.72310201309009,42.8328893566964,-2.35092875455398,2.65894245850591,19027057.3975136,131908354.393783,L1_L5,45.9024363942444,3.06954703754802,0.788485636930228,2398.68180895923
G26,227793,227792.999037056,227792.993,227792.992,962948,490,227792.929103873,2394,21050880.5320697,51.3504745743665,181.637790810421,-85439.8186927452,4.72226334285664,42.7629557285633,-2.35051801239439,2.65905310335088,19026705.3143591,131905913.016695,L1_L5,45.9776888075285,3.21473307896517,0.979883771869126,2512.39449113335
G26,227794,227793.999036566,227793.993,227793.992,963438,490,227793.929105048,2394,21050381.5646729,51.3589060794957,181.636304749846,-85439.820328705,4.72142456961712,42.7755706487954,-2.35024504235454,2.65917324916498,19026353.2269983,131903472.429349,L1_L5,45.9569457890466,3.18137514025114,0.936507429674699,2486.62391497071
G26,227795,227794.999036076,227794.993,227794.992,963928,490,227794.929106222,2394,21049882.6890828,51.3673378197225,181.634818082058,-85439.8219646648,4.72058569338949,42.8147722529425,-2.35011732581465,2.65933371075584,19026001.4322635,131901032.543586,L1_L5,46.1370217609219,3.32224950797946,1.12229618977847,2597.00397816177
G26,227796,227795.999035586,227795.993,227795.992,964418,490,227795.929107396,2394,21049383.9053173,51.3757697949431,181.6333308064,-85439.8236006247,4.71974671419179,42.9079048366489,-2.34992094648176,2.65944296126417,19025649.7449746,131898593.714152,L1_L5,46.3327190494165,3.42481421276755,1.25773205862316,2677.46858620943
G26,227797,227796.999035096,227796.993,227796.992,964908,490,227796.929108569,2394,21048885.213394,51.3842020050539,181.631842922217,-85439.8252365845,4.71890763204202,43.1031364945075,-2.34973177653652,2.65954742384886,19025298.2952875,131896155.680364,L1_L5,46.6741756731644,3.57103917865697,1.45064127045931,2792.07902324942
G26,227798,227797.999034605,227797.993,227797.992,965399,490,227797.929109741,2394,21048386.6133312,51.3926344499436,181.630354428855,-85439.8268725443,4.71806844695896,42.8589514791232,-2.34954352750616,2.65962228721734,19024946.8037969,131893718.247553,L1_L5,46.5821758313105,3.72322435218722,1.65143802223448,2911.37557346657
G26,227799,227798.999034115,227798.993,227798.992,965889,490,227798.929110914,2394,21047888.1051457,51.401067129525,181.628865325652,-85439.8285085042,4.71722915895896,43.0039751108702,-2.34960416437037,2.6597835433779,19024595.2300501,131891281.70081,L1_L5,46.6158349732868,3.61185986241662,1.50546037798697,2824.6479286536
G26,227800,227799.999033624,227799.993,227799.992,966380,491,227799.929112086,2394,21047389.688856,51.4095000436782,181.627375611954,-85439.830144464,4.71638976806164,42.8927892804151,-2.34966905385246,2.65997997425785,19024243.9173106,131888845.868157,L1_L5,46.5212112576701,3.62842197725496,1.52781453716166,2837.92889086524
G26,227801,227800.999033134,227800.993,227800.992,966870,491,227800.929113258,2394,21046891.364479,51.4179331923165,181.6258852871,-85439.8317804238,4.71555027428333,43.126584350452,-2.34970591457645,2.66018707017283,19023892.439852,131886410.826377,L1_L5,46.4673497355543,3.34076538510233,1.14973966481371,2613.30858403178
G26,227802,227801.999032643,227801.993,227801.992,967361,491,227801.929114429,2394,21046393.1320333,51.4263665753189,181.624394350434,-85439.8334163837,4.71471067764374,43.0664650480092,-2.34979843592343,2.6604504051064,19023541.3253167,131883976.532687,L1_L5,46.3846877086908,3.31822266068156,1.12057837474593,2595.98339687506
G26,227803,227802.999032152,227802.993,227802.992,967852,491,227802.929115599,2394,21045894.9915362,51.43480019259,181.622902801295,-85439.8350523435,4.71387097816006,43.1156937559056,-2.34999345636865,2.66079898470002,19023190.4661694,131881543.327091,L1_L5,46.4654649761505,3.34977122024496,1.16262548813585,2620.96425702176
G26,227804,227803.999031661,227803.993,227803.992,968343,491,227803.92911677,2394,21045396.9430053,51.443234044027,181.621410639023,-85439.8366883033,4.71303117585018,43.0623995897678,-2.34998845915973,2.66108144557386,19022839.6980545,131879110.876609,L1_L5,46.5453083403409,3.48290875057308,1.33844779876946,2725.42309375276
G26,227805,227804.99903117,227804.993,227804.992,968834,491,227804.92911794,2394,21044898.9864583,51.451668129525,181.619917862958,-85439.8383242631,4.71219127073224,43.1772131867158,-2.35001234067626,2.66141800109093,19022488.9623922,131876678.831794,L1_L5,46.5656202370301,3.38840705031427,1.21453590390654,2651.8050622989
