epoch,constellation,prn,sat_id,C1,C2,C5,C6,C7,C8,D1,D2,D5# /,D6,D7,D8,L1,L1_LLI,L1_SSI,L2,L2_LLI,L2_SSI,L5,L5_LLI,L5_SSI,L6,L7,L8# /,P2,S1,S2,S5,S6,S7,S8
2025-11-25 15:11:40.000000,G,1,G01,23956850.7,23956853.28,23956859.72,,,,-466.254,-363.316,-347.969,,,,125894083.927,0,7,98099278.88,0,6,94011830.122,0,7,,,,23956853.08,42.95,40.7,46.95,,,
2025-11-25 15:11:40.000000,G,2,G02,24607539.38,,,,,,-1556.519,-1212.876,,,,,129313398.618,0,6,100763666.824,0,6,,,,,,,24607540.6,40.35,40.15,,,,
2025-11-25 15:11:40.000000,G,3,G03,23738395.76,23738400.88,23738402.78,,,,3342.805,2604.784,2496.411,,,,124746113.483,0,6,97204786.934,0,6,93154600.618,0,7,,,,23738400.5,39.1,38.55,47.15,,,
2025-11-25 15:11:40.000000,G,10,G10,22422956.66,22422960.58,22422961.14,,,,-3227.802,-2515.175,-2410.112,,,,117833392.003,0,7,91818218.426,0,8,87992469.095,0,8,,,,22422960.8,47.75,48,51.75,,,
2025-11-25 15:11:40.000000,G,16,G16,24317135,,,,,,3968.957,3092.694,,,,,127787406.57,0,6,99574616.944,0,5,,,,,,,24317139.96,36.65,33.2,,,,
2025-11-25 15:11:40.000000,G,25,G25,22884763.04,22884768.36,22884770.5,,,,-2759.531,-2150.286,-2060.686,,,,120260218.635,0,7,93709278.173,0,6,89804726.404,0,7,,,,22884767.82,42.05,41.65,47.75,,,
2025-11-25 15:11:40.000000,G,26,G26,21294277.06,21294280.92,21294281.12,,,,2765.939,2155.279,2065.53,,,,111902243.374,0,8,87196597.57,0,8,83563419.299,0,9,,,,21294280.82,53.7,53.7,57.35,,,
2025-11-25 15:11:40.000000,G,28,G28,20982300.48,20982300.52,20982305.84,,,,-1233.486,-961.159,-921.13,,,,110262721.926,0,8,85919001.123,0,8,82339064.883,0,9,,,,20982300.3,52.25,52.1,57.35,,,
2025-11-25 15:11:40.000000,G,31,G31,20509899.42,20509898.66,,,,,535.986,417.651,,,,,107780278.2,0,8,83984649.188,0,8,,,,,,,20509898.24,53.4,53.45,,,,
2025-11-25 15:11:40.000000,G,32,G32,21550479.82,21550482.46,21550482.62,,,,-726.585,-566.173,-542.485,,,,113248504.872,0,8,88245586.578,0,8,84568689.613,0,8,,,,21550482.12,53.4,53.4,53.1,,,
2025-11-25 15:11:50.000000,G,1,G01,23957742.4,23957744.98,23957751.42,,,,-471.01,-367.022,-351.641,,,,125898769.829,0,7,98102930.203,0,6,94015329.331,0,7,,,,23957744.78,42.3,41.6,46.45,,,
2025-11-25 15:11:50.000000,G,2,G02,24610502.98,,,,,,-1558.105,-1214.11,,,,,129328972.357,0,6,100775802.176,0,6,,,,,,,24610504.2,39.9,38.65,,,,
2025-11-25 15:11:50.000000,G,3,G03,23732036.7,23732041.8,23732043.72,,,,3341.13,2603.48,2494.751,,,,124712696.67,0,6,97178747.894,0,6,93129646.553,0,7,,,,23732041.44,39.25,38.45,47.1,,,
2025-11-25 15:11:50.000000,G,10,G10,22429101.96,22429105.88,22429106.46,,,,-3231.006,-2517.672,-2412.657,,,,117865685.659,0,7,91843382.269,0,7,88016584.449,0,8,,,,22429106.1,46.95,46.65,51.65,,,
2025-11-25 15:11:50.000000,G,16,G16,24309582.28,,,,,,3969.027,3092.758,,,,,127747718.243,0,5,99543691.167,0,5,,,,,,,24309587.22,35.35,35.9,,,,
2025-11-25 15:11:50.000000,G,25,G25,22890018.88,22890024.18,22890026.34,,,,-2763.983,-2153.757,-2063.984,,,,120287838.087,0,7,93730799.783,0,7,89825351.29,0,7,,,,22890023.64,42.3,42.85,47.35,,,
2025-11-25 15:11:50.000000,G,26,G26,21289018.08,21289021.94,21289022.14,,,,2761.682,2151.962,2062.207,,,,111874607.403,0,8,87175063.063,0,8,83542782.081,0,9,,,,21289021.84,53.15,53.25,57.15,,,
2025-11-25 15:11:50.000000,G,28,G28,20984650.36,20984650.42,20984655.74,,,,-1235.782,-962.948,-922.897,,,,110275070.634,0,8,85928623.483,0,8,82348286.309,0,9,,,,20984650.18,52.15,52,57.1,,,
2025-11-25 15:11:50.000000,G,31,G31,20508883.64,20508882.88,,,,,532.023,414.563,,,,,107774940.246,0,8,83980489.742,0,8,,,,,,,20508882.46,53.15,53.3,,,,
2025-11-25 15:11:50.000000,G,32,G32,21551864.78,21551867.42,21551867.6,,,,-728.613,-567.752,-544.179,,,,113255782.873,0,8,88251257.733,0,8,84574124.477,0,8,,,,21551867.08,53.25,53.3,52.85,,,
2025-11-25 15:12:00.000000,G,1,G01,23958643.32,23958645.92,23958652.32,,,,-475.917,-370.848,-355.207,,,,125903504.095,0,7,98106619.211,0,7,94018864.63,0,7,,,,23958645.7,42.45,42.05,46.45,,,
2025-11-25 15:12:00.000000,G,2,G02,24613469.94,,,,,,-1559.753,-1215.395,,,,,129344563.653,0,6,100787951.214,0,6,,,,,,,24613471.14,39.85,38,,,,
2025-11-25 15:12:00.000000,G,3,G03,23725682.16,23725687.24,23725689.14,,,,3338.416,2601.366,2492.948,,,,124679303.332,0,6,97152727.135,0,6,93104709.993,0,7,,,,23725686.86,39.7,40.3,47.5,,,
2025-11-25 15:12:00.000000,G,10,G10,22435254.02,22435257.94,22435258.52,,,,-3234.755,-2520.593,-2415.374,,,,117898014.745,0,7,91868573.719,0,7,88040726.25,0,8,,,,22435258.16,46.85,47.2,51.9,,,
2025-11-25 15:12:00.000000,G,16,G16,24302029.18,,,,,,3970.364,3093.802,,,,,127708027.567,0,5,99512763.482,0,5,,,,,,,24302034.34,34.35,32.95,,,,
2025-11-25 15:12:00.000000,G,25,G25,22895283.3,22895288.6,22895290.78,,,,-2768.532,-2157.302,-2067.322,,,,120315502.638,0,7,93752356.531,0,7,89846009.821,0,7,,,,22895288.06,42.85,42.55,47.4,,,
2025-11-25 15:12:00.000000,G,26,G26,21283767.6,21283771.44,21283771.64,,,,2757.174,2148.448,2058.923,,,,111847015.894,0,8,87153563.203,0,8,83522178.044,0,9,,,,21283771.34,53.3,53.3,57.5,,,
2025-11-25 15:12:00.000000,G,28,G28,20987004.88,20987004.94,20987010.28,,,,-1238.357,-964.954,-924.712,,,,110287443.696,0,8,85938264.824,0,8,82357525.923,0,9,,,,20987004.7,52.2,52.1,57.3,,,
2025-11-25 15:12:00.000000,G,31,G31,20507875.72,20507874.96,,,,,527.782,411.259,,,,,107769643.635,0,8,83976362.513,0,8,,,,,,,20507874.54,53.2,53.2,,,,
2025-11-25 15:12:00.000000,G,32,G32,21553254.24,21553256.88,21553257.08,,,,-731.124,-569.708,-545.945,,,,113263084.458,0,8,88256947.268,0,8,84579576.938,0,8,,,,21553256.54,53.2,53.05,53.05,,,
2025-11-25 15:12:10.000000,G,1,G01,23959553.48,23959556.1,23959562.48,,,,-480.921,-374.744,-359.118,,,,125908287.053,0,7,98110346.175,0,7,94022436.306,0,7,,,,23959555.88,42.55,42.35,45.8,,,
2025-11-25 15:12:10.000000,G,2,G02,24616440.28,,,,,,-1561.949,-1217.105,,,,,129360172.824,0,6,100800114.175,0,5,,,,,,,24616441.48,39.7,35.6,,,,
2025-11-25 15:12:10.000000,G,3,G03,23719332.16,23719337.24,23719339.14,,,,3335.335,2598.964,2490.726,,,,124645933.923,0,6,97126725.021,0,6,93079791.288,0,7,,,,23719336.86,39.8,39.9,46.95,,,
2025-11-25 15:12:10.000000,G,10,G10,22441412.84,22441416.78,22441417.36,,,,-3238.323,-2523.372,-2418.255,,,,117930379.531,0,7,91893792.998,0,7,88064894.727,0,8,,,,22441417,46.8,46.15,51.35,,,
2025-11-25 15:12:10.000000,G,16,G16,24294475.68,,,,,,3970.436,3093.857,,,,,127668335.115,0,5,99481834.407,0,5,,,,,,,24294480.96,33.35,33.25,,,,
2025-11-25 15:12:10.000000,G,25,G25,22900556.36,22900561.64,22900563.84,,,,-2773.448,-2161.133,-2071.082,,,,120343212.529,0,7,93773948.611,0,7,89866702.223,0,7,,,,22900561.1,42.95,43,46.55,,,
2025-11-25 15:12:10.000000,G,26,G26,21278525.66,21278529.5,21278529.7,,,,2752.203,2144.576,2055.215,,,,111819469.355,0,8,87132098.378,0,8,83501607.593,0,9,,,,21278529.4,53.3,53.25,57,,,
2025-11-25 15:12:10.000000,G,28,G28,20989364.1,20989364.16,20989369.5,,,,-1241.193,-967.165,-926.854,,,,110299841.468,0,8,85947925.419,0,8,82366783.988,0,9,,,,20989363.94,52.05,51.85,56.75,,,
2025-11-25 15:12:10.000000,G,31,G31,20506875.76,20506875,,,,,523.187,407.679,,,,,107764388.752,0,8,83972267.799,0,8,,,,,,,20506874.58,53.25,53.15,,,,
2025-11-25 15:12:10.000000,G,32,G32,21554648.26,21554650.9,21554651.12,,,,-733.942,-571.903,-548.114,,,,113270410.072,0,8,88262655.532,0,8,84585047.359,0,8,,,,21554650.56,52.9,52.8,52.6,,,
2025-11-25 15:12:20.000000,G,1,G01,23960473.46,23960476.08,23960482.44,,,,-485.942,-378.659,-362.88,,,,125913121.512,0,7,98114113.253,0,7,94026046.436,0,7,,,,23960475.88,42.55,42.7,45.1,,,
2025-11-25 15:12:20.000000,G,2,G02,24619414.58,,,,,,-1564.08,-1218.769,,,,,129375802.689,0,6,100812293.248,0,6,,,,,,,24619415.78,39.4,37.65,,,,
2025-11-25 15:12:20.000000,G,3,G03,23712987.26,23712992.32,23712994.22,,,,3332.793,2596.983,2488.719,,,,124612591.366,0,6,97100743.834,0,6,93054892.657,0,7,,,,23712991.94,40.35,40.6,46.65,,,
2025-11-25 15:12:20.000000,G,10,G10,22447579.02,22447582.96,22447583.56,,,,-3242.338,-2526.501,-2421.202,,,,117962782.829,0,7,91919042.28,0,7,88089091.946,0,8,,,,22447583.18,46.6,46.7,50.45,,,
2025-11-25 15:12:20.000000,G,16,G16,24286922.4,,,,,,3969.382,3093.03,,,,,127628643.819,0,5,99450906.203,0,5,,,,,,,24286927.92,32.5,31.95,,,,
2025-11-25 15:12:20.000000,G,25,G25,22905838.56,22905843.84,22905846.06,,,,-2778.389,-2164.981,-2074.612,,,,120370970.52,0,7,93795578.182,0,7,89887430.54,0,7,,,,22905843.3,42.4,42.8,45.65,,,
2025-11-25 15:12:20.000000,G,26,G26,21273292.82,21273296.68,21273296.88,,,,2747.205,2140.681,2051.646,,,,111791970.714,0,8,87110670.883,0,8,83481072.905,0,9,,,,21273296.56,53.4,53.5,56.25,,,
2025-11-25 15:12:20.000000,G,28,G28,20991728.56,20991728.62,20991733.96,,,,-1243.991,-969.345,-928.87,,,,110312266.736,0,8,85957607.44,0,8,82376062.586,0,9,,,,20991728.4,52.5,52.15,56,,,
2025-11-25 15:12:20.000000,G,31,G31,20505884.24,20505883.5,,,,,518.604,404.106,,,,,107759178.371,0,8,83968207.764,0,8,,,,,,,20505883.08,53.35,53.45,,,,
2025-11-25 15:12:20.000000,G,32,G32,21556047.42,21556050.06,21556050.28,,,,-736.668,-574.028,-550.058,,,,113277762.595,0,8,88268384.763,0,8,84590537.857,0,8,,,,21556049.72,52.95,52.95,51.9,,,
2025-11-25 15:12:30.000000,G,1,G01,23961402.46,23961405.1,23961411.42,,,,-490.31,-382.063,-366.246,,,,125918003.372,0,7,98117917.271,0,7,94029691.961,0,7,,,,23961404.88,42.55,42.4,46.45,,,
2025-11-25 15:12:30.000000,G,2,G02,24622392,,,,,,-1565.258,-1219.686,,,,,129391449.003,0,6,100824485.142,0,6,,,,,,,24622393.2,39.4,38.35,,,,
2025-11-25 15:12:30.000000,G,3,G03,23706646.74,23706651.78,23706653.68,,,,3330.707,2595.359,2487.266,,,,124579271.756,0,6,97074780.528,0,6,93030011.154,0,8,,,,23706651.4,40.1,40.85,48.05,,,
2025-11-25 15:12:30.000000,G,10,G10,22453751.72,22453755.68,22453756.28,,,,-3245.477,-2528.947,-2423.523,,,,117995220.465,0,7,91944318.318,0,7,88113314.805,0,8,,,,22453755.9,46.75,46.4,51.65,,,
2025-11-25 15:12:30.000000,G,16,G16,24279368.58,,,,,,3969.603,3093.211,,,,,127588949.635,0,5,99419975.791,0,5,,,,,,,24279374.32,33.2,31.05,,,,
2025-11-25 15:12:30.000000,G,25,G25,22911129.12,22911134.36,22911136.62,,,,-2782.32,-2168.046,-2077.729,,,,120398772.458,0,6,93817241.989,0,7,89908191.692,0,7,,,,22911133.82,41.85,42.25,46.7,,,
2025-11-25 15:12:30.000000,G,26,G26,21268068.36,21268072.2,21268072.4,,,,2743.266,2137.611,2048.561,,,,111764516.015,0,8,87089277.628,0,8,83460571.047,0,9,,,,21268072.08,53.6,53.7,57.6,,,
2025-11-25 15:12:30.000000,G,28,G28,20994097.46,20994097.52,20994102.86,,,,-1246.021,-970.926,-930.434,,,,110324715.369,0,8,85967307.669,0,8,82385358.642,0,9,,,,20994097.3,52.3,52.25,57.1,,,
2025-11-25 15:12:30.000000,G,31,G31,20504900.44,20504899.7,,,,,514.944,401.255,,,,,107754008.425,0,8,83964179.231,0,8,,,,,,,20504899.28,53.15,53.2,,,,
2025-11-25 15:12:30.000000,G,32,G32,21557450.92,21557453.56,21557453.78,,,,-738.605,-575.538,-551.568,,,,113285137.987,0,8,88274131.809,0,8,84596045.451,0,8,,,,21557453.22,53.1,53.15,53.05,,,
2025-11-25 15:12:40.000000,G,1,G01,23962340.82,23962343.48,23962349.76,,,,-495.531,-386.131,-370.038,,,,125922934.334,0,7,98121759.555,0,7,94033374.14,0,7,,,,23962343.26,42.45,42.65,45.8,,,
2025-11-25 15:12:40.000000,G,2,G02,24625372.86,,,,,,-1566.948,-1221.002,,,,,129407113.473,0,6,100836691.202,0,6,,,,,,,24625374.08,38.95,38.85,,,,
2025-11-25 15:12:40.000000,G,3,G03,23700310.92,23700315.96,23700317.88,,,,3328.412,2593.57,2485.456,,,,124545976.936,0,6,97048836.532,0,6,93005148.161,0,7,,,,23700315.6,40.4,40.65,47.8,,,
2025-11-25 15:12:40.000000,G,10,G10,22459931.24,22459935.22,22459935.84,,,,-3248.939,-2531.645,-2426.239,,,,118027694.052,0,7,91969622.37,0,7,88137564.528,0,8,,,,22459935.44,46.95,46.8,51.05,,,
2025-11-25 15:12:40.000000,G,16,G16,24271814.64,,,,,,3969.548,3093.165,,,,,127549254.468,0,5,99389044.584,0,5,,,,,,,24271820.56,33.3,32.55,,,,
2025-11-25 15:12:40.000000,G,25,G25,22916428.36,22916433.58,22916435.86,,,,-2786.962,-2171.662,-2081.233,,,,120426619.969,0,7,93838941.309,0,7,89928986.868,0,7,,,,22916433.04,42.2,42,46.2,,,
2025-11-25 15:12:40.000000,G,26,G26,21262852.6,21262856.44,21262856.66,,,,2738.587,2133.965,2045.127,,,,111737107.093,0,8,87067920.036,0,8,83440103.353,0,9,,,,21262856.34,53.85,53.8,56.9,,,
2025-11-25 15:12:40.000000,G,28,G28,20996471.12,20996471.18,20996476.52,,,,-1248.377,-972.762,-932.363,,,,110337189.047,0,8,85977027.41,0,8,82394673.4,0,9,,,,20996470.96,52.25,52.15,56.55,,,
2025-11-25 15:12:40.000000,G,31,G31,20503924.64,20503923.9,,,,,510.826,398.047,,,,,107748880.57,0,8,83960183.501,0,8,,,,,,,20503923.48,53.1,53.15,,,,
2025-11-25 15:12:40.000000,G,32,G32,21558859.12,21558861.76,21558862,,,,-741.062,-577.452,-553.5,,,,113292538.046,0,8,88279898.073,0,8,84601571.452,0,8,,,,21558861.42,53.15,53.05,52.4,,,
2025-11-25 15:12:50.000000,G,1,G01,23963288.56,23963291.22,23963297.46,,,,-500.451,-389.965,-374.043,,,,125927914.694,0,7,98125640.32,0,7,94037093.242,0,7,,,,23963291,42.85,42.1,45.7,,,
2025-11-25 15:12:50.000000,G,2,G02,24628357.28,,,,,,-1569.693,-1223.143,,,,,129422796.483,0,6,100848911.682,0,6,,,,,,,24628358.5,38.65,38.25,,,,
2025-11-25 15:12:50.000000,G,3,G03,23693979.92,23693984.96,23693986.86,,,,3325.393,2591.217,2483.181,,,,124512707.415,0,6,97022912.249,0,6,92980304.071,0,8,,,,23693984.58,40.95,40.5,48.05,,,
2025-11-25 15:12:50.000000,G,10,G10,22466117.72,22466121.7,22466122.32,,,,-3253.241,-2534.997,-2429.324,,,,118060203.95,0,7,91994954.719,0,7,88161841.333,0,8,,,,22466121.92,46.8,46.4,50.9,,,
2025-11-25 15:12:50.000000,G,16,G16,24264260.6,,,,,,3968.856,3092.625,,,,,127509558.787,0,5,99358112.969,0,5,,,,,,,24264266.7,33.7,32.2,,,,
2025-11-25 15:12:50.000000,G,25,G25,22921736.32,22921741.56,22921743.82,,,,-2792.279,-2175.805,-2084.994,,,,120454513.405,0,6,93860676.427,0,6,89949816.335,0,7,,,,22921741.02,41.6,41.8,46.1,,,
2025-11-25 15:12:50.000000,G,26,G26,21257645.66,21257649.48,21257649.7,,,,2733.541,2130.033,2041.288,,,,111709744.475,0,8,87046598.528,0,8,83419670.249,0,9,,,,21257649.38,53.85,53.9,56.95,,,
2025-11-25 15:12:50.000000,G,28,G28,20998849.62,20998849.7,20998855.04,,,,-1251.632,-975.298,-934.609,,,,110349688.146,0,8,85986766.96,0,8,82404007.125,0,9,,,,20998849.48,52.4,52.05,56.55,,,
2025-11-25 15:12:50.000000,G,31,G31,20502956.94,20502956.18,,,,,506.047,394.323,,,,,107743795.238,0,8,83956220.909,0,8,,,,,,,20502955.76,53.15,53,,,,
2025-11-25 15:12:50.000000,G,32,G32,21560272.08,21560274.74,21560274.98,,,,-744.117,-579.833,-555.72,,,,113299963.207,0,8,88285683.898,0,8,84607116.195,0,8,,,,21560274.4,53.05,53.2,52.35,,,
2025-11-25 15:13:00.000000,G,1,G01,23964245.5,23964248.18,23964254.38,,,,-504.732,-393.3,-377.093,,,,125932943.324,0,7,98129558.713,0,7,94040848.36,0,7,,,,23964247.96,42.85,42,45.2,,,
2025-11-25 15:13:00.000000,G,2,G02,24631344.96,,,,,,-1570.463,-1223.741,,,,,129438496.742,0,6,100861145.62,0,6,,,,,,,24631346.18,38.5,38.6,,,,
2025-11-25 15:13:00.000000,G,3,G03,23687653.56,23687658.6,23687660.5,,,,3323.783,2589.963,2481.929,,,,124479462.171,0,6,96997006.879,0,6,92955478.089,0,7,,,,23687658.22,40.7,40.75,47.4,,,
2025-11-25 15:13:00.000000,G,10,G10,22472310.82,22472314.82,22472315.44,,,,-3255.846,-2537.025,-2431.338,,,,118092748.895,0,7,92020314.379,0,7,88186144.343,0,8,,,,22472315.04,47.1,47,50.1,,,
2025-11-25 15:13:00.000000,G,16,G16,24256706.32,,,,,,3970.505,3093.906,,,,,127469861.569,0,5,99327180.153,0,5,,,,,,,24256712.5,34.85,32.95,,,,
2025-11-25 15:13:00.000000,G,25,G25,22927052.78,22927057.98,22927060.26,,,,-2795.759,-2178.517,-2087.598,,,,120482451.452,0,6,93882446.301,0,6,89970679.131,0,7,,,,22927057.44,40.7,40.2,45.65,,,
2025-11-25 15:13:00.000000,G,26,G26,21252447.32,21252451.14,21252451.36,,,,2729.896,2127.192,2038.543,,,,111682427.114,0,8,87025312.287,0,8,83399270.942,0,9,,,,21252451.04,53.85,53.9,56.55,,,
2025-11-25 15:13:00.000000,G,28,G28,21001232.74,21001232.82,21001238.14,,,,-1253.181,-976.505,-935.772,,,,110362211.434,0,8,85996525.364,0,8,82413358.926,0,9,,,,21001232.58,52.2,52.1,55.95,,,
2025-11-25 15:13:00.000000,G,31,G31,20501997.1,20501996.36,,,,,502.778,391.775,,,,,107738751.242,0,8,83952290.523,0,8,,,,,,,20501995.92,53.25,53.2,,,,
2025-11-25 15:13:00.000000,G,32,G32,21561689.64,21561692.3,21561692.54,,,,-745.802,-581.146,-556.858,,,,113307412.393,0,8,88291488.444,0,8,84612678.875,0,8,,,,21561691.94,52.8,52.9,51.8,,,
2025-11-25 15:13:10.000000,G,1,G01,23965211.76,23965214.46,23965220.62,,,,-510.692,-397.944,-381.135,,,,125938020.95,0,7,98133515.282,0,6,94044640.07,0,7,,,,23965214.22,42.4,41.15,45.7,,,
2025-11-25 15:13:10.000000,G,2,G02,24634336.08,,,,,,-1572.966,-1225.695,,,,,129454214.965,0,6,100873393.523,0,6,,,,,,,24634337.32,38.45,38.55,,,,
2025-11-25 15:13:10.000000,G,3,G03,23681331.98,23681337.02,23681338.92,,,,3320.774,2587.619,2479.568,,,,124446242.128,0,6,96971121.158,0,6,92930670.939,0,7,,,,23681336.64,39.9,39.6,47.9,,,
2025-11-25 15:13:10.000000,G,10,G10,22478510.76,22478514.76,22478515.4,,,,-3260.34,-2540.527,-2434.482,,,,118125329.642,0,7,92045701.94,0,7,88210474.069,0,8,,,,22478514.98,47.35,47.15,50.4,,,
2025-11-25 15:13:10.000000,G,16,G16,24249151.9,,,,,,3969.627,3093.221,,,,,127430163.704,0,5,99296246.866,0,5,,,,,,,24249158.12,35.25,35.2,,,,
2025-11-25 15:13:10.000000,G,25,G25,22932377.88,22932383.08,22932385.36,,,,-2800.835,-2182.471,-2091.491,,,,120510434.912,0,6,93904251.566,0,6,89991575.832,0,7,,,,22932382.54,40.35,39.7,46.25,,,
2025-11-25 15:13:10.000000,G,26,G26,21247257.78,21247261.58,21247261.82,,,,2724.71,2123.151,2034.649,,,,111655155.928,0,8,87004062.027,0,8,83378906.116,0,9,,,,21247261.48,53.9,53.8,56.95,,,
2025-11-25 15:13:10.000000,G,28,G28,21003620.6,21003620.66,21003626,,,,-1256.313,-978.946,-938.115,,,,110374759.689,0,8,86006303.217,0,8,82422729.368,0,9,,,,21003620.44,52.15,51.85,56.35,,,
2025-11-25 15:13:10.000000,G,31,G31,20501045.28,20501044.54,,,,,497.76,387.865,,,,,107733749.415,0,8,83948392.991,0,8,,,,,,,20501044.12,53.25,53.35,,,,
2025-11-25 15:13:10.000000,G,32,G32,21563111.92,21563114.58,21563114.82,,,,-748.909,-583.566,-559.222,,,,113314886.443,0,8,88297312.367,0,8,84618260.135,0,8,,,,21563114.22,52.9,52.9,52.15,,,
2025-11-25 15:13:20.000000,G,1,G01,23966187.6,23966190.32,23966196.42,,,,-515.131,-401.404,-384.656,,,,125943148.913,0,6,98137511.064,0,6,94048469.372,0,7,,,,23966190.08,41.9,41.8,46.3,,,
2025-11-25 15:13:20.000000,G,2,G02,24637330.84,,,,,,-1574.658,-1227.01,,,,,129469952.449,0,6,100885656.47,0,6,,,,,,,24637332.1,38.1,37.3,,,,
2025-11-25 15:13:20.000000,G,3,G03,23675015.46,23675020.5,23675022.42,,,,3318.285,2585.679,2477.915,,,,124413048.754,0,6,96945256.21,0,6,92905883.713,0,8,,,,23675020.14,40.25,40.4,48.25,,,
2025-11-25 15:13:20.000000,G,10,G10,22484717.76,22484721.76,22484722.4,,,,-3263.687,-2543.136,-2436.909,,,,118157947.486,0,7,92071118.407,0,7,88234831.509,0,8,,,,22484721.98,47.4,47.55,50.6,,,
2025-11-25 15:13:20.000000,G,16,G16,24241597.7,,,,,,3970.237,3093.702,,,,,127390466.822,0,6,99265314.346,0,5,,,,,,,24241603.94,36.4,34.55,,,,
2025-11-25 15:13:20.000000,G,25,G25,22937711.86,22937717.04,22937719.3,,,,-2805.082,-2185.781,-2094.771,,,,120538465.022,0,6,93926093.19,0,6,90012507.381,0,7,,,,22937716.5,40.4,40.3,46.75,,,
2025-11-25 15:13:20.000000,G,26,G26,21242077.3,21242081.12,21242081.34,,,,2720.133,2119.586,2031.329,,,,111627932.42,0,9,86982848.922,0,9,83358576.888,0,9,,,,21242081.02,54.15,54.15,57.35,,,
2025-11-25 15:13:20.000000,G,28,G28,21006013.46,21006013.52,21006018.86,,,,-1258.551,-980.689,-939.801,,,,110387334.235,0,8,86016101.556,0,8,82432119.447,0,9,,,,21006013.3,52.35,52.05,56.65,,,
2025-11-25 15:13:20.000000,G,31,G31,20500101.74,20500101,,,,,493.792,384.772,,,,,107728791.081,0,8,83944529.357,0,8,,,,,,,20500100.58,53.65,53.6,,,,
2025-11-25 15:13:20.000000,G,32,G32,21564539.18,21564541.84,21564542.1,,,,-751.147,-585.311,-560.892,,,,113322386.787,0,8,88303156.783,0,8,84623861.035,0,8,,,,21564541.5,53.05,53.05,52.35,,,
2025-11-25 15:13:30.000000,G,1,G01,23967172.52,23967175.24,23967181.32,,,,-519.799,-405.039,-388.08,,,,125948324.458,0,7,98141543.942,0,6,94052334.19,0,7,,,,23967175,42.35,41.05,46.6,,,
2025-11-25 15:13:30.000000,G,2,G02,24640328.74,,,,,,-1576.138,-1228.165,,,,,129485706.378,0,6,100897932.199,0,6,,,,,,,24640330.04,39.15,36.6,,,,
2025-11-25 15:13:30.000000,G,3,G03,23668703.56,23668708.62,23668710.54,,,,3315.736,2583.691,2476.095,,,,124379879.548,0,6,96919410.073,0,6,92881114.503,0,8,,,,23668708.26,40.15,40.25,48.1,,,
2025-11-25 15:13:30.000000,G,10,G10,22490931.26,22490935.26,22490935.92,,,,-3266.917,-2545.653,-2439.527,,,,118190599.641,0,7,92096561.602,0,7,88259214.584,0,8,,,,22490935.48,47.6,47.25,50.55,,,
2025-11-25 15:13:30.000000,G,16,G16,24234043.26,,,,,,3969.918,3093.45,,,,,127350768.429,0,6,99234380.623,0,6,,,,,,,24234049.5,36.3,37.5,,,,
2025-11-25 15:13:30.000000,G,25,G25,22943054.2,22943059.38,22943061.64,,,,-2809.274,-2189.049,-2098.036,,,,120566539.064,0,6,93947969.025,0,6,90033471.718,0,7,,,,22943058.84,40.55,41.6,46.8,,,
2025-11-25 15:13:30.000000,G,26,G26,21236905.42,21236909.22,21236909.44,,,,2715.535,2116.003,2027.952,,,,111600753.991,0,8,86961670.938,0,8,83338281.318,0,9,,,,21236909.12,53.95,53.85,57.35,,,
2025-11-25 15:13:30.000000,G,28,G28,21008410.8,21008410.86,21008416.2,,,,-1260.861,-982.489,-941.559,,,,110399932.321,0,8,86025918.244,0,8,82441527.104,0,9,,,,21008410.64,52.3,51.95,56.6,,,
2025-11-25 15:13:30.000000,G,31,G31,20499165.96,20499165.22,,,,,489.78,381.646,,,,,107723873.493,0,8,83940697.465,0,8,,,,,,,20499164.8,53.55,53.45,,,,
2025-11-25 15:13:30.000000,G,32,G32,21565970.98,21565973.64,21565973.9,,,,-753.625,-587.242,-562.689,,,,113329910.8,0,8,88309019.633,0,8,84629479.593,0,8,,,,21565973.3,53.25,53.1,52.25,,,
2025-11-25 15:13:40.000000,G,1,G01,23968166.64,23968169.38,23968175.42,,,,-524.87,-408.99,-392.106,,,,125953548.571,0,6,98145614.673,0,6,94056235.309,0,7,,,,23968169.14,41.85,40.9,46.7,,,
2025-11-25 15:13:40.000000,G,2,G02,24643329.94,,,,,,-1577.935,-1229.558,,,,,129501477.777,0,6,100910221.591,0,6,,,,,,,24643331.24,38.7,38.3,,,,
2025-11-25 15:13:40.000000,G,3,G03,23662396.46,23662401.54,23662403.46,,,,3312.859,2581.449,2473.931,,,,124346735.598,0,6,96893583.633,0,6,92856364.172,0,8,,,,23662401.16,40.4,40.1,48.3,,,
2025-11-25 15:13:40.000000,G,10,G10,22497151.48,22497155.48,22497156.14,,,,-3270.48,-2548.43,-2442.374,,,,118223287.05,0,7,92122032.271,0,7,88283623.985,0,8,,,,22497155.7,47.5,47.85,50.75,,,
2025-11-25 15:13:40.000000,G,16,G16,24226488.72,,,,,,3969.584,3093.19,,,,,127311069.437,0,6,99203446.432,0,5,,,,,,,24226494.94,37.1,35.85,,,,
2025-11-25 15:13:40.000000,G,25,G25,22948405.06,22948410.24,22948412.5,,,,-2813.852,-2192.615,-2101.561,,,,120594657.933,0,6,93969879.796,0,6,90054469.536,0,7,,,,22948409.7,40.6,40.7,47.1,,,
