svId,freqId,gpsTOW,rcvTOW,iTOW,clkBias,clkDrift,t_tx,WN,geoRange,satClockBias,rcvClockBias,relBias,biases,pseudorange,rangeDiff,troposphericDelay
G01,L1 C,226305.984229735,226305.992,226306.0,229739,500,226305.90405305,2394,24036365.4140606,106065.759292697,-2329466.84414998,-0.44517467510162,-2435532.158268,21600874.6943201,-2435490.71974047,41.4385275295936
G01,L1 C,226306.984230235,226306.992,226307.0,230239,500,226306.904053653,2394,24036334.4731972,106065.759032818,-2329316.94792098,-0.445087607777596,-2435382.26186619,21600993.5685538,-2435340.90464335,41.357222837396
G01,L1 C,226307.984230735,226307.992,226308.0,230739,500,226307.904054256,2394,24036303.6356437,106065.758772939,-2329167.05169198,-0.445000531009459,-2435232.36546438,21601112.5901371,-2435191.04550651,41.319957873784
G01,L1 C,226308.984231234,226308.992,226309.0,231238,500,226308.904054858,2394,24036272.9013952,106065.75851306,-2329017.45525543,-0.444913444799141,-2435082.76885505,21601231.7090229,-2435041.19237232,41.5764827281237
G01,L1 C,226309.984231734,226309.992,226310.0,231738,500,226309.90405546,2394,24036242.2704468,106065.758253181,-2328867.55902643,-0.444826349148325,-2434932.87245327,21601350.9310743,-2434891.33937249,41.5330807771534
G01,L1 C,226310.984232234,226310.992,226311.0,232238,500,226310.904056062,2394,24036211.7427935,106065.757993303,-2328717.66279743,-0.444739244058947,-2434782.97605149,21601470.2973343,-2434741.44545918,41.5305923097767
G01,L1 C,226311.984232734,226311.992,226312.0,232738,500,226311.904056663,2394,24036181.3184304,106065.757733424,-2328567.76656843,-0.444652129532854,-2434633.07964973,21601589.6613607,-2434591.65706966,41.422580071725
G01,L1 C,226312.984233234,226312.992,226313.0,233238,500,226312.904057264,2394,24036150.9973525,106065.757473545,-2328417.87033943,-0.4445650055719,-2434483.18324797,21601709.124993,-2434441.87235952,41.3108884519897
G01,L1 C,226313.984233733,226313.992,226314.0,233737,500,226313.904057864,2394,24036120.7795549,106065.757213666,-2328268.27390289,-0.444477872178021,-2434333.58663869,21601828.6858578,-2434292.09369707,41.4929416119121
G01,L1 C,226314.984234233,226314.992,226315.0,234237,500,226314.904058465,2394,24036090.6650325,106065.756953787,-2328118.37767389,-0.444390729352899,-2434183.69023695,21601948.2048421,-2434142.46019038,41.2300465679727
G01,L1 C,226315.984234732,226315.992,226316.0,234736,500,226315.904059064,2394,24036060.6537805,106065.756693908,-2327968.78123735,-0.444303577098558,-2434034.09362768,21602067.8128924,-2433992.84088815,41.2527395347133
G01,L1 C,226316.984235232,226316.992,226317.0,235236,499,226316.904059664,2394,24036030.7457938,106065.756434029,-2327818.88261001,-0.444216415416674,-2433884.19482762,21602187.5023304,-2433843.2434634,40.9513642275706
G01,L1 C,226317.984235731,226317.992,226318.0,235735,499,226317.904060262,2394,24036000.9410675,106065.75617415,-2327669.28617347,-0.444129244309274,-2433734.59821837,21602307.2327416,-2433693.7083259,40.8898924705572
G01,L1 C,226318.98423623,226318.992,226319.0,236234,499,226318.90406086,2394,24035971.2395966,106065.755914272,-2327519.68973693,-0.444042063778126,-2433585.00160913,21602427.045797,-2433544.19379957,40.8078095638193
G01,L1 C,226319.98423673,226319.992,226320.0,236734,499,226319.904061459,2394,24035941.641376,106065.755654393,-2327369.79350793,-0.443954873824992,-2433435.10520745,21602547.1243749,-2433394.51700108,40.5882063643076
G01,L1 C,226320.984237229,226320.992,226321.0,237233,499,226320.904062056,2394,24035912.1464008,106065.755394514,-2327220.19707138,-0.4438676744519,-2433285.50859822,21602667.3510005,-2433244.79540033,40.7131978911348
G01,L1 C,226321.984237729,226321.992,226322.0,237733,499,226321.904062654,2394,24035882.754666,106065.755134635,-2327070.30084238,-0.443780465660527,-2433135.61219655,21602787.6121775,-2433095.14248851,40.4697080482729
G01,L1 C,226322.984238228,226322.992,226323.0,238232,500,226322.904063251,2394,24035853.4661665,106065.754874756,-2326920.70680418,-0.443693247452904,-2432986.01798569,21602908.0493225,-2432945.41684407,40.601141620893
G01,L1 C,226323.984238728,226323.992,226324.0,238732,500,226323.904063848,2394,24035824.2808974,106065.754614877,-2326770.81057518,-0.443606019830707,-2432836.12158404,21603028.6026859,-2432795.67821153,40.4433725108393
G01,L1 C,226324.984239227,226324.992,226325.0,239231,500,226324.904064444,2394,24035795.1988537,106065.754354998,-2326621.21413864,-0.443518782795968,-2432686.52497486,21603149.2138444,-2432645.98500922,40.5399656398222
G01,L1 C,226325.984239727,226325.992,226326.0,239731,500,226325.904065041,2394,24035766.2200302,106065.754095119,-2326471.31790964,-0.443431536350361,-2432536.62857322,21603269.9604865,-2432496.25954369,40.3690295363776
G01,L1 C,226326.984240227,226326.992,226327.0,240231,500,226326.904065637,2394,24035737.344422,106065.75383524,-2326321.42168064,-0.443344280495827,-2432386.7321716,21603390.8595039,-2432346.48491816,40.2472534379922
G01,L1 C,226327.984240726,226327.992,226328.0,240730,500,226327.904066232,2394,24035708.5720241,106065.753575362,-2326171.8252441,-0.443257015234315,-2432237.13556244,21603511.8947725,-2432196.6772516,40.4583108448423
G01,L1 C,226328.984241226,226328.992,226329.0,241230,500,226328.904066828,2394,24035679.9028314,106065.753315483,-2326021.9290151,-0.443169740567495,-2432087.23916084,21603633.1092898,-2432046.79354158,40.4456192604266
G01,L1 C,226329.984241726,226329.992,226330.0,241730,500,226329.904067423,2394,24035651.3368388,106065.753055604,-2325872.0327861,-0.443082456497315,-2431937.34275925,21603754.4421195,-2431896.89471925,40.448039998766
G01,L1 C,226330.984242226,226330.992,226331.0,242230,500,226330.904068018,2394,24035622.8740413,106065.752795725,-2325722.1365571,-0.442995163025627,-2431787.44635766,21603875.8854441,-2431746.98859725,40.4577604089864
G01,L1 C,226331.984242726,226331.992,226332.0,242730,500,226331.904068613,2394,24035594.5144339,106065.752535846,-2325572.2403281,-0.442907860154285,-2431637.54995608,21603997.2705547,-2431597.24387924,40.3060768404976
G01,L1 C,226332.984243225,226332.992,226333.0,243229,500,226332.904069206,2394,24035566.2580116,106065.752275967,-2325422.64389156,-0.442820547885238,-2431487.95334698,21604118.8211632,-2431447.4368484,40.5164985735901
G01,L1 C,226333.984243725,226333.992,226334.0,243729,499,226333.9040698,2394,24035538.1047691,106065.752016088,-2325272.74526422,-0.442733226220156,-2431338.05454708,21604240.3719113,-2431297.73285787,40.3216892108321
G01,L1 C,226334.984244224,226334.992,226335.0,244228,499,226334.904070392,2394,24035510.0547015,106065.751756209,-2325123.14882767,-0.442645895161079,-2431188.45793799,21604361.9941354,-2431148.0605661,40.3973718914203
G01,L1 C,226335.984244724,226335.992,226336.0,244728,500,226335.904070986,2394,24035482.1078037,106065.75149633,-2324973.25499701,-0.442558554709683,-2431038.56393479,21604483.740675,-2430998.36712879,40.1968060042709
G01,L1 C,226336.984245223,226336.992,226337.0,245227,500,226336.904071577,2394,24035454.2640707,106065.751236452,-2324823.65856047,-0.442471204868003,-2430888.96732572,21604605.6189287,-2430848.64514195,40.3221837715246
G01,L1 C,226337.984245723,226337.992,226338.0,245727,500,226337.90407217,2394,24035426.5234972,106065.750976573,-2324673.76233147,-0.442383845637712,-2430739.0709242,21604727.8193833,-2430698.70411388,40.3668103171512
G01,L1 C,226338.984246223,226338.992,226339.0,246227,500,226338.904072762,2394,24035398.8860783,106065.750716694,-2324523.86610247,-0.442296477020762,-2430589.17452269,21604849.9473846,-2430548.93869365,40.2358290390112
G01,L1 C,226339.984246723,226339.992,226340.0,246727,500,226339.904073354,2394,24035371.3518087,106065.750456815,-2324373.96987347,-0.442209099019003,-2430439.27812119,21604972.3025179,-2430399.0492908,40.2288303864188
G01,L1 C,226340.984247223,226340.992,226341.0,247227,500,226340.904073946,2394,24035343.9206836,106065.750196936,-2324224.07364447,-0.442121711634296,-2430289.3817197,21605094.7957872,-2430249.12489639,40.2568233045749
G01,L1 C,226341.984247723,226341.992,226342.0,247727,500,226341.904074537,2394,24035316.5926976,106065.749937057,-2324074.17741547,-0.4420343148685,-2430139.48531821,21605217.4526696,-2430099.14002794,40.3452902743593
G01,L1 C,226342.984248223,226342.992,226343.0,248227,500,226342.904075127,2394,24035289.3678458,106065.749677178,-2323924.28118647,-0.441946908723466,-2429989.58891674,21605340.1576449,-2429949.21020082,40.3787159183994
G01,L1 C,226343.984248723,226343.992,226344.0,248727,500,226343.904075718,2394,24035262.2461229,106065.749417299,-2323774.38495747,-0.441859493201052,-2429839.69251528,21605462.9581776,-2429799.28794531,40.4045699671842
G01,L1 C,226344.984249223,226344.992,226345.0,249227,500,226344.904076308,2394,24035235.227524,106065.749157421,-2323624.48872847,-0.441772068303121,-2429689.79611382,21605585.8886795,-2429649.33884446,40.4572693686932
G01,L1 C,226345.984249723,226345.992,226346.0,249727,500,226345.904076898,2394,24035208.3120437,106065.748897542,-2323474.59249947,-0.441684634031525,-2429539.89971238,21605708.8362128,-2429499.47583092,40.4238814599812
G01,L1 C,226346.984250222,226346.992,226347.0,250226,500,226346.904077486,2394,24035181.4996772,106065.748637663,-2323324.99606293,-0.441597190388213,-2429390.3031034,21605831.8988478,-2429349.6008294,40.7022739988752
G01,L1 C,226347.984250722,226347.992,226348.0,250726,500,226347.904078075,2394,24035154.790419,106065.748377784,-2323175.09983393,-0.441509737374865,-2429240.40670198,21605954.970138,-2429199.82028103,40.5864209518768
G01,L1 C,226348.984251222,226348.992,226349.0,251226,500,226348.904078664,2394,24035128.1842643,106065.748117905,-2323025.20360493,-0.441422274993427,-2429090.51030056,21606078.145292,-2429050.03897229,40.471328268759
G01,L1 C,226349.984251722,226349.992,226350.0,251726,500,226349.904079253,2394,24035101.6812077,106065.747858026,-2322875.30737593,-0.441334803245761,-2428940.61389915,21606201.4064406,-2428900.27476707,40.3391320821829
G01,L1 C,226350.984252222,226350.992,226351.0,252226,500,226350.904079841,2394,24035075.2812441,106065.747598147,-2322725.41114693,-0.441247322133722,-2428790.71749776,21606324.7960228,-2428750.48522128,40.23227647366
G01,L1 C,226351.984252722,226351.992,226352.0,252726,500,226351.904080428,2394,24035048.9843684,106065.747338268,-2322575.51491793,-0.441159831659171,-2428640.82109637,21606448.3712754,-2428600.61309305,40.2080033146776
G01,L1 C,226352.984253222,226352.992,226353.0,253226,500,226352.904081016,2394,24035022.7905755,106065.747078389,-2322425.61868893,-0.441072331823965,-2428490.92469499,21606572.1376427,-2428450.65293277,40.271762217395
G01,L1 C,226353.984253722,226353.992,226354.0,253726,500,226353.904081603,2394,24034996.69986,106065.746818511,-2322275.72245993,-0.440984822629966,-2428341.02829362,21606695.9916101,-2428300.70824992,40.3200436984189
G01,L1 C,226354.984254222,226354.992,226355.0,254226,500,226354.904082189,2394,24034970.712217,106065.746558632,-2322125.82623093,-0.440897304079033,-2428191.13189226,21606819.9788972,-2428150.73331979,40.3985724649392
G01,L1 C,226355.984254722,226355.992,226356.0,254726,500,226355.904082776,2394,24034944.8276411,106065.746298753,-2321975.93000193,-0.440809776173022,-2428041.23549091,21606944.1177918,-2428000.70984936,40.5256415493786
G01,L1 C,226356.984255223,226356.992,226357.0,255227,500,226356.904083363,2394,24034919.0461272,106065.746038874,-2321825.73398047,-0.440722238913709,-2427891.03929711,21607068.233303,-2427850.8128242,40.2264729104936
G01,L1 C,226357.984255723,226357.992,226358.0,255727,500,226357.904083948,2394,24034893.3676702,106065.745778995,-2321675.83775147,-0.44063469230313,-2427741.14289578,21607192.5915818,-2427700.77608845,40.3668073252775
G01,L1 C,226358.984256223,226358.992,226359.0,256227,500,226358.904084534,2394,24034867.7922648,106065.745519116,-2321525.94152247,-0.440547136343051,-2427591.24649445,21607316.9543975,-2427550.83786728,40.4086271738634
G01,L1 C,226359.984256724,226359.992,226360.0,256728,500,226359.90408512,2394,24034842.3199058,106065.745259237,-2321375.74550101,-0.440459571035253,-2427441.05030068,21607441.5887387,-2427400.73116711,40.3191335694864
G01,L1 C,226360.984257224,226360.992,226361.0,257228,501,226360.904085704,2394,24034816.9505881,106065.744999358,-2321225.85167035,-0.440371996381766,-2427291.15629772,21607566.3112383,-2427250.63934972,40.5169479986653
G01,L1 C,226361.984257725,226361.992,226362.0,257729,501,226361.90408629,2394,24034791.6843063,106065.744739479,-2321075.6556489,-0.440284412384279,-2427140.96010396,21607691.1519109,-2427100.53239541,40.4277085517533
G01,L1 C,226362.984258225,226362.992,226363.0,258229,500,226362.904086874,2394,24034766.5210553,106065.744479601,-2320925.75702156,-0.440196819044826,-2426991.06130434,21607816.0391406,-2426950.48191475,40.5793895903043
G01,L1 C,226363.984258726,226363.992,226364.0,258730,500,226363.904087458,2394,24034741.46083,106065.744219722,-2320775.5610001,-0.440109216365094,-2426840.8651106,21607941.0901232,-2426800.3707068,40.4944037999958
G01,L1 C,226364.984259226,226364.992,226365.0,259230,500,226364.904088041,2394,24034716.5036249,106065.743959843,-2320625.6647711,-0.440021604347121,-2426690.96870934,21608066.1557639,-2426650.34786105,40.6208482850343
G01,L1 C,226365.984259726,226365.992,226366.0,259730,500,226365.904088624,2394,24034691.649435,106065.743699964,-2320475.7685421,-0.439933982992681,-2426541.07230808,21608191.2056296,-2426500.44380541,40.6285026716068
G01,L1 C,226366.984260226,226366.992,226367.0,260230,500,226366.904089207,2394,24034666.898255,106065.743440085,-2320325.8723131,-0.439846352303632,-2426391.17590683,21608316.3816255,-2426350.51662949,40.6592773403972
G01,L1 C,226367.984260727,226367.992,226368.0,260731,500,226367.90408979,2394,24034642.2500797,106065.743180206,-2320175.67629164,-0.439758712281752,-2426240.97971313,21608441.8390586,-2426200.41102108,40.5686920504086
G01,L1 C,226368.984261227,226368.992,226369.0,261231,500,226368.904090372,2394,24034617.7049037,106065.742920327,-2320025.78006264,-0.439671062929077,-2426091.0833119,21608567.3101726,-2426050.39473112,40.6885807854123
G01,L1 C,226369.984261728,226369.992,226370.0,261732,500,226369.904090954,2394,24034593.2627219,106065.742660448,-2319875.58404118,-0.439583404247293,-2425940.88711823,21608692.83266,-2425900.43006184,40.4570563905872
G01,L1 C,226370.984262228,226370.992,226371.0,262232,500,226370.904091536,2394,24034568.9235289,106065.74240057,-2319725.68781218,-0.439495736238442,-2425790.99071702,21608818.4765312,-2425750.44699777,40.5437192465179
G01,L1 C,226371.984262729,226371.992,226372.0,262733,501,226371.904092117,2394,24034544.6873196,106065.742140691,-2319575.49418906,-0.439408058904209,-2425640.7969217,21608944.369033,-2425600.31828659,40.4786351020448
G01,L1 C,226372.984263229,226372.992,226373.0,263233,501,226372.904092698,2394,24034520.5540887,106065.741880812,-2319425.59796006,-0.43932037224663,-2425490.9005205,21609070.3097673,-2425450.24432142,40.6561990785412
G01,L1 C,226373.98426373,226373.992,226374.0,263734,501,226373.904093279,2394,24034496.5238308,106065.741620933,-2319275.40193861,-0.439232676267394,-2425340.70432686,21609196.3762129,-2425300.14761794,40.5567089226097
G01,L1 C,226374.984264231,226374.992,226375.0,264235,501,226374.90409386,2394,24034472.5965408,106065.741361054,-2319125.20591715,-0.439144970968453,-2425190.50813323,21609322.5962903,-2425150.00025055,40.5078826793469
G01,L1 C,226375.984264731,226375.992,226376.0,264735,501,226375.904094439,2394,24034448.7722133,106065.741101175,-2318975.30968815,-0.43905725635176,-2425040.61173207,21609448.8584575,-2424999.91375581,40.6979762585834
G01,L1 C,226376.984265232,226376.992,226377.0,265236,501,226376.90409502,2394,24034425.0508431,106065.740841296,-2318825.11366669,-0.438969532419,-2424890.41553845,21609575.0906802,-2424849.96016286,40.4553755940869
G01,L1 C,226377.984265732,226377.992,226378.0,265736,501,226377.904095598,2394,24034401.4324248,106065.740581417,-2318675.21743769,-0.438881799172214,-2424740.51913731,21609701.4597126,-2424699.97271217,40.5464251381345
G01,L1 C,226378.984266233,226378.992,226379.0,266237,500,226378.904096178,2394,24034377.9169532,106065.740321538,-2318525.01901789,-0.438794056613093,-2424590.32054537,21609827.9773511,-2424549.93960208,40.3809432899579
G01,L1 C,226379.984266733,226379.992,226380.0,266737,500,226379.904096756,2394,24034354.5044229,106065.74006166,-2318375.12278889,-0.43870630474367,-2424440.42414425,21609954.6945502,-2424399.80987267,40.6142715793103
G01,L1 C,226380.984267234,226380.992,226381.0,267238,500,226380.904097335,2394,24034331.1948287,106065.739801781,-2318224.92676743,-0.438618543565643,-2424290.22795067,21610081.4343649,-2424249.76046381,40.4674868639559
G01,L1 C,226381.984267734,226381.992,226382.0,267738,500,226381.904097912,2394,24034307.9881652,106065.739541902,-2318075.03053843,-0.438530773081045,-2424140.33154956,21610208.3405848,-2424099.64758043,40.6839691330679
G01,L1 C,226382.984268234,226382.992,226383.0,268238,500,226382.904098489,2394,24034284.8844271,106065.739282023,-2317925.13430943,-0.438442993291656,-2423990.43514846,21610335.2133003,-2423949.67112688,40.7640215842985
G01,L1 C,226383.984268735,226383.992,226384.0,268739,500,226383.904099067,2394,24034261.8836091,106065.739022144,-2317774.93828798,-0.438355204199255,-2423840.23895492,21610462.2262457,-2423799.65736345,40.5815914641134
G01,L1 C,226384.984269235,226384.992,226385.0,269239,501,226384.904099643,2394,24034238.9857059,106065.738762265,-2317625.04445732,-0.438267405805881,-2423690.34495218,21610589.3912174,-2423649.59448852,40.7504636514932
G01,L1 C,226385.984269736,226385.992,226386.0,269740,501,226385.90410022,2394,24034216.1907121,106065.738502386,-2317474.84843586,-0.438179598113222,-2423540.14875865,21610716.771455,-2423499.4192571,40.7295015421696
G01,L1 C,226386.984270237,226386.992,226387.0,270241,501,226386.904100797,2394,24034193.4986224,106065.738242507,-2317324.6524144,-0.438091781123235,-2423389.95256513,21610844.2616988,-2423349.2369236,40.7156415246427
G01,L1 C,226387.984270738,226387.992,226388.0,270742,501,226387.904101373,2394,24034170.9094315,106065.737982629,-2317174.45639294,-0.438003954837782,-2423239.75637162,21610971.8686497,-2423199.04078181,40.7155898008496
G01,L1 C,226388.984271239,226388.992,226389.0,271243,501,226388.904101949,2394,24034148.423134,106065.73772275,-2317024.26037148,-0.437916119258735,-2423089.56017811,21611099.3907227,-2423049.03241128,40.5277668298222
G01,L1 C,226389.98427174,226389.992,226390.0,271744,501,226389.904102525,2394,24034126.0397245,106065.737462871,-2316874.06435003,-0.437828274387957,-2422939.36398462,21611227.1025842,-2422898.93714023,40.4268443919718
G01,L1 C,226390.98427224,226390.992,226391.0,272244,501,226390.904103099,2394,24034103.7591977,106065.737202992,-2316724.16812103,-0.4377404202274,-2422789.4675836,21611354.9770818,-2422748.78211585,40.6854677465744
G01,L1 C,226391.984272742,226391.992,226392.0,272746,501,226391.904103675,2394,24034081.5815482,106065.736943113,-2316573.67230711,-0.437652556778671,-2422638.97159767,21611482.9420413,-2422598.63950682,40.3320908457972
G01,L1 C,226392.984273243,226392.992,226393.0,273247,501,226392.90410425,2394,24034059.5067706,106065.736683234,-2316423.47628565,-0.437564684043896,-2422488.7754042,21611611.076268,-2422448.43050267,40.3449015300721
G01,L1 C,226393.984273744,226393.992,226394.0,273748,501,226393.904104824,2394,24034037.5348597,106065.736423355,-2316273.28026419,-0.437476802024861,-2422338.57921075,21611739.1556311,-2422298.37922857,40.1999821737409
G01,L1 C,226394.984274245,226394.992,226395.0,274249,501,226394.904105398,2394,24034015.6658099,106065.736163476,-2316123.08424274,-0.437388910723429,-2422188.3830173,21611867.3846473,-2422148.28116262,40.1018546782434
G01,L1 C,226395.984274745,226395.992,226396.0,274749,501,226395.904105971,2394,24033993.899616,106065.735903598,-2315973.18801374,-0.437301010141553,-2422038.48661632,21611995.7041953,-2421998.19542078,40.2911955439486
G01,L1 C,226396.984275246,226396.992,226397.0,275250,501,226396.904106544,2394,24033972.2362725,106065.735643719,-2315822.99199228,-0.437213100280929,-2421888.2904229,21612124.0383316,-2421848.19794093,40.0924819656648
G01,L1 C,226397.984275747,226397.992,226398.0,275751,501,226397.904107117,2394,24033950.6757741,106065.73538384,-2315672.79597082,-0.43712518114351,-2421738.09422948,21612252.4401748,-2421698.23559931,39.8586301654577
G01,L1 C,226398.984276248,226398.992,226399.0,276252,501,226398.904107689,2394,24033929.2181152,106065.735123961,-2315522.59994936,-0.437037252731167,-2421587.89803607,21612381.0137281,-2421548.20438714,39.6936489269137
G01,L1 C,226399.984276748,226399.992,226400.0,276752,501,226399.904108261,2394,24033907.8632906,106065.734864082,-2315372.70372036,-0.436949315045853,-2421438.00163513,21612509.6719498,-2421398.19134078,39.8102943510748
G01,L1 C,226400.984277249,226400.992,226401.0,277253,501,226400.904108833,2394,24033886.6112948,106065.734604203,-2315222.5076989,-0.436861368089264,-2421287.80544174,21612638.3714937,-2421248.23980108,39.5656406600028
G01,L1 C,226401.98427775,226401.992,226402.0,277754,501,226401.904109404,2394,24033865.4621224,106065.734344324,-2315072.31167745,-0.436773411863354,-2421137.60924836,21612767.3293706,-2421098.13275178,39.4764965805225
G01,L1 C,226402.984278251,226402.992,226403.0,278255,501,226402.904109975,2394,24033844.415768,106065.734084445,-2314922.11565599,-0.436685446369994,-2420987.41305499,21612896.4120515,-2420948.00371649,39.4093384998851
G01,L1 C,226403.984278752,226403.992,226404.0,278756,501,226403.904110546,2394,24033823.4722261,106065.733824566,-2314771.91963453,-0.43659747161105,-2420837.21686162,21613025.6461304,-2420797.82609565,39.3907659766264
G01,L1 C,226404.984279253,226404.992,226405.0,279257,501,226404.904111117,2394,24033802.6314913,106065.733564688,-2314621.72361307,-0.436509487588393,-2420687.02066827,21613155.0055019,-2420647.62598938,39.3946788907051
G01,L1 C,226405.984279754,226405.992,226406.0,279758,501,226405.904111687,2394,24033781.8935583,106065.733304809,-2314471.52759161,-0.436421494303896,-2420536.82447493,21613284.4776717,-2420497.4158866,39.4085883288644
G01,L1 C,226406.984280255,226406.992,226407.0,280259,501,226406.904112257,2394,24033761.2584214,106065.73304493,-2314321.33157016,-0.436333491759422,-2420386.62828159,21613414.0384885,-2420347.21993292,39.4083486688323
G01,L1 C,226407.984280756,226407.992,226408.0,280760,501,226407.904112826,2394,24033740.7260754,106065.732785051,-2314171.1355487,-0.436245479956842,-2420236.43208827,21613543.6680592,-2420197.05801621,39.3740720576607
G01,L1 C,226408.984281257,226408.992,226409.0,281261,501,226408.904113395,2394,24033720.2965147,106065.732525172,-2314020.93952724,-0.436157458898029,-2420086.23589495,21613673.4409311,-2420046.85558363,39.3803113191389
G01,L1 C,226409.984281758,226409.992,226410.0,281762,501,226409.904113964,2394,24033699.9697339,106065.732265293,-2313870.74350578,-0.436069428584853,-2419936.03970165,21613803.3844661,-2419896.58526784,39.4544338048436
G01,L1 C,226410.984282259,226410.992,226411.0,282263,501,226410.904114533,2394,24033679.7457275,106065.732005414,-2313720.54748432,-0.435981389019183,-2419785.84350835,21613933.3909615,-2419746.35476607,39.4887422742322
G01,L1 C,226411.984282759,226411.992,226412.0,282763,501,226411.9041151,2394,24033659.6244901,106065.731745535,-2313570.65125532,-0.435893340202978,-2419635.94710752,21614063.4256564,-2419596.19883374,39.7482737745158
G01,L1 C,226412.98428326,226412.992,226413.0,283264,501,226412.904115667,2394,24033639.6060162,106065.731485657,-2313420.45523387,-0.435805282137934,-2419485.75091424,21614193.6556542,-2419445.95036202,39.8005522214808
G01,L1 C,226413.98428376,226413.992,226414.0,283764,501,226413.904116234,2394,24033619.6903003,106065.731225778,-2313270.55900487,-0.435717214826094,-2419335.85451343,21614323.8721106,-2419295.81818972,40.0363237075508
G01,L1 C,226414.984284261,226414.992,226415.0,284265,501,226414.904116801,2394,24033599.8773369,106065.730965899,-2313120.36298341,-0.435629138269158,-2419185.65832017,21614454.2389181,-2419145.63841885,40.0199013226666
G01,L1 C,226415.984284762,226415.992,226416.0,284766,501,226415.904117368,2394,24033580.1671206,106065.73070602,-2312970.16696195,-0.435541052469081,-2419035.46212692,21614584.701632,-2418995.4654886,39.9966383194551
G01,L1 C,226416.984285262,226416.992,226417.0,285266,501,226416.904117933,2394,24033560.5596458,106065.730446141,-2312820.27073295,-0.43545295742783,-2418885.56572613,21614715.3320773,-2418845.22756843,40.3381577045657
G01,L1 C,226417.984285763,226417.992,226418.0,285767,501,226417.904118499,2394,24033541.054907,106065.730186262,-2312670.07471149,-0.435364853147092,-2418735.3695329,21614846.146448,-2418694.908459,40.4610738973133
G01,L1 C,226418.984286264,226418.992,226419.0,286268,501,226418.904119065,2394,24033521.6528988,106065.729926383,-2312519.87869003,-0.435276739628831,-2418585.17333968,21614976.9728244,-2418544.68007437,40.4932653098367
G01,L1 C,226419.984286765,226419.992,226420.0,286769,501,226419.90411963,2394,24033502.3536156,106065.729666504,-2312369.68266858,-0.435188616874919,-2418434.97714646,21615107.9701432,-2418394.38347244,40.5936740208417
G01,L1 C,226420.984287266,226420.992,226421.0,287270,501,226420.904120195,2394,24033483.157052,106065.729406626,-2312219.48664712,-0.435100484887229,-2418284.78095326,21615239.1112517,-2418244.04580025,40.7351530119777
G01,L1 C,226421.984287767,226421.992,226422.0,287771,501,226421.90412076,2394,24033464.0632023,106065.729146747,-2312069.29062566,-0.435012343667628,-2418134.58476006,21615370.323278,-2418093.73992437,40.8448356948793
G01,L1 C,226422.984288268,226422.992,226423.0,288272,501,226422.904121324,2394,24033445.0720612,106065.728886868,-2311919.0946042,-0.434924193218,-2417984.38856688,21615501.5588271,-2417943.51323407,40.8753328053281
G01,L1 C,226423.984288768,226423.992,226424.0,288772,501,226423.904121887,2394,24033426.183623,106065.728626989,-2311769.1983752,-0.434836033540296,-2417834.49216616,21615632.7808348,-2417793.40278814,41.0893780207261
G01,L1 C,226424.984289269,226424.992,226425.0,289273,501,226424.904122451,2394,24033407.3978822,106065.72836711,-2311619.00235374,-0.434747864636218,-2417684.29597299,21615764.1716909,-2417643.22619127,41.0697817225009
G01,L1 C,226425.98428977,226425.992,226426.0,289774,501,226425.904123014,2394,24033388.7148333,106065.728107231,-2311468.80633229,-0.434659686507727,-2417534.09977983,21615895.7525449,-2417492.96228833,41.1374914995395
G01,L1 C,226426.984290271,226426.992,226427.0,290275,501,226426.904123577,2394,24033370.1344707,106065.727847352,-2311318.61031083,-0.434571499156692,-2417383.90358668,21616027.3055484,-2417342.82892227,41.0746644129977
G01,L1 C,226427.984290772,226427.992,226428.0,290776,501,226427.90412414,2394,24033351.6567889,106065.727587473,-2311168.41428937,-0.434483302584989,-2417233.70739354,21616158.8434749,-2417192.81331397,40.8940795725212
G01,L1 C,226428.984291272,226428.992,226429.0,291276,500,226428.904124701,2394,24033333.2817824,106065.727327595,-2311018.51566203,-0.434395096794583,-2417083.80859453,21616290.4849161,-2417042.79686623,41.0117282937281
G01,L1 C,226429.984291773,226429.992,226430.0,291777,501,226429.904125263,2394,24033315.0094455,106065.727067716,-2310868.32203891,-0.434306881787172,-2416933.61479975,21616422.1939245,-2416892.81552093,40.7992788143456
G01,L1 C,226430.984292273,226430.992,226431.0,292277,501,226430.904125824,2394,24033296.8397727,106065.726807837,-2310718.42580991,-0.434218657564804,-2416783.71839909,21616554.1415124,-2416742.69826036,41.0201387354173
G01,L1 C,226431.984292774,226431.992,226432.0,292778,501,226431.904126385,2394,24033278.7727585,106065.726547958,-2310568.22978845,-0.434130424129177,-2416633.52220599,21616686.0458236,-2416592.72693484,40.7952711521648
G01,L1 C,226432.984293275,226432.992,226433.0,293279,501,226432.904126946,2394,24033260.8083972,106065.726288079,-2310418.033767,-0.434042181482254,-2416483.32601289,21616818.2405065,-2416442.56789068,40.7581222159788
G01,L1 C,226433.984293775,226433.992,226434.0,293779,501,226433.904127506,2394,24033242.9466833,106065.7260282,-2310268.137538,-0.433953929625999,-2416333.42961227,21616950.4697409,-2416292.47694248,40.9526697834954
G01,L1 C,226434.984294276,226434.992,226435.0,294280,501,226434.904128066,2394,24033225.1876112,106065.725768321,-2310117.94151654,-0.433865668562111,-2416183.23341919,21617082.880248,-2416142.3073632,40.9260559929535
