rcvTow,week,leapS,numMeas,recStat,prMes,cpMes,doMes,gnssId,svId,sigId,freqId,locktime,cno,prStdev,cpStdev,doStdev,trkStat,prValid,cpValid,halfCyc,subHalfCyc
230455.004,2394,18,26,1,27967988.475719,112615492.601306,1459.2001953125,2,5,6,0,64500,28,5,0,6,8,False,False,False,True
230455.004,2394,18,26,1,25222563.4302876,132545480.878869,-173.193115234375,2,6,0,0,64500,41,4,0,2,6,False,True,True,False
230455.004,2394,18,26,1,26326066.3812063,138344430.712283,619.706298828125,0,29,0,0,64500,33,5,0,4,8,False,False,False,True
230455.004,2394,18,26,1,27967997.302807,146972830.524044,1904.65295410156,2,5,0,0,64500,40,4,0,2,7,True,True,True,False
230455.004,2394,18,26,1,25820969.6306364,135690058.423802,-1617.3017578125,0,1,0,0,64500,37,5,0,3,7,True,True,True,False
230455.004,2394,18,26,1,26803787.5352858,140854854.061279,-1713.37744140625,0,2,0,0,640,27,8,0,7,9,True,False,False,True
230455.004,2394,18,26,1,23402519.728306,122981073.037808,2147.13354492188,0,3,0,0,64500,39,4,0,2,7,True,True,True,False
230455.004,2394,18,26,1,25164996.3140277,132242974.717264,735.9248046875,2,9,0,0,64500,42,4,0,1,6,False,True,True,False
230455.004,2394,18,26,1,23397450.354407,122954465.425112,3510.63745117188,0,16,0,0,64500,43,4,0,1,6,False,True,True,False
230455.004,2394,18,26,1,25692142.8567977,135013061.491652,-3893.21044921875,0,10,0,0,64500,38,5,0,3,7,True,True,True,False
230455.004,2394,18,26,1,21427018.7867844,112599759.660305,1044.00805664063,0,26,0,0,64500,47,3,0,1,5,True,False,True,False
230455.004,2394,18,26,1,23090234.8492846,121340003.941622,-1765.33679199219,0,28,0,0,64500,39,4,0,2,7,True,True,True,False
230455.004,2394,18,26,1,21778773.275442,114448243.360345,-559.125732421875,0,31,0,0,64500,44,3,0,2,6,False,True,True,False
230455.004,2394,18,26,1,23430273.6356751,123126903.29329,-1612.75183105469,0,32,0,0,64500,41,5,0,2,7,True,True,True,False
230455.004,2394,18,26,1,25986065.5792631,136557610.385498,-3695.05908203125,0,25,0,0,45000,28,6,0,8,9,True,False,False,True
230480.004,2394,18,26,1,28524867.207694,149899157.051099,-2026.17260742188,2,36,0,0,64500,40,4,0,2,6,False,True,True,False
230480.004,2394,18,26,1,27613204.2615508,145108355.130242,-2157.98876953125,2,23,0,0,64500,35,5,0,3,7,True,True,True,False
230480.004,2394,18,26,1,24980170.3038662,131271700.758871,210.05126953125,2,31,0,0,64500,43,4,0,1,6,False,True,True,False
230480.004,2394,18,26,1,29342008.1800063,154192953.394594,-393.922088623047,2,34,0,0,19000,28,7,0,6,8,False,False,False,True
230480.004,2394,18,26,1,26315777.7739397,138290341.48256,-1015.853515625,2,4,0,0,64500,40,4,0,2,6,False,True,True,False
230480.004,2394,18,26,1,25947170.5174876,136352924.718159,2835.55078125,0,4,0,0,33000,37,5,0,3,7,True,True,True,False
230480.004,2394,18,26,1,25223374.3116821,101564068.155363,-131.659423828125,2,6,6,0,64500,32,5,0,5,8,False,False,False,True
230480.004,2394,18,26,1,25161480.9775758,101314852.598836,565.0126953125,2,9,6,0,64500,33,5,0,5,8,False,False,False,True
230480.004,2394,18,26,1,27613194.7093714,111186871.748332,-1653.62353515625,2,23,6,0,64500,29,5,0,7,8,False,False,False,True
230480.004,2394,18,26,1,24980157.9088369,100584747.612115,161.528076171875,2,31,6,0,64500,31,5,0,6,8,False,False,False,True
230480.004,2394,18,26,1,28524859.4335522,114857770.59546,-1552.58178710938,2,36,6,0,64500,29,5,0,6,8,False,False,False,True
230480.004,2394,18,26,1,27958916.3864405,112578963.749537,1463.9560546875,2,5,6,0,64500,28,5,0,6,8,False,False,False,True
230480.004,2394,18,26,1,25161493.6542516,132224564.950577,738.249694824219,2,9,0,0,64500,41,4,0,2,6,False,True,True,False
230480.004,2394,18,26,1,25828670.6278982,135730520.95728,-1619.23388671875,0,1,0,0,64500,36,5,0,3,7,True,True,True,False
230480.004,2394,18,26,1,27958924.6838794,146925157.290234,1910.697265625,2,5,0,0,64500,40,4,0,2,6,False,True,True,False
230480.004,2394,18,26,1,26811932.9763313,140897631.824953,-1706.97875976563,0,2,0,0,10640,29,7,0,6,8,False,False,False,True
230480.004,2394,18,26,1,23392326.3383619,122927507.090538,2138.63061523438,0,3,0,0,64500,39,4,0,2,7,True,True,True,False
230480.004,2394,18,26,1,25710658.9980537,135110356.114605,-3889.58471679688,0,10,0,0,64500,37,5,0,3,7,True,True,True,False
230480.004,2394,18,26,1,23380758.8327669,122866749.702436,3507.78002929688,0,16,0,0,64500,43,4,0,1,6,False,True,True,False
230480.004,2394,18,26,1,26003644.6816586,136649997.571958,-3694.23706054688,0,25,0,0,55000,30,6,0,7,9,True,False,False,True
230480.004,2394,18,26,1,25223385.5145125,132549803.074792,-171.66943359375,2,6,0,0,64500,41,4,0,2,6,False,True,True,False
230480.004,2394,18,26,1,23098630.2422931,121384122.656099,-1763.06616210938,0,28,0,0,64500,39,4,0,2,7,True,True,True,False
230480.004,2394,18,26,1,26323135.253614,138329023.972246,613.5478515625,0,29,0,0,64500,35,5,0,3,8,False,False,False,True
230480.004,2394,18,26,1,21781442.4921579,114462266.806835,-561.5234375,0,31,0,0,64500,44,3,0,1,6,False,True,True,False
230480.004,2394,18,26,1,23437957.6233023,123167280.181246,-1616.033203125,0,32,0,0,64500,40,4,0,2,6,False,True,True,False
230480.004,2394,18,26,1,21422081.8679254,112573813.833477,1032.53295898438,0,26,0,0,64500,47,3,0,1,5,True,False,True,False
230485.004,2394,18,26,1,24979971.0362002,131270655.161306,208.496566772461,2,31,0,0,64500,43,4,0,1,6,False,True,True,False
230485.004,2394,18,26,1,29342383.4502892,154194930.058897,-396.205810546875,2,34,0,0,21000,30,7,0,7,8,False,False,False,True
230485.004,2394,18,26,1,28526795.3738308,149909289.245342,-2026.14428710938,2,36,0,0,64500,40,4,0,2,6,False,True,True,False
230485.004,2394,18,26,1,26316744.8672405,138295423.187359,-1016.05712890625,2,4,0,0,64500,40,4,0,2,6,False,True,True,False
230485.004,2394,18,26,1,27957098.0865954,112571642.849549,1465.38842773438,2,5,6,0,64500,29,5,0,6,7,True,True,True,False
230485.004,2394,18,26,1,25160778.9565725,101312025.064099,565.233337402344,2,9,6,0,64500,33,5,0,5,8,False,False,False,True
230485.004,2394,18,26,1,27615248.1471313,111195140.882337,-1654.17126464844,2,23,6,0,64500,29,5,0,5,7,True,True,True,False
230485.004,2394,18,26,1,24979959.0811956,100583946.474574,158.986328125,2,31,6,0,64500,32,5,0,5,8,False,False,False,True
230485.004,2394,18,26,1,28526787.7105328,114865534.188922,-1552.52087402344,2,36,6,0,64500,30,5,0,6,8,False,False,False,True
230485.004,2394,18,26,1,27615257.4939565,145119147.074269,-2158.06787109375,2,23,0,0,64500,35,5,0,3,7,True,True,True,False
230485.004,2394,18,26,1,25223538.2223452,101564727.547612,-131.451416015625,2,6,6,0,64500,32,5,0,5,8,False,False,False,True
230485.004,2394,18,26,1,25944473.0491484,136338745.97786,2836.22387695313,0,4,0,0,35000,37,5,0,3,7,True,True,True,False
230485.004,2394,18,26,1,25160791.6706616,132220874.802351,738.40185546875,2,9,0,0,64500,42,4,0,1,6,False,True,True,False
230485.004,2394,18,26,1,25830210.7892114,135738616.85024,-1619.04150390625,0,1,0,0,64500,38,5,0,2,7,True,True,True,False
230485.004,2394,18,26,1,25223549.6576823,132550663.642291,-171.88427734375,2,6,0,0,64500,41,4,0,2,6,False,True,True,False
230485.004,2394,18,26,1,26813556.5668562,140906165.30228,-1706.10815429688,0,2,0,0,12640,28,6,0,5,7,True,True,True,False
230485.004,2394,18,26,1,23390292.7720724,122916819.479675,2136.43798828125,0,3,0,0,64500,39,4,0,2,7,True,True,True,False
230485.004,2394,18,26,1,25714360.1387005,135129804.5884,-3889.47729492188,0,10,0,0,64500,37,5,0,3,7,True,True,True,False
230485.004,2394,18,26,1,26007159.7906993,136668471.007467,-3694.275390625,0,25,0,0,57000,30,7,0,7,9,True,False,False,True
230485.004,2394,18,26,1,23377422.0409401,122849214.660203,3506.91430664063,0,16,0,0,64500,43,3,0,1,6,False,True,True,False
230485.004,2394,18,26,1,23100307.9954321,121392938.716446,-1762.91381835938,0,28,0,0,64500,39,4,0,2,7,True,True,True,False
230485.004,2394,18,26,1,26322552.7562717,138325960.729781,612.2685546875,0,29,0,0,64500,36,5,0,3,7,True,True,True,False
230485.004,2394,18,26,1,21781977.3439841,114465077.942071,-562.26318359375,0,31,0,0,64500,43,4,0,1,6,False,True,True,False
230485.004,2394,18,26,1,23439495.9700022,123175365.325575,-1617.35327148438,0,32,0,0,64500,40,4,0,2,7,True,True,True,False
230485.004,2394,18,26,1,27957106.4052538,146915602.949021,1911.23522949219,2,5,0,0,64500,39,4,0,2,6,False,True,True,False
230485.004,2394,18,26,1,21421100.457768,112568658.469134,1030.12133789063,0,26,0,0,64500,47,3,0,1,5,True,False,True,False
230505.004,2394,18,26,1,28534515.2976686,149949860.987578,-2031.26342773438,2,36,0,0,64500,40,4,0,2,7,True,True,True,False
230505.004,2394,18,26,1,27623485.9579727,145162389.785496,-2166.46704101563,2,23,0,0,64500,35,5,0,3,7,True,True,True,False
230505.004,2394,18,26,1,24979198.1519567,131266591.09278,197.797119140625,2,31,0,0,64500,43,4,0,1,6,False,True,True,False
230505.004,2394,18,26,1,29343749.2493757,154202942.539525,-405.936279296875,2,34,0,0,29000,31,7,0,5,8,False,False,False,True
230505.004,2394,18,26,1,26320621.4453963,138315792.885295,-1020.82757568359,2,4,0,0,64500,39,4,0,2,7,True,True,True,False
230505.004,2394,18,26,1,25933677.6502152,136282010.385838,2836.9619140625,0,4,0,0,43000,33,5,0,4,8,False,False,False,True
230505.004,2394,18,26,1,25224200.7075069,101567395.847216,-135.718994140625,2,6,6,0,64500,32,5,0,5,8,False,False,False,True
230505.004,2394,18,26,1,25157974.9099815,101300734.660405,562.92578125,2,9,6,0,64500,33,5,0,4,8,False,False,False,True
230505.004,2394,18,26,1,27623477.2340505,111228274.807685,-1659.60534667969,2,23,6,0,64500,29,5,0,6,7,True,True,True,False
230505.004,2394,18,26,1,24979185.5323083,100580832.437063,151.04541015625,2,31,6,0,64500,31,5,0,5,8,False,False,False,True
230505.004,2394,18,26,1,28534508.1383329,114896621.458101,-1556.29150390625,2,36,6,0,64500,30,5,0,6,8,False,False,False,True
230505.004,2394,18,26,1,27949823.3503393,112542349.688777,1464.03527832031,2,5,6,0,64500,29,5,0,6,8,False,False,False,True
230505.004,2394,18,26,1,25157987.6498969,132206139.872281,735.267761230469,2,9,0,0,64500,42,4,0,2,6,False,True,True,False
230505.004,2394,18,26,1,25836384.476687,135771064.200575,-1625.85693359375,0,1,0,0,64500,37,5,0,3,7,True,True,True,False
230505.004,2394,18,26,1,27949832.8380227,146877372.79999,1911.21472167969,2,5,0,0,64500,39,5,0,2,7,True,True,True,False
230505.004,2394,18,26,1,25224212.591873,132554145.992298,-176.423828125,2,6,0,0,64500,40,4,0,2,6,False,True,True,False
230505.004,2394,18,26,1,26820047.7830309,140940277.988984,-1705.96044921875,0,2,0,0,20640,27,6,0,7,8,False,False,False,True
230505.004,2394,18,26,1,23382183.3197278,122874207.325848,2124.1845703125,0,3,0,0,64500,38,4,0,2,7,True,True,True,False
230505.004,2394,18,26,1,23364089.8919879,122779154.847591,3498.89526367188,0,16,0,0,64500,43,3,0,1,6,False,True,True,False
230505.004,2394,18,26,1,26021229.2745906,136742404.093855,-3698.61547851563,0,25,0,0,64500,31,7,0,6,9,True,False,False,True
230505.004,2394,18,26,1,25729166.6243015,135207615.873637,-3891.3623046875,0,10,0,0,64500,30,7,0,7,9,True,False,False,True
230505.004,2394,18,26,1,23107024.2254636,121428230.063595,-1766.2705078125,0,28,0,0,64500,40,4,0,2,7,True,True,True,False
230505.004,2394,18,26,1,26320243.118603,138313821.435871,601.703369140625,0,29,0,0,64500,34,5,0,3,7,True,True,True,False
230505.004,2394,18,26,1,21784131.1598637,114476396.871573,-569.4150390625,0,31,0,0,64500,42,4,0,1,6,False,True,True,False
230505.004,2394,18,26,1,23445666.1416778,123207791.231213,-1625.443359375,0,32,0,0,64500,42,4,0,1,6,False,True,True,False
230505.004,2394,18,26,1,21417207.7325767,112548202.717341,1015.291015625,0,26,0,0,64500,47,3,0,1,5,True,False,True,False
230510.004,2394,18,26,1,28536448.2196179,149960022.148818,-2033.78784179688,2,36,0,0,64500,40,5,0,2,7,True,True,True,False
230510.004,2394,18,26,1,27625548.1015765,145173226.677022,-2169.37133789063,2,23,0,0,64500,35,5,0,3,7,True,True,True,False
230510.004,2394,18,26,1,24979011.9454297,131265612.23665,193.579833984375,2,31,0,0,64500,43,4,0,1,6,False,True,True,False
230510.004,2394,18,26,1,29344131.835488,154204979.388884,-408.980224609375,2,34,0,0,31000,30,7,0,7,9,True,False,False,True
230510.004,2394,18,26,1,26321593.5446759,138320903.599683,-1023.41156005859,2,4,0,0,64500,39,4,0,2,6,False,True,True,False
230510.004,2394,18,26,1,28536441.8844909,114904407.291687,-1558.55932617188,2,36,6,0,64500,30,6,0,7,9,True,False,False,True
230510.004,2394,18,26,1,25224369.6848756,101568076.371499,-136.874755859375,2,6,6,0,64500,32,5,0,4,8,False,False,False,True
230510.004,2394,18,26,1,25157276.716858,101297922.806457,561.365234375,2,9,6,0,64500,33,5,0,4,8,False,False,False,True
230510.004,2394,18,26,1,27625539.5312859,111236578.379271,-1662.0908203125,2,23,6,0,64500,29,5,0,6,8,False,False,False,True
230510.004,2394,18,26,1,24978999.5424431,100580082.385279,148.024658203125,2,31,6,0,64500,31,5,0,5,8,False,False,False,True
230510.004,2394,18,26,1,25930978.8804388,136267828.97582,2835.04272460938,0,4,0,0,45000,33,5,0,4,8,False,False,False,True
230510.004,2394,18,26,1,27948005.3880512,112535029.724012,1463.30200195313,2,5,6,0,64500,29,5,0,6,8,False,False,False,True
230510.004,2394,18,26,1,25157289.6312756,132202470.170146,732.8017578125,2,9,0,0,64500,42,4,0,1,6,False,True,True,False
230510.004,2394,18,26,1,27948013.9112262,146867819.671854,1909.47436523438,2,5,0,0,64500,38,5,0,3,7,True,True,True,False
230510.004,2394,18,26,1,25224381.6695455,132555034.163554,-179.194580078125,2,6,0,0,64500,40,4,0,2,6,False,True,True,False
230510.004,2394,18,26,1,26821652.8458221,140948736.742086,-1707.85717773438,0,2,0,0,0,24,10,0,15,12,False,False,True,True
230510.004,2394,18,26,1,23380164.080765,122863596.524186,2119.87133789063,0,3,0,0,64500,38,4,0,2,7,True,True,True,False
230510.004,2394,18,26,1,25732869.7657204,135227080.696498,-3894.49145507813,0,10,0,0,64500,27,6,0,9,8,False,False,False,True
230510.004,2394,18,26,1,23360762.2520324,122761667.619299,3495.56298828125,0,16,0,0,64500,44,3,0,1,5,True,False,True,False
230510.004,2394,18,26,1,26024750.1064651,136760904.688993,-3702.25122070313,0,25,0,0,64500,31,6,0,5,8,False,False,False,True
230510.004,2394,18,26,1,25837932.3846404,135779199.537085,-1629.07592773438,0,1,0,0,64500,36,5,0,3,7,True,True,True,False
230510.004,2394,18,26,1,23108706.2617237,121437067.234006,-1768.794921875,0,28,0,0,64500,40,4,0,2,7,True,True,True,False
230510.004,2394,18,26,1,26319672.3165363,138310822.658719,596.8046875,0,29,0,0,64500,33,5,0,4,8,False,False,False,True
230510.004,2394,18,26,1,21784674.5029658,114479252.704402,-573.043212890625,0,31,0,0,64500,43,4,0,2,6,False,True,True,False
230510.004,2394,18,26,1,23447214.4617355,123215926.628856,-1628.78662109375,0,32,0,0,64500,41,4,0,2,7,True,True,True,False
230510.004,2394,18,26,1,21416243.8714751,112543137.774404,1010.42431640625,0,26,0,0,64500,47,3,0,1,6,False,True,True,False
230515.004,2394,18,26,1,24978829.0128427,131264651.59751,190.745849609375,2,31,0,0,64500,43,4,0,1,6,False,True,True,False
230515.004,2394,18,26,1,29344526.6663482,154207033.237779,-412.376708984375,2,34,0,0,33000,30,7,0,6,8,False,False,False,True
230515.004,2394,18,26,1,28538383.9584512,149970193.977241,-2035.13549804688,2,36,0,0,64500,40,4,0,2,7,True,True,True,False
230515.004,2394,18,26,1,26322567.5232742,138326025.044449,-1024.7763671875,2,4,0,0,64500,39,4,0,2,7,True,True,True,False
230515.004,2394,18,26,1,27946188.3777074,112527713.728861,1463.09033203125,2,5,6,0,64500,29,5,0,5,7,True,True,True,False
230515.004,2394,18,26,1,25156579.7550219,101295117.805233,560.872314453125,2,9,6,0,64500,33,5,0,4,8,False,False,False,True
230515.004,2394,18,26,1,27627604.2464235,111244892.583954,-1663.5732421875,2,23,6,0,64500,29,5,0,6,8,False,False,False,True
230515.004,2394,18,26,1,24978816.7521103,100579346.295382,146.256591796875,2,31,6,0,64500,31,5,0,5,8,False,False,False,True
230515.004,2394,18,26,1,28538377.6192757,114912201.278736,-1559.91235351563,2,36,6,0,64500,30,6,0,7,8,False,False,False,True
230515.004,2394,18,26,1,27627612.8602698,145184077.422818,-2171.14379882813,2,23,0,0,64500,34,5,0,4,8,False,False,False,True
230515.004,2394,18,26,1,25224540.8127393,101568764.926528,-138.07666015625,2,6,6,0,64500,32,5,0,4,8,False,False,False,True
230515.004,2394,18,26,1,25928281.157117,136253651.909297,2834.6552734375,0,4,0,0,47000,33,6,0,5,8,False,False,False,True
230515.004,2394,18,26,1,25156593.0300308,132198809.440768,731.9384765625,2,9,0,0,64500,42,4,0,2,6,False,True,True,False
230515.004,2394,18,26,1,25839482.8409539,135787347.66038,-1630.82580566406,0,1,0,0,64500,34,5,0,4,8,False,False,False,True
230515.004,2394,18,26,1,25224552.3862123,132555932.775699,-180.31494140625,2,6,0,0,64500,40,4,0,2,7,True,True,True,False
230515.004,2394,18,26,1,26823277.4109766,140957274.120343,-1707.05053710938,0,2,0,0,260,27,8,0,7,10,False,True,False,True
230515.004,2394,18,26,1,23378149.1736442,122853005.977212,2116.71435546875,0,3,0,0,64500,39,4,0,2,7,True,True,True,False
230515.004,2394,18,26,1,25736574.549135,135246553.608479,-3894.43432617188,0,10,0,0,64500,26,6,0,10,8,False,False,False,True
230515.004,2394,18,26,1,26028272.9235462,136779415.491396,-3702.13598632813,0,25,0,0,64500,31,6,0,5,8,False,False,False,True
230515.004,2394,18,26,1,23357437.329704,122744194.884781,3493.38061523438,0,16,0,0,64500,44,3,0,1,6,False,True,True,False
230515.004,2394,18,26,1,23110389.6557503,121445913.481085,-1769.89196777344,0,28,0,0,64500,40,4,0,2,7,True,True,True,False
230515.004,2394,18,26,1,26319104.9718463,138307841.551251,594.71875,0,29,0,0,64500,31,5,0,5,8,False,False,False,True
230515.004,2394,18,26,1,21785220.564742,114482122.362626,-574.970703125,0,31,0,0,64500,43,4,0,1,6,False,True,True,False
230515.004,2394,18,26,1,23448765.6917218,123224076.986768,-1631.15161132813,0,32,0,0,64500,41,4,0,2,7,True,True,True,False
230515.004,2394,18,26,1,27946197.1331796,146858271.671271,1909.27075195313,2,5,0,0,64500,38,5,0,3,7,True,True,True,False
230515.004,2394,18,26,1,21415284.1222032,112538095.825282,1006.419921875,0,26,0,0,64500,47,3,0,1,6,False,True,True,False
230540.004,2394,18,26,1,28548072.8780265,150021106.508725,-2037.56823730469,2,36,0,0,64500,40,4,0,2,6,False,True,True,False
230540.004,2394,18,26,1,27637957.4791755,145238432.826241,-2176.4482421875,2,23,0,0,64500,35,5,0,4,8,False,False,False,True
230540.004,2394,18,26,1,24977946.5032602,131260015.949688,180.638168334961,2,31,0,0,64500,43,4,0,1,6,False,True,True,False
230540.004,2394,18,26,1,29346512.7115068,154217058.163839,-421.138885498047,2,34,0,0,3000,27,8,0,9,8,False,False,False,True
230540.004,2394,18,26,1,26327451.8230257,138351686.962809,-1027.27416992188,2,4,0,0,64500,40,4,0,2,7,True,True,True,False
230540.004,2394,18,26,1,25914784.8536175,136182726.568918,2838.92163085938,0,4,0,0,57000,34,5,0,4,8,False,False,False,True
230540.004,2394,18,26,1,25225405.2475259,101572246.335323,-139.703369140625,2,6,6,0,64500,32,5,0,5,8,False,False,False,True
230540.004,2394,18,26,1,25153102.2887533,101281115.173231,560.400634765625,2,9,6,0,64500,33,5,0,4,8,False,False,False,True
230540.004,2394,18,26,1,27637947.4939515,111286541.446981,-1668.0947265625,2,23,6,0,64500,28,5,0,7,8,False,False,False,True
230540.004,2394,18,26,1,24977934.3747306,100575794.267118,138.767578125,2,31,6,0,64500,31,5,0,5,8,False,False,False,True
230540.004,2394,18,26,1,28548065.741725,114951211.978541,-1560.87036132813,2,36,6,0,64500,29,5,0,6,8,False,False,False,True
230540.004,2394,18,26,1,27937098.191157,112491111.555214,1465.00463867188,2,5,6,0,64500,29,5,0,6,8,False,False,False,True
230540.004,2394,18,26,1,25153115.519648,132180534.84164,730.761657714844,2,9,0,0,64500,42,4,0,1,6,False,True,True,False
230540.004,2394,18,26,1,25225416.7159486,132560476.368446,-182.681640625,2,6,0,0,64500,40,4,0,2,6,False,True,True,False
230540.004,2394,18,26,1,27937108.0828478,146810502.683458,1912.58276367188,2,5,0,0,64500,37,5,0,3,7,True,True,True,False
230540.004,2394,18,26,1,26831424.5789655,140999904.99646,-1703.27770996094,0,2,0,0,10260,25,8,0,8,8,False,False,False,True
230540.004,2394,18,26,1,23368110.6885152,122800251.916754,2104.45336914063,0,3,0,0,64500,40,4,0,2,7,True,True,True,False
230540.004,2394,18,26,1,25755109.8170861,135343998.984342,-3894.43115234375,0,10,0,0,2740,31,7,0,6,9,True,False,False,True
230540.004,2394,18,26,1,23340834.2756422,122656943.012434,3487.2021484375,0,16,0,0,64500,45,3,0,1,6,False,True,True,False
230540.004,2394,18,26,1,26045896.1361134,136872017.372827,-3704.54296875,0,25,0,0,64500,31,6,0,5,8,False,False,False,True
230540.004,2394,18,26,1,25847250.5936747,135828172.544062,-1635.55249023438,0,1,0,0,64500,37,5,0,3,7,True,True,True,False
230540.004,2394,18,26,1,23118811.9521085,121490174.970957,-1770.36938476563,0,28,0,0,64500,39,4,0,2,7,True,True,True,False
230540.004,2394,18,26,1,26316299.2804675,138293097.336195,585.6904296875,0,29,0,0,64500,34,5,0,3,8,False,False,False,True
230540.004,2394,18,26,1,21787970.0121843,114496571.278522,-580.530517578125,0,31,0,0,64500,43,4,0,1,6,False,True,True,False
230540.004,2394,18,26,1,23456542.8005513,123264947.05375,-1637.97998046875,0,32,0,0,64500,40,4,0,2,7,True,True,True,False
230540.004,2394,18,26,1,21410532.5106965,112513124.894608,991.734619140625,0,26,0,0,64500,47,3,0,1,5,True,False,True,False
230545.004,2394,18,26,1,27640028.368968,145249317.165486,-2175.6591796875,2,23,0,0,64500,35,5,0,4,8,False,False,False,True
230545.004,2394,18,26,1,24977775.3882398,131259115.324386,180.81494140625,2,31,0,0,64500,44,4,0,2,6,False,True,True,False
230545.004,2394,18,26,1,29346946.0140942,154219163.97011,-420.507781982422,2,34,0,0,5000,26,8,0,9,8,False,False,False,True
230545.004,2394,18,26,1,28550011.0681267,150031292.609652,-2035.90576171875,2,36,0,0,64500,40,4,0,2,7,True,True,True,False
230545.004,2394,18,26,1,26328429.4813863,138356823.31594,-1025.74267578125,2,4,0,0,64500,40,5,0,2,7,True,True,True,False
230545.004,2394,18,26,1,25225578.8069727,101572945.034352,-138.606201171875,2,6,6,0,64500,32,5,0,5,8,False,False,False,True
230545.004,2394,18,26,1,25152406.6820313,101278313.763976,561.817138671875,2,9,6,0,64500,33,5,0,5,8,False,False,False,True
230545.004,2394,18,26,1,27640018.958275,111294881.389506,-1667.51806640625,2,23,6,0,64500,28,5,0,7,8,False,False,False,True
230545.004,2394,18,26,1,28550004.0397374,114959016.900011,-1559.8388671875,2,36,6,0,64500,29,5,0,6,8,False,False,False,True
230545.004,2394,18,26,1,25912082.8253969,136168526.426627,2842.24951171875,0,4,0,0,59000,33,5,0,4,8,False,False,False,True
230545.004,2394,18,26,1,27935277.5626152,112483781.285583,1467.35327148438,2,5,6,0,64500,29,5,0,6,8,False,False,False,True
230545.004,2394,18,26,1,25152419.5355825,132176878.743764,732.776611328125,2,9,0,0,64500,42,4,0,2,6,False,True,True,False
230545.004,2394,18,26,1,25225590.1891913,132561388.211226,-181.04345703125,2,6,0,0,64500,40,4,0,2,6,False,True,True,False
230545.004,2394,18,26,1,27935287.240855,146800936.146199,1915.30810546875,2,5,0,0,64500,37,5,0,3,7,True,True,True,False
230545.004,2394,18,26,1,26833036.3677686,141008557.614773,-1701.38159179688,0,2,0,0,0,24,9,0,15,10,False,True,False,True
230545.004,2394,18,26,1,23366109.0069843,122789733.902141,2104.11401367188,0,3,0,0,64500,40,4,0,2,7,True,True,True,False
230545.004,2394,18,26,1,25758814.8452226,135363470.804514,-3893.25927734375,0,10,0,0,4740,33,6,0,5,8,False,False,False,True
230545.004,2394,18,26,1,23337516.5186524,122639508.084114,3487.97900390625,0,16,0,0,64500,44,3,0,1,6,False,True,True,False
230545.004,2394,18,26,1,26049421.6132359,136890540.20642,-3703.1640625,0,25,0,0,64500,33,6,0,4,8,False,False,False,True
230545.004,2394,18,26,1,25848806.5347311,135836347.324847,-1633.6767578125,0,1,0,0,64500,36,5,0,3,7,True,True,True,False
230545.004,2394,18,26,1,23120496.1079418,121499026.276249,-1768.49194335938,0,28,0,0,64500,39,4,0,2,7,True,True,True,False
230545.004,2394,18,26,1,21409590.1862348,112508171.487154,990.76953125,0,26,0,0,64500,47,3,0,1,6,False,True,True,False
230545.004,2394,18,26,1,23458101.3566276,123273137.755654,-1636.99438476563,0,32,0,0,64500,39,4,0,2,7,True,True,True,False
230545.004,2394,18,26,1,24977763.0618946,100575104.198763,138.600830078125,2,31,6,0,64500,32,5,0,5,8,False,False,False,True
230545.004,2394,18,26,1,26315742.6777128,138290173.751525,585.55419921875,0,29,0,0,64500,34,5,0,3,8,False,False,False,True
230545.004,2394,18,26,1,21788522.5411509,114499474.137947,-579.51318359375,0,31,0,0,64500,43,4,0,2,7,True,True,True,False
230640.004,2394,18,25,1,28586777.3183001,115107084.934185,-1557.29370117188,2,36,6,0,64500,27,5,0,7,8,False,False,False,True
230640.004,2394,18,25,1,25860458.2630342,135897270.318855,2868.44555664063,0,4,0,0,64500,28,7,0,10,9,True,False,False,True
230640.004,2394,18,25,1,24974729.9831502,100562889.679281,118.48828125,2,31,6,0,64500,31,5,0,5,8,False,False,False,True
230640.004,2394,18,25,1,27679433.1095138,111453585.600978,-1674.07885742188,2,23,6,0,64500,27,5,0,8,8,False,False,False,True
230640.004,2394,18,25,1,25228818.355088,101585988.691793,-136.1845703125,2,6,6,0,64500,32,5,0,4,8,False,False,False,True
230640.004,2394,18,25,1,27900439.4258092,112343500.909222,1485.46899414063,2,5,6,0,64500,30,5,0,6,8,False,False,False,True
230640.004,2394,18,25,1,26346952.9869134,138454162.512312,-1023.71557617188,2,4,0,0,64500,40,4,0,2,6,False,True,True,False
230640.004,2394,18,25,1,28586783.9895881,150224534.716921,-2032.44775390625,2,36,0,0,64500,39,4,0,2,7,True,True,True,False
230640.004,2394,18,25,1,29354685.6286879,154259913.506767,-437.6630859375,2,34,0,0,0,23,9,0,15,12,False,False,True,True
230640.004,2394,18,25,1,24974742.0290355,131243174.4792,154.593017578125,2,31,0,0,64500,43,4,0,1,6,False,True,True,False
230640.004,2394,18,25,1,27679442.7018985,145456440.108634,-2184.98803710938,2,23,0,0,64500,34,5,0,4,8,False,False,False,True
230640.004,2394,18,25,1,25139078.4526772,101224647.04739,568.388427734375,2,9,6,0,64500,33,5,0,4,8,False,False,False,True
230640.004,2394,18,25,1,25228829.1636831,132578411.359459,-177.5703125,2,6,0,0,64500,40,4,0,2,7,True,True,True,False
